Condition,Stimulus,Statement,CorAnsOdd,CorAnsEven,TypeOfStimuli,TotalShapesOnTable,TotalcubesOnTable,TotalOtherOnTable,VisibleShapes,Visiblecubes,VisibleOther,NotVisibleShapes,NotVisiblecubes,NotVisibleOther,NumOfBlocksAsked,BarrierPresent,WhyNo,Position,Colour,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpPrimerText.started,ExpTextISI.started,ExpPrimerText.stopped,ExpText.started,ExpImageISI.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndText.stopped,ExpEndPressSPACE.stopped,ExpEndPressSPACE.keys,participant,session,date,expName,psychopyVersion,frameRate
KnowledgeN,ExpTrialStim/B_Square_4.png,Adam KNOWS there is ONE cube,b,h,FB-Ig,1,1,0,0,0,0,1,1,0,1,B,PropTrueNoKnowledge,SD2,SB,0,42,42,311,NA,NA,NA,NA,NA,261.7517977000025,4.8699999751988e-4,262.48543800000334,262.58547440000257,0.8308747999981279,264.5188347000003,264.91888889999973,265.02104110000073,265.02104110000073,h,1,1.0823603000026196,266.1186483999991,266.1186483999991,266.1186483999991,266.1186483999991,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
RealityN,ExpTrialStim/Square_Triangle_B_4.png,"In REALITY, there are TWO cubes",b,h,TB-K-B,2,1,1,2,1,1,0,0,0,2,B,PropFalse,SB1: TA3,SP: TY,0,43,43,91,NA,NA,NA,NA,NA,266.1186483999991,0.0019103999948129,266.8520742000037,266.9522125000003,0.8293511000010767,268.8855337999994,269.28553159999865,269.38755500000116,269.38755500000116,h,1,2.602964300000167,272.01861230000213,272.01861230000213,272.01861230000213,272.01861230000213,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
RealityN,ExpTrialStim/Square_Triangle_B_3.png,"In REALITY, there are TWO cubes",b,h,TB-K-B,2,1,1,2,1,1,0,0,0,2,B,PropFalse,SA3: TB1,SP: TY,0,44,44,90,NA,NA,NA,NA,NA,272.01861230000213,6.9059999805176e-4,272.7520674999978,272.85217700000067,0.8310582999984035,274.78537340000184,275.18546049999713,275.28765420000127,275.28765420000127,h,1,1.215322500000184,276.51876939999784,276.51876939999784,276.51876939999784,276.51876939999784,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
KnowledgeN,ExpTrialStim/Triangle_B_2.png,Adam KNOWS there are ZERO cubes,b,h,TB-Ig,1,0,1,1,0,1,0,0,0,0,B,PropTrueNoKnowledge,TB2,TO,0,45,45,289,NA,NA,NA,NA,NA,276.51876939999784,0.00194629999896278,277.25203789999796,277.35214650000125,0.8294590000004973,279.28549049999856,279.6854894999997,279.78770749999967,279.78770749999967,h,1,9.05107219999627,288.868647700001,288.868647700001,288.868647700001,288.868647700001,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
RealityN,ExpTrialStim/Square_Square_NB_1.png,"In REALITY, there are ZERO cubes",b,h,TB-K,2,2,0,2,2,0,0,0,0,0,NB,PropFalse,SA1: SB2,SP: SB,0,46,46,66,NA,NA,NA,NA,NA,288.868647700001,0.00169800000003306,289.6020340000032,289.7021481999982,0.8297165000039968,291.63543460000074,292.03538259999914,292.13916179999796,292.13916179999796,h,1,2.9313904000009643,295.1019471000036,295.1019471000036,295.1019471000036,295.1019471000036,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
BeliefY,ExpTrialStim/B_Square_2.png,Adam THINKS there are ZERO cubes,h,b,FB-Ig,1,1,0,0,0,0,1,1,0,0,B,-,SC3,SG,0,47,47,147,NA,NA,NA,NA,NA,295.1019471000036,9.9429999681888e-4,295.8354732000007,295.9356198000023,0.8303355999960331,297.86847059999855,298.268853900001,298.37108479999733,298.37108479999733,b,1,1.355702299995755,299.75204759999906,299.75204759999906,299.75204759999906,299.75204759999906,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
RealityY,ExpTrialStim/Triangle_Triangle_B_6.png,"In REALITY, there are ZERO cubes",h,b,TB-K-B,2,0,2,2,0,2,0,0,0,0,B,-,TA1: TB3,TO: TY,0,48,48,31,NA,NA,NA,NA,NA,299.75204759999906,0.00183190000097965,300.4851578000016,300.58545500000037,0.8295348000028753,302.518762300002,302.9187533000004,303.0208996000001,303.0208996000001,b,1,0.8175085000038962,303.8684388999973,303.8684388999973,303.8684388999973,303.8684388999973,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
BeliefY,ExpTrialStim/Square_Square_B_1.png,Adam THINKS there are TWO cubes,h,b,TB-K-B,2,2,0,2,2,0,0,0,0,2,B,-,SA1: SB2,SP: SG,0,49,49,134,NA,NA,NA,NA,NA,303.8684388999973,0.00119609999819658,304.6019612000018,304.7019805000018,0.8306859000003897,306.635211599998,307.03541830000177,307.1375027000031,307.1375027000031,b,1,0.6139387000002898,307.7687261000028,307.7687261000028,307.7687261000028,307.7687261000028,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
KnowledgeY,ExpTrialStim/Square_Square_B_4.png,Adam KNOWS there are TWO cubes,h,b,TB-K-B,2,2,0,2,2,0,0,0,0,2,B,-,SA2: SB1,SG: SP,0,50,50,249,NA,NA,NA,NA,NA,307.7687261000028,0.00191320000158157,308.501943700001,308.60207770000125,0.8291596999988542,310.53539420000016,310.93537829999696,311.03748279999854,311.03748279999854,b,1,1.5048310999991372,312.5684465000013,312.5684465000013,312.5684465000013,312.5684465000013,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
BeliefN,ExpTrialStim/Triangle_Triangle_B_7.png,Adam THINKS there are TWO cubes,b,h,TB-K-B,2,0,2,2,0,2,0,0,0,2,B,PropFalse,TA1: TB2,TR: TY,0,51,51,190,NA,NA,NA,NA,NA,312.5684465000013,4.6660000225529e-4,313.3019604000001,313.40197890000127,0.8313120999955572,315.3353819999975,315.7353249000007,315.8374913000007,315.8374913000007,h,1,1.529167900000175,317.3852984999976,317.3852984999976,317.3852984999976,317.3852984999976,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
BeliefN,ExpTrialStim/Triangle_Triangle_B_8.png,Adam THINKS there are TWO cubes,b,h,TB-K-B,2,0,2,2,0,2,0,0,0,2,B,PropFalse,TA2: TB3,TY:TO,0,52,52,191,NA,NA,NA,NA,NA,317.3852984999976,0.00169750000350177,318.1185845,318.2187223000001,0.8297992000007071,320.15204919999815,320.5520583000034,320.65413460000127,320.65413460000127,h,1,0.968174399997224,321.65180500000133,321.65180500000133,321.65180500000133,321.65180500000133,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
RealityY,ExpTrialStim/B_Square_4.png,"In REALITY, there is ONE cube",h,b,FB-Ig,1,1,0,0,0,0,1,1,0,1,B,-,SD2,SB,0,53,53,41,NA,NA,NA,NA,NA,321.65180500000133,6.7319999652681e-4,322.3851441000006,322.48535940000147,0.8311790000007022,324.4185116000008,324.8186876000036,324.9207857000001,324.9207857000001,b,1,0.7818019999976968,325.71844620000047,325.71844620000047,325.71844620000047,325.71844620000047,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
KnowledgeN,ExpTrialStim/Square_NB_2.png,Adam KNOWS there are TWO cubes,b,h,TB-K,1,1,0,1,1,0,0,0,0,2,NB,PropFalse,SA3,SP,0,54,54,274,NA,NA,NA,NA,NA,325.71844620000047,3.7370000063674e-4,326.4518571000008,326.5520031999986,0.8312327000021469,328.50173879999784,328.90201700000034,329.0041816000012,329.0041816000012,h,1,1.138510499993572,330.16862910000054,330.16862910000054,330.16862910000054,330.16862910000054,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
KnowledgeN,ExpTrialStim/Square_Triangle_B_11.png,Adam KNOWS there are TWO cubes,b,h,TB-K-B,2,1,1,2,1,1,0,0,0,2,B,PropFalse,SB2: TA3,SG: TR,0,55,55,306,NA,NA,NA,NA,NA,330.16862910000054,0.00170000000071013,330.9018947000004,331.0019683999999,0.8295218000057503,332.95187889999943,333.3519421000019,333.45410190000257,333.45410190000257,h,1,2.4327176999941003,335.9184940999985,335.9184940999985,335.9184940999985,335.9184940999985,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
RealityY,ExpTrialStim/Triangle_B_Square_1.png,"In REALITY, there is ONE cube",h,b,FB-Ig,2,1,1,1,0,1,1,1,0,1,B,-,SC1: TA1,SB: TO,0,56,56,50,NA,NA,NA,NA,NA,335.9184940999985,4.3529999675229e-4,336.6518387000033,336.7519772000014,0.8312435999978334,338.6850878999976,339.08521969999856,339.18740080000134,339.18740080000134,b,1,0.8994585999971605,340.11860519999755,340.11860519999755,340.11860519999755,340.11860519999755,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
RealityN,ExpTrialStim/Square_NB_2.png,"In REALITY, there are ZERO cubes",b,h,TB-K,1,1,0,1,1,0,0,0,0,0,NB,PropFalse,SA3,SP,0,57,57,58,NA,NA,NA,NA,NA,340.11860519999755,0.00189799999498063,340.85185009999987,340.95197870000266,0.8295719999950961,342.8853190000009,343.2853232999987,343.38733270000375,343.38733270000375,h,1,0.8112995000046794,344.218541000002,344.218541000002,344.218541000002,344.218541000002,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
RealityY,ExpTrialStim/Square_Square_NB_2.png,"In REALITY, there are TWO cubes",h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA2: SB3,SB: SG,0,58,58,13,NA,NA,NA,NA,NA,344.218541000002,0.00171440000121947,344.9518221000035,345.0519637000034,0.829539600003045,346.9851170000038,347.38527299999987,347.48742630000197,347.48742630000197,b,1,1.2712046000015107,348.7850585999986,348.7850585999986,348.7850585999986,348.7850585999986,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
KnowledgeN,ExpTrialStim/Square_B_Square_5.png,Adam KNOWS there are TWO cubes,b,h,FB-Ig,2,2,0,1,1,0,1,1,0,2,B,PropTrueNoKnowledge,SB2: SD3,SB: SG,0,59,59,316,NA,NA,NA,NA,NA,348.7850585999986,0.00172910000401316,349.5184674999982,349.6186033999984,0.8295947000005981,351.5520460999978,351.9519225999975,352.0541383000018,352.0541383000018,h,1,3.0724814999994123,355.1518075999993,355.1518075999993,355.1518075999993,355.1518075999993,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
BeliefY,ExpTrialStim/Square_NB_3.png,Adam THINKS there is ONE cube,h,b,TB-K,1,1,0,1,1,0,0,0,0,1,NB,-,SB2,SG,0,60,60,113,NA,NA,NA,NA,NA,355.1518075999993,0.00168080000003101,355.8851375000013,355.9852553000019,0.8299114000037662,357.9184544000018,358.3185422000024,358.42076230000384,358.42076230000384,b,1,0.8738140999994357,359.3185863000035,359.3185863000035,359.3185863000035,359.3185863000035,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
RealityY,ExpTrialStim/Square_B_Square_1.png,"In REALITY, there are TWO cubes",h,b,FB-Ig,2,2,0,1,1,0,1,1,0,2,B,-,SA1: SC2,SG: SB,0,61,61,42,NA,NA,NA,NA,NA,359.3185863000035,0.00174359999800799,360.0517891999989,360.15194979999796,0.8295919999945909,362.0851535999973,362.4852266000016,362.5874554000038,362.5874554000038,b,1,2.418775899997854,365.035049799997,365.035049799997,365.035049799997,365.035049799997,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
RealityN,ExpTrialStim/Square_Triangle_B_2.png,"In REALITY, there are TWO cubes",b,h,TB-K-B,2,1,1,2,1,1,0,0,0,2,B,PropFalse,SA2: TB3,SB: TO,0,62,62,89,NA,NA,NA,NA,NA,365.035049799997,4.5020000106887e-4,365.76844430000347,365.86844980000023,0.831205399997998,367.80165059999854,368.201613199999,368.3040744000027,368.3040744000027,h,1,0.958101700001862,369.2848509999967,369.2848509999967,369.2848509999967,369.2848509999967,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
KnowledgeN,ExpTrialStim/Square_Square_NB_2.png,Adam KNOWS there are ZERO cubes,b,h,TB-K,2,2,0,2,2,0,0,0,0,0,NB,PropFalse,SA2: SB3,SB: SG,0,63,63,283,NA,NA,NA,NA,NA,369.2848509999967,4.5659999886993e-4,370.0184567000033,370.1185813999982,0.8308921999996528,372.0519146000006,372.4517414000002,372.55424420000054,372.55424420000054,h,1,1.260352599994803,373.8351438000027,373.8351438000027,373.8351438000027,373.8351438000027,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
KnowledgeY,ExpTrialStim/Square_NB_2.png,Adam KNOWS there is ONE cube,h,b,TB-K,1,1,0,1,1,0,0,0,0,1,NB,-,SA3,SP,0,64,64,220,NA,NA,NA,NA,NA,373.8351438000027,0.00172380000003613,374.56829709999874,374.6683712000013,0.8296266000033938,376.6018704000016,377.00173099999665,377.1038976999989,377.1038976999989,b,1,1.6149941999974544,378.7351672000004,378.7351672000004,378.7351672000004,378.7351672000004,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
BeliefN,ExpTrialStim/Triangle_B_Square_3.png,Adam THINKS there is ONE cube,b,h,FB-Ig,2,1,1,1,0,1,1,1,0,1,B,PropTrueNoBelief,SD1: TA2,SG: TR,0,65,65,214,NA,NA,NA,NA,NA,378.7351672000004,0.00169440000172471,379.4682901999986,379.5685182000016,0.8295357000024524,381.5017611000003,381.90184820000286,382.0039088999983,382.0039088999983,h,1,1.418608600004518,383.4517569000018,383.4517569000018,383.4517569000018,383.4517569000018,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
KnowledgeY,ExpTrialStim/Square_Triangle_NB_2.png,Adam KNOWS there is ONE cube,h,b,TB-K,2,1,1,2,1,1,0,0,0,1,NB,-,SB1: TB3,SB: TO,0,66,66,226,NA,NA,NA,NA,NA,383.4517569000018,0.0015276000049198,384.18504799999937,384.28494440000213,0.829824300002656,386.21855869999854,386.61855490000016,386.7206829999995,386.7206829999995,b,1,1.1897998000058578,387.9350964999976,387.9350964999976,387.9350964999976,387.9350964999976,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
BeliefY,ExpTrialStim/Square_B_Square_3.png,Adam THINKS there is ONE cube,h,b,FB-Ig,2,2,0,1,1,0,1,1,0,1,B,-,SA3: SD1,SP: SB,0,67,67,152,NA,NA,NA,NA,NA,387.9350964999976,0.00171250000130385,388.6683317999996,388.7685893000016,0.8295770000040648,390.7017878999977,391.1018374999985,391.20397270000103,391.20397270000103,b,1,1.2265723000018625,392.45179810000263,392.45179810000263,392.45179810000263,392.45179810000263,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
RealityY,ExpTrialStim/Square_Triangle_NB_2.png,"In REALITY, there is ONE cube",h,b,TB-K,2,1,1,2,1,1,0,0,0,1,NB,-,SB1: TB3,SB: TO,0,68,68,10,NA,NA,NA,NA,NA,392.45179810000263,0.00169060000189347,393.1850104999976,393.28514050000376,0.829577500000596,395.21862300000066,395.61845860000176,395.72070930000336,395.72070930000336,b,1,0.5254305000053137,396.2682175000009,396.2682175000009,396.2682175000009,396.2682175000009,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
RealityN,ExpTrialStim/Square_Square_NB_6.png,"In REALITY, there is ONE cube",b,h,TB-K,2,2,0,2,2,0,0,0,0,1,NB,PropFalse,SA1: SB3,SG: SB,0,69,69,71,NA,NA,NA,NA,NA,396.2682175000009,4.5459999819286e-4,397.00164940000104,397.1017971999973,0.8311573999963002,399.0351577999973,399.4349832000007,399.5372800999976,399.5372800999976,h,1,0.6527757000003476,400.21804500000144,400.21804500000144,400.21804500000144,400.21804500000144,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
BeliefN,ExpTrialStim/Triangle_B_Square_1.png,Adam THINKS there is ONE cube,b,h,FB-Ig,2,1,1,1,0,1,1,1,0,1,B,PropTrueNoBelief,SC1: TA1,SB: TO,0,70,70,212,NA,NA,NA,NA,NA,400.21804500000144,4.0530000114813e-4,400.9516711000033,401.0517940999998,0.83125629999995,402.9855473999996,403.3849518999996,403.48725209999975,403.48725209999975,h,1,1.1836785999985295,404.7017746999991,404.7017746999991,404.7017746999991,404.7017746999991,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
KnowledgeY,ExpTrialStim/Triangle_NB_3.png,Adam KNOWS there are ZERO cubes,h,b,TB-K,1,0,1,1,0,1,0,0,0,0,NB,-,TB2,TR,0,71,71,218,NA,NA,NA,NA,NA,404.7017746999991,0.00190920000022742,405.4349793000001,405.5349509000007,0.8295259000005899,407.4682935000019,407.86836040000344,407.9706122999996,407.9706122999996,b,1,1.2035241999983557,409.201642,409.201642,409.201642,409.201642,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
BeliefN,ExpTrialStim/Square_Square_NB_4.png,Adam THINKS there is ONE cube,b,h,TB-K,2,2,0,2,2,0,0,0,0,1,NB,PropFalse,SA2: SB1,SP: SG,0,72,72,177,NA,NA,NA,NA,NA,409.201642,7.9970000660978e-4,409.93494590000046,410.0349795000002,0.8308065000019269,411.968306499999,412.3683195999984,412.47060090000014,412.47060090000014,h,1,0.7198868000050425,413.21818260000146,413.21818260000146,413.21818260000146,413.21818260000146,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
RealityN,ExpTrialStim/Triangle_B_Square_4.png,"In REALITY, there are TWO cubes",b,h,FB-Ig,2,1,1,1,0,1,1,1,0,2,B,PropFalse,SD3: TB1,SB: TO,0,73,73,107,NA,NA,NA,NA,NA,413.21818260000146,4.1609999607317e-4,413.95163989999855,414.0516091000027,0.8312688999940292,415.98510749999696,416.3850872999974,416.4870297000016,416.4870297000016,h,1,0.6714183000003686,417.1850354999988,417.1850354999988,417.1850354999988,417.1850354999988,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
KnowledgeN,ExpTrialStim/Triangle_Triangle_NB_3.png,Adam KNOWS there are TWO cubes,b,h,TB-K,2,0,2,2,0,2,0,0,0,2,NB,PropFalse,TA3: TB1,TR: TY,0,74,74,278,NA,NA,NA,NA,NA,417.1850354999988,0.00189159999717958,417.9181882999983,418.0184217999995,0.8295807000031346,419.9517763999974,420.35174969999935,420.45390990000305,420.45390990000305,h,1,1.056468999995559,421.5350634999995,421.5350634999995,421.5350634999995,421.5350634999995,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
KnowledgeN,ExpTrialStim/Square_B_Square_4.png,Adam KNOWS there are TWO cubes,b,h,FB-Ig,2,2,0,1,1,0,1,1,0,2,B,PropTrueNoKnowledge,SB1: SD2,SG: SP,0,75,75,315,NA,NA,NA,NA,NA,421.5350634999995,0.0017126000020653,422.268293000001,422.3683479000029,0.8295265999986441,424.3017351000017,424.7017087999993,424.8038250000027,424.8038250000027,h,1,2.0745993000018643,426.9016969000004,426.9016969000004,426.9016969000004,426.9016969000004,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
BeliefN,ExpTrialStim/Triangle_B_Triangle_1.png,Adam THINKS there is ONE cube,b,h,TB-Ig,2,0,2,1,0,1,1,0,1,1,B,PropFalse,TA3: TD1,TY: TR,0,76,76,184,NA,NA,NA,NA,NA,426.9016969000004,0.00192029999743681,427.6349501000004,427.73474780000106,0.8295761999979732,429.6683737999992,430.06841220000206,430.17036850000295,430.17036850000295,h,1,0.6436973999952897,430.8349715000004,430.8349715000004,430.8349715000004,430.8349715000004,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
RealityY,ExpTrialStim/Triangle_B_Square_3.png,"In REALITY, there is ONE cube",h,b,FB-Ig,2,1,1,1,0,1,1,1,0,1,B,-,SD1: TA2,SG: TR,0,77,77,52,NA,NA,NA,NA,NA,430.8349715000004,4.4469999556895e-4,431.56823689999874,431.66842819999874,0.8312202000015532,433.60154409999814,434.001688999997,434.10379410000314,434.10379410000314,b,1,1.2546150000052876,435.38499469999806,435.38499469999806,435.38499469999806,435.38499469999806,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
KnowledgeN,ExpTrialStim/Square_Square_B_11.png,Adam KNOWS there are ZERO cubes,b,h,TB-K-B,2,2,0,2,2,0,0,0,0,0,B,PropFalse,SA3: SB2,SB: SP,0,78,78,302,NA,NA,NA,NA,NA,435.38499469999806,0.00189810000301804,436.1182489999992,436.2183949000027,0.8296322999958647,438.1517166999984,438.5516731000025,438.6537626999998,438.6537626999998,h,1,0.9366563000003224,439.6183040999967,439.6183040999967,439.6183040999967,439.6183040999967,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
RealityY,ExpTrialStim/Square_B_Square_6.png,"In REALITY, there are TWO cubes",h,b,FB-Ig,2,2,0,1,1,0,1,1,0,2,B,-,SB3: SC1,SP: SG,0,79,79,47,NA,NA,NA,NA,NA,439.6183040999967,0.0019276999955764,440.3516011000029,440.4517090000009,0.8294634999983828,442.3847774000023,442.785028600003,442.8870883999989,442.8870883999989,b,1,2.5832441999955336,445.5016504000014,445.5016504000014,445.5016504000014,445.5016504000014,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
BeliefN,ExpTrialStim/Triangle_B_Square_4.png,Adam THINKS there are TWO cubes,b,h,FB-Ig,2,1,1,1,0,1,1,1,0,2,B,PropFalse,SD3: TB1,SB: TO,0,80,80,215,NA,NA,NA,NA,NA,445.5016504000014,0.00202320000244071,446.23486160000175,446.3348651999986,0.8295233000026201,448.2682915999976,448.66824050000287,448.77041520000057,448.77041520000057,h,1,0.7805736000009347,449.5774378999995,NA,449.5774378999995,NA,space,1.852874600001087,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
RealityN,ExpTrialStim/Square_B_Square_7.png,"In REALITY, there is ONE cube",b,h,FB-Ig,2,2,0,1,1,0,1,1,0,1,B,PropFalse,SA3: SC2,SG: SP,0,81,81,102,NA,NA,NA,NA,NA,451.4513778000037,0.00171370000316528,452.18468289999873,452.28496319999977,0.8314987999983714,454.2182580000008,454.6182675000018,454.7203670000017,454.7203670000017,h,1,1.230614300002344,455.968108699999,455.968108699999,455.968108699999,455.968108699999,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
BeliefY,ExpTrialStim/Square_Square_B_6.png,Adam THINKS there are TWO cubes,h,b,TB-K-B,2,2,0,2,2,0,0,0,0,2,B,-,SA1: SB3,SB: SG,0,82,82,139,NA,NA,NA,NA,NA,455.968108699999,0.0019276999955764,456.7181808000023,456.8182015999992,0.8441689999963273,458.7516490999987,459.1516206000015,459.2537441000022,459.2537441000022,b,1,1.272528900000907,460.5515786999967,460.5515786999967,460.5515786999967,460.5515786999967,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
BeliefY,ExpTrialStim/Square_B_Square_4.png,Adam THINKS there is ONE cube,h,b,FB-Ig,2,2,0,1,1,0,1,1,0,1,B,-,SB1: SD2,SG: SP,0,83,83,153,NA,NA,NA,NA,NA,460.5515786999967,0.00193320000107632,461.2848776000028,461.38490949999687,0.8295340000040596,463.3181635000001,463.718251899998,463.82033070000034,463.82033070000034,b,1,1.161956800002372,465.0014788999979,465.0014788999979,465.0014788999979,465.0014788999979,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
RealityN,ExpTrialStim/Triangle_B_2.png,"In REALITY, there is ONE cube",b,h,TB-Ig,1,0,1,1,0,1,0,0,0,1,B,PropFalse,TB2,TO,0,84,84,73,NA,NA,NA,NA,NA,465.0014788999979,0.00172200000088196,465.73478669999895,465.8348097999988,0.8299141000024974,467.76800150000054,468.16818069999863,468.2703328999996,468.2703328999996,h,1,1.111624800003483,469.4013531000018,469.4013531000018,469.4013531000018,469.4013531000018,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
KnowledgeN,ExpTrialStim/Triangle_NB_1.png,Adam KNOWS there is ONE cube,b,h,TB-K,1,0,1,1,0,1,0,0,0,1,NB,PropFalse,TA1,TO,0,85,85,270,NA,NA,NA,NA,NA,469.4013531000018,6.8060000194236e-4,470.1347891999976,470.23498180000024,0.8312559000041801,472.1681070999985,472.5681407000011,472.6701810000013,472.6701810000013,h,1,1.19178539999848,473.8847009000019,473.8847009000019,473.8847009000019,473.8847009000019,NA,NA,NA,NA,NA,NA,NA,014,001,2024-02-09_09h41.13.076,PsychoPy Exp,2023.1.2,60.13742604666947
