Condition,Stimulus,Statement,CorAnsOdd,CorAnsEven,TypeOfStimuli,TotalShapesOnTable,TotalcubesOnTable,TotalOtherOnTable,VisibleShapes,Visiblecubes,VisibleOther,NotVisibleShapes,NotVisiblecubes,NotVisibleOther,NumOfBlocksAsked,BarrierPresent,WhyNo,Position,Colour,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpPrimerText.started,ExpTextISI.started,ExpPrimerText.stopped,ExpText.started,ExpImageISI.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndPressSPACE.keys,ExpEndPressSPACE.rt,participant,session,date,expName,psychopyVersion,frameRate
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.781179699813947,25.76190619985573,25.76190619985573,space,4.2984174999874085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,002,001,2024-02-05_12h31.37.186,PsychoPy Exp,2023.1.2,60.00218404024833
BeliefN,ExpTrialStim/Triangle_B_1.png,Adam THINKS there is ONE cube,b,h,TB-Ig,1,0,1,1,0,1,0,0,0,1,B,PropFalse,TA2,TR,0,0,0,180,NA,NA,NA,NA,NA,30.22670619981363,0.1607435999903828,30.97770029981621,31.077617699978873,0.9986594000365584,33.01114559988491,33.41094259987585,33.558851899812,33.558851899812,h,1,1.8934221998788416,35.47753659985028,35.47753659985028,35.47753659985028,35.47753659985028,NA,NA,NA,NA,NA,NA,002,001,2024-02-05_12h31.37.186,PsychoPy Exp,2023.1.2,60.00218404024833
KnowledgeN,ExpTrialStim/Square_B_1.png,Adam KNOWS there is ONE cube,b,h,TB-Ig,1,1,0,1,1,0,0,0,0,1,B,PropTrueNoKnowledge,SA2,SG,0,1,1,290,NA,NA,NA,NA,NA,35.47753659985028,0.00132240005768835,36.21103019989096,36.31113109993749,0.8294515002053231,38.24444209993817,38.64445129991509,38.74657779978588,38.74657779978588,b,0,0.9457648999523371,39.710790399927646,39.710790399927646,39.710790399927646,39.710790399927646,NA,NA,NA,NA,NA,NA,002,001,2024-02-05_12h31.37.186,PsychoPy Exp,2023.1.2,60.00218404024833
BeliefY,ExpTrialStim/Square_Triangle_NB_2.png,Adam THINKS there is ONE cube,h,b,TB-K,2,1,1,2,1,1,0,0,0,1,NB,-,SB1: TB3,SB: TO,0,2,2,118,NA,NA,NA,NA,NA,39.710790399927646,7.4769998900592e-4,40.444275099784136,40.54439729987644,0.8312186000403017,42.47764719999395,42.877478499896824,42.97971350001171,42.97971350001171,b,1,0.7281680000014603,43.72734909993597,43.72734909993597,43.72734909993597,43.72734909993597,NA,NA,NA,NA,NA,NA,002,001,2024-02-05_12h31.37.186,PsychoPy Exp,2023.1.2,60.00218404024833
KnowledgeY,ExpTrialStim/Square_Square_B_5.png,Adam KNOWS there are TWO cubes,h,b,TB-K-B,2,2,0,2,2,0,0,0,0,2,B,-,SA3: SB2,SP: SB,0,3,3,250,NA,NA,NA,NA,NA,43.72734909993597,6.9379992783069e-4,44.46071789995767,44.560930499807,0.8310857000760734,46.4944766999688,46.89434539992362,46.996470799902454,46.996470799902454,b,1,0.4642600000370294,47.477428699843585,47.477428699843585,47.477428699843585,47.477428699843585,NA,NA,NA,NA,NA,NA,002,001,2024-02-05_12h31.37.186,PsychoPy Exp,2023.1.2,60.00218404024833
KnowledgeN,ExpTrialStim/Square_Triangle_NB_2.png,Adam KNOWS there are ZERO cubes,b,h,TB-K,2,1,1,2,1,1,0,0,0,0,NB,PropFalse,SB1: TB3,SB: TO,0,4,4,280,NA,NA,NA,NA,NA,47.477428699843585,5.2290013991296e-4,48.21093169995584,48.31089949980378,0.8312030001543462,50.24437589989975,50.64441859978251,50.74660829990171,50.74660829990171,h,1,0.6982996999286115,51.46085669985041,51.46085669985041,51.46085669985041,51.46085669985041,NA,NA,NA,NA,NA,NA,002,001,2024-02-05_12h31.37.186,PsychoPy Exp,2023.1.2,60.00218404024833
KnowledgeN,ExpTrialStim/B_Square_4.png,Adam KNOWS there is ONE cube,b,h,FB-Ig,1,1,0,0,0,0,1,1,0,1,B,PropTrueNoKnowledge,SD2,SB,0,5,5,311,NA,NA,NA,NA,NA,51.46085669985041,0.0023232998792082,52.21094599994831,52.31084059993736,0.8460866999812424,54.244280599989,54.644444399978966,54.74643039982766,54.74643039982766,h,1,1.161615299992263,55.92749099992216,55.92749099992216,55.92749099992216,55.92749099992216,NA,NA,NA,NA,NA,NA,002,001,2024-02-05_12h31.37.186,PsychoPy Exp,2023.1.2,60.00218404024833
RealityY,ExpTrialStim/Square_Square_NB_2.png,"In REALITY, there are TWO cubes",h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA2: SB3,SB: SG,0,6,6,13,NA,NA,NA,NA,NA,55.92749099992216,0.00103290006518363,56.66086349985562,56.76080079982057,0.830930900061503,58.69435499981046,59.09409429994412,59.19647269998677,59.19647269998677,b,1,0.8238976001739502,60.044307299889624,60.044307299889624,60.044307299889624,60.044307299889624,NA,NA,NA,NA,NA,NA,002,001,2024-02-05_12h31.37.186,PsychoPy Exp,2023.1.2,60.00218404024833
RealityN,ExpTrialStim/Square_NB_3.png,"In REALITY, there are TWO cubes",b,h,TB-K,1,1,0,1,1,0,0,0,0,2,NB,PropFalse,SB2,SG,0,7,7,59,NA,NA,NA,NA,NA,60.044307299889624,0.00225130002945661,60.77754889987409,60.87770349998027,0.8295866998378187,62.81108559994027,63.21084739989601,63.31299929996021,63.31299929996021,h,1,0.7318808999843895,64.06081900000572,64.06081900000572,64.06081900000572,64.06081900000572,NA,NA,NA,NA,NA,NA,002,001,2024-02-05_12h31.37.186,PsychoPy Exp,2023.1.2,60.00218404024833
KnowledgeY,ExpTrialStim/Square_Square_B_4.png,Adam KNOWS there are TWO cubes,h,b,TB-K-B,2,2,0,2,2,0,0,0,0,2,B,-,SA2: SB1,SG: SP,0,8,8,249,NA,NA,NA,NA,NA,64.06081900000572,0.00226300000213086,64.79418219998479,64.8943029998336,0.8294730000197887,66.82766729989089,67.22768149990588,67.32979119988158,67.32979119988158,b,1,0.7545734001323581,68.11093629989773,68.11093629989773,68.11093629989773,68.11093629989773,NA,NA,NA,NA,NA,NA,002,001,2024-02-05_12h31.37.186,PsychoPy Exp,2023.1.2,60.00218404024833
