Condition,Stimulus,Statement,CorAnsOdd,CorAnsEven,TypeOfStimuli,TotalShapesOnTable,TotalcubesOnTable,TotalOtherOnTable,VisibleShapes,Visiblecubes,VisibleOther,NotVisibleShapes,NotVisiblecubes,NotVisibleOther,NumOfBlocksAsked,BarrierPresent,WhyNo,Position,Colour,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpPrimerText.started,ExpTextISI.started,ExpPrimerText.stopped,ExpText.started,ExpImageISI.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndPressSPACE.keys,ExpEndPressSPACE.rt,participant,session,date,expName,psychopyVersion,frameRate
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.18927260000055,17.16446790000191,17.16446790000191,space,71.18603950000397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,015,001,2024-02-09_11h06.30.038,PsychoPy Exp,2023.1.2,60.02981080479071
RealityN,ExpTrialStim/Triangle_B_Triangle_2.png,"In REALITY, there are TWO cubes",b,h,TB-Ig,2,0,2,1,0,1,1,0,1,2,B,PropFalse,TB1: TC2,TO: TY,0,0,0,77,NA,NA,NA,NA,NA,88.52313870000216,0.15429069999663625,89.26349209999898,89.36371289999806,0.9817481999998564,91.29691119999916,91.69684440000128,91.8251337000038,91.8251337000038,b,1,2.1490976000059163,93.99689580000268,93.99689580000268,93.99689580000268,93.99689580000268,NA,NA,NA,NA,NA,NA,015,001,2024-02-09_11h06.30.038,PsychoPy Exp,2023.1.2,60.02981080479071
KnowledgeY,ExpTrialStim/Triangle_Triangle_B_7.png,Adam KNOWS there are ZERO cubes,h,b,TB-Ig,2,0,2,2,0,2,0,0,0,0,B,-,TA1: TB2,TR: TY,0,1,1,240,NA,NA,NA,NA,NA,93.99689580000268,0.00197579999803565,94.74681450000207,94.84693960000004,0.8445291000025463,96.78024300000106,97.1802538999982,97.28234360000351,97.28234360000351,b,0,2.5645730000032927,99.86334440000064,99.86334440000064,99.86334440000064,99.86334440000064,NA,NA,NA,NA,NA,NA,015,001,2024-02-09_11h06.30.038,PsychoPy Exp,2023.1.2,60.02981080479071
RealityN,ExpTrialStim/B_Square_3.png,"In REALITY, there are TWO cubes",b,h,FB-Ig,1,1,0,0,0,0,1,1,0,2,B,PropFalse,SD1,SP,0,2,2,94,NA,NA,NA,NA,NA,99.86334440000064,0.00201160000142408,100.5968107000008,100.69693160000315,0.8293196000013268,102.63023039999824,103.0301341000013,103.13236389999656,103.13236389999656,b,1,6.433577399999194,109.59693230000266,109.59693230000266,109.59693230000266,109.59693230000266,NA,NA,NA,NA,NA,NA,015,001,2024-02-09_11h06.30.038,PsychoPy Exp,2023.1.2,60.02981080479071
RealityN,ExpTrialStim/Triangle_NB_1.png,"In REALITY, there is ONE cube",b,h,TB-K,1,0,1,1,0,1,0,0,0,1,NB,PropFalse,TA1,TO,0,3,3,54,NA,NA,NA,NA,NA,109.59693230000266,0.00200459999905433,110.33015850000083,110.43015200000082,0.8294248000020161,112.36352639999676,112.76352990000304,112.86564609999914,112.86564609999914,b,1,2.7002084999985527,115.59673420000036,115.59673420000036,115.59673420000036,115.59673420000036,NA,NA,NA,NA,NA,NA,015,001,2024-02-09_11h06.30.038,PsychoPy Exp,2023.1.2,60.02981080479071
RealityN,ExpTrialStim/Triangle_Triangle_NB_2.png,"In REALITY, there are TWO cubes",b,h,TB-K,2,0,2,2,0,2,0,0,0,2,NB,PropFalse,TA2: TB3,TO: TR,0,4,4,61,NA,NA,NA,NA,NA,115.59673420000036,0.00134329999855253,116.33013090000168,116.43019910000294,0.8303218000000925,118.36353170000076,118.76336180000362,118.86561880000228,118.86561880000228,b,1,1.6682357000026968,120.56322190000355,120.56322190000355,120.56322190000355,120.56322190000355,NA,NA,NA,NA,NA,NA,015,001,2024-02-09_11h06.30.038,PsychoPy Exp,2023.1.2,60.02981080479071
KnowledgeY,ExpTrialStim/Square_Square_B_1.png,Adam KNOWS there are TWO cubes,h,b,TB-K-B,2,2,0,2,2,0,0,0,0,2,B,-,SA1: SB2,SP: SG,0,5,5,246,NA,NA,NA,NA,NA,120.56322190000355,6.3520000549033e-4,121.29674720000185,121.39675569999964,0.8310367000012775,123.3302240999983,123.7300940999994,123.83228999999848,123.83228999999848,h,1,1.0617926999984777,124.91335809999872,124.91335809999872,124.91335809999872,124.91335809999872,NA,NA,NA,NA,NA,NA,015,001,2024-02-09_11h06.30.038,PsychoPy Exp,2023.1.2,60.02981080479071
KnowledgeN,ExpTrialStim/Triangle_B_Square_3.png,Adam KNOWS there is ONE cube,b,h,FB-Ig,2,1,1,1,0,1,1,1,0,1,B,PropTrueNoKnowledge,SD1: TA2,SG: TR,0,6,6,322,NA,NA,NA,NA,NA,124.91335809999872,0.00180929999623913,125.6467358000009,125.74687950000224,0.8297823999964749,127.68016180000268,128.08001409999997,128.1822758999988,128.1822758999988,b,1,1.18367009999929,129.3966830999998,129.3966830999998,129.3966830999998,129.3966830999998,NA,NA,NA,NA,NA,NA,015,001,2024-02-09_11h06.30.038,PsychoPy Exp,2023.1.2,60.02981080479071
BeliefN,ExpTrialStim/Square_B_Square_7.png,Adam THINKS there are TWO cubes,b,h,FB-Ig,2,2,0,1,1,0,1,1,0,2,B,PropTrueNoBelief,SA3: SC2,SG: SP,0,7,7,210,NA,NA,NA,NA,NA,129.3966830999998,0.00134890000481391,130.13009610000154,130.23018120000052,0.8302315000037197,132.1635036000007,132.56346949999715,132.66564780000044,132.66564780000044,b,1,1.3565298000030452,134.0467789999966,134.0467789999966,134.0467789999966,134.0467789999966,NA,NA,NA,NA,NA,NA,015,001,2024-02-09_11h06.30.038,PsychoPy Exp,2023.1.2,60.02981080479071
BeliefY,ExpTrialStim/Square_B_Square_1.png,Adam THINKS there is ONE cube,h,b,FB-Ig,2,2,0,1,1,0,1,1,0,1,B,-,SA1: SC2,SG: SB,0,8,8,150,NA,NA,NA,NA,NA,134.0467789999966,0.00204300000041257,134.77989009999874,134.88014880000264,0.8294028000018443,136.8134917999996,137.2134034999981,137.3155767999997,137.3155767999997,h,1,1.3225184999973862,138.66331009999703,138.66331009999703,138.66331009999703,138.66331009999703,NA,NA,NA,NA,NA,NA,015,001,2024-02-09_11h06.30.038,PsychoPy Exp,2023.1.2,60.02981080479071
RealityN,ExpTrialStim/Square_Square_NB_5.png,"In REALITY, there is ONE cube",b,h,TB-K,2,2,0,2,2,0,0,0,0,1,NB,PropFalse,SA3: SB2,SB: SP,0,9,9,70,NA,NA,NA,NA,NA,138.66331009999703,0.0021162999983062,139.3966234000036,139.49678819999826,0.8296046999967075,141.43016460000217,141.8300726000016,141.93219220000174,141.93219220000174,b,1,1.849944900000992,143.8133060999971,143.8133060999971,143.8133060999971,143.8133060999971,NA,NA,NA,NA,NA,NA,015,001,2024-02-09_11h06.30.038,PsychoPy Exp,2023.1.2,60.02981080479071
BeliefN,ExpTrialStim/B_Square_4.png,Adam THINKS there are TWO cubes,b,h,FB-Ig,1,1,0,0,0,0,1,1,0,2,B,PropFalse,SD2,SB,0,10,10,203,NA,NA,NA,NA,NA,143.8133060999971,0.0018080000008922,144.54668479999964,144.6467862999998,0.8297881000034977,146.5800442000036,146.9801038000005,147.08220509999956,147.08220509999956,b,1,1.4519209999998566,148.56317310000304,148.56317310000304,148.56317310000304,148.56317310000304,NA,NA,NA,NA,NA,NA,015,001,2024-02-09_11h06.30.038,PsychoPy Exp,2023.1.2,60.02981080479071
