Condition,Stimulus,Statement,CorAnsOdd,CorAnsEven,TypeOfStimuli,TotalShapesOnTable,TotalcubesOnTable,TotalOtherOnTable,VisibleShapes,Visiblecubes,VisibleOther,NotVisibleShapes,NotVisiblecubes,NotVisibleOther,NumOfBlocksAsked,BarrierPresent,WhyNo,Position,Colour,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpPrimerText.started,ExpTextISI.started,ExpPrimerText.stopped,ExpText.started,ExpImageISI.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndPressSPACE.keys,ExpEndPressSPACE.rt,participant,session,date,expName,psychopyVersion,frameRate
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.052892400010023,21.029151800030377,21.029151800030377,space,24.720919899991713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,019,001,2024-02-12_10h50.09.526,PsychoPy Exp,2023.1.2,59.98897403340273
KnowledgeN,ExpTrialStim/Square_B_Square_6.png,Adam KNOWS there are TWO cubes,b,h,FB-Ig,2,2,0,1,1,0,1,1,0,2,B,PropTrueNoKnowledge,SB3: SC1,SP: SG,0,0,0,317,NA,NA,NA,NA,NA,45.91539550002199,0.1483437999850139,46.66170650004642,46.76167550001992,0.9816660999786108,48.69518400001107,49.09515820001252,49.23838870000327,49.23838870000327,b,1,2.343610800046008,51.6116751000518,51.6116751000518,51.6116751000518,51.6116751000518,NA,NA,NA,NA,NA,NA,019,001,2024-02-12_10h50.09.526,PsychoPy Exp,2023.1.2,59.98897403340273
RealityN,ExpTrialStim/Square_B_Square_5.png,"In REALITY, there is ONE cube",b,h,FB-Ig,2,2,0,1,1,0,1,1,0,1,B,PropFalse,SB2: SD3,SB: SG,0,1,1,100,NA,NA,NA,NA,NA,51.6116751000518,0.00167329999385401,52.36167920002481,52.46161690005101,0.8444534000009298,54.39501370000653,54.795145600044634,54.89725020003971,54.89725020003971,b,1,3.348901199991815,58.261575800017454,58.261575800017454,58.261575800017454,58.261575800017454,NA,NA,NA,NA,NA,NA,019,001,2024-02-12_10h50.09.526,PsychoPy Exp,2023.1.2,59.98897403340273
KnowledgeN,ExpTrialStim/Square_Square_NB_4.png,Adam KNOWS there is ONE cube,b,h,TB-K,2,2,0,2,2,0,0,0,0,1,NB,PropFalse,SA2: SB1,SP: SG,0,2,2,285,NA,NA,NA,NA,NA,58.261575800017454,7.7240000246092e-4,58.99499760003528,59.095120100013446,0.830878600012511,61.028438700013794,61.42844010004774,61.53052510000998,61.53052510000998,b,1,1.3957188000204042,62.94502280000597,62.94502280000597,62.94502280000597,62.94502280000597,NA,NA,NA,NA,NA,NA,019,001,2024-02-12_10h50.09.526,PsychoPy Exp,2023.1.2,59.98897403340273
KnowledgeN,ExpTrialStim/Square_Square_NB_2.png,Adam KNOWS there are ZERO cubes,b,h,TB-K,2,2,0,2,2,0,0,0,0,0,NB,PropFalse,SA2: SB3,SB: SG,0,3,3,283,NA,NA,NA,NA,NA,62.94502280000597,0.00169120001373812,63.67830359999789,63.77844330004882,0.8295921999961138,65.71179510001093,66.11179920000723,66.21380720002344,66.21380720002344,b,1,1.2805363000370562,67.51165940001374,67.51165940001374,67.51165940001374,67.51165940001374,NA,NA,NA,NA,NA,NA,019,001,2024-02-12_10h50.09.526,PsychoPy Exp,2023.1.2,59.98897403340273
RealityY,ExpTrialStim/Square_Square_NB_5.png,"In REALITY, there are TWO cubes",h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA3: SB2,SB: SP,0,4,4,16,NA,NA,NA,NA,NA,67.51165940001374,0.0014960000407882,68.24494240002241,68.34509340004297,0.8297534000012092,70.27838520001387,70.67840130004333,70.78048120002495,70.78048120002495,h,1,1.1455110000097193,71.94508140004473,71.94508140004473,71.94508140004473,71.94508140004473,NA,NA,NA,NA,NA,NA,019,001,2024-02-12_10h50.09.526,PsychoPy Exp,2023.1.2,59.98897403340273
KnowledgeY,ExpTrialStim/Triangle_NB_2.png,Adam KNOWS there are ZERO cubes,h,b,TB-K,1,0,1,1,0,1,0,0,0,0,NB,-,TA3,TY,0,5,5,217,NA,NA,NA,NA,NA,71.94508140004473,0.00167319999309256,72.67827990005026,72.77826790005201,0.82937099999981,74.71156780002639,75.1117302000057,75.21383480000077,75.21383480000077,h,1,1.632275700045284,76.86146690003807,76.86146690003807,76.86146690003807,76.86146690003807,NA,NA,NA,NA,NA,NA,019,001,2024-02-12_10h50.09.526,PsychoPy Exp,2023.1.2,59.98897403340273
RealityY,ExpTrialStim/Triangle_Triangle_NB_2.png,"In REALITY, there are ZERO cubes",h,b,TB-K,2,0,2,2,0,2,0,0,0,0,NB,-,TA2: TB3,TO: TR,0,6,6,7,NA,NA,NA,NA,NA,76.86146690003807,8.6049997480586e-4,77.59494020004058,77.695060500002,0.8306648000143468,79.62840000004508,80.02844710001955,80.13040860003093,80.13040860003093,h,1,0.9555075999815016,81.11171540000942,81.11171540000942,81.11171540000942,81.11171540000942,NA,NA,NA,NA,NA,NA,019,001,2024-02-12_10h50.09.526,PsychoPy Exp,2023.1.2,59.98897403340273
RealityY,ExpTrialStim/Square_B_Square_4.png,"In REALITY, there are TWO cubes",h,b,FB-Ig,2,2,0,1,1,0,1,1,0,2,B,-,SB1: SD2,SG: SP,0,7,7,45,NA,NA,NA,NA,NA,81.11171540000942,0.00177779997466132,81.84495660004904,81.94489460001932,0.8296195999719203,83.87843840004643,84.27821430005133,84.38045820000116,84.38045820000116,h,1,1.4574518000008538,85.86163940001279,85.86163940001279,85.86163940001279,85.86163940001279,NA,NA,NA,NA,NA,NA,019,001,2024-02-12_10h50.09.526,PsychoPy Exp,2023.1.2,59.98897403340273
KnowledgeN,ExpTrialStim/B_Square_1.png,Adam KNOWS there are ZERO cubes,b,h,FB-Ig,1,1,0,0,0,0,1,1,0,0,B,PropFalse,SC2,SG,0,8,8,308,NA,NA,NA,NA,NA,85.86163940001279,0.00167810003040358,86.59493950003525,86.69502380001359,0.8294294000370428,88.62839560001157,89.02834370004712,89.1304255000432,89.1304255000432,h,0,5.78729479998583,94.94494549999943,94.94494549999943,94.94494549999943,94.94494549999943,NA,NA,NA,NA,NA,NA,019,001,2024-02-12_10h50.09.526,PsychoPy Exp,2023.1.2,59.98897403340273
