Condition,Stimulus,Statement,CorAnsOdd,CorAnsEven,TypeOfStimuli,TotalShapesOnTable,TotalcubesOnTable,TotalOtherOnTable,VisibleShapes,Visiblecubes,VisibleOther,NotVisibleShapes,NotVisiblecubes,NotVisibleOther,NumOfBlocksAsked,BarrierPresent,WhyNo,Position,Colour,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpPrimerText.started,ExpTextISI.started,ExpPrimerText.stopped,ExpText.started,ExpImageISI.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndPressSPACE.keys,ExpEndPressSPACE.rt,participant,session,date,expName,psychopyVersion,frameRate
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.41343020001659,30.3920048000291,30.3920048000291,space,8.591703400015831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,028,001,2024-02-13_14h40.51.041,PsychoPy Exp,2023.1.2,60.00459635215219
RealityY,ExpTrialStim/B_Square_2.png,"In REALITY, there is ONE cube",h,b,FB-Ig,1,1,0,0,0,0,1,1,0,1,B,-,SC3,SG,0,0,0,39,NA,NA,NA,NA,NA,39.14002160000382,0.14429859997471794,39.8909171000123,39.99105460004648,0.9823159999796188,41.92435960000148,42.32444740005303,42.45012410002528,42.45012410002528,b,1,2.117590799985919,44.59114410000621,44.59114410000621,44.59114410000621,44.59114410000621,NA,NA,NA,NA,NA,NA,028,001,2024-02-13_14h40.51.041,PsychoPy Exp,2023.1.2,60.00459635215219
KnowledgeN,ExpTrialStim/Triangle_B_Square_3.png,Adam KNOWS there is ONE cube,b,h,FB-Ig,2,1,1,1,0,1,1,1,0,1,B,PropTrueNoKnowledge,SD1: TA2,SG: TR,0,1,1,322,NA,NA,NA,NA,NA,44.59114410000621,3.8780004251748e-4,45.324223300034646,45.42428190005012,0.8305220000329427,47.35762360005174,47.75759490003111,47.85989680001512,47.85989680001512,h,1,1.364873299957253,49.240834399999585,49.240834399999585,49.240834399999585,49.240834399999585,NA,NA,NA,NA,NA,NA,028,001,2024-02-13_14h40.51.041,PsychoPy Exp,2023.1.2,60.00459635215219
RealityY,ExpTrialStim/Square_NB_2.png,"In REALITY, there is ONE cube",h,b,TB-K,1,1,0,1,1,0,0,0,0,1,NB,-,SA3,SP,0,2,2,4,NA,NA,NA,NA,NA,49.240834399999585,5.4019998060539e-4,49.974164200015366,50.07426190003753,0.8307553000049666,52.00758340000175,52.40771160001168,52.511498800013214,52.511498800013214,b,1,1.0561266000149772,53.5908722000313,53.5908722000313,53.5908722000313,53.5908722000313,NA,NA,NA,NA,NA,NA,028,001,2024-02-13_14h40.51.041,PsychoPy Exp,2023.1.2,60.00459635215219
KnowledgeN,ExpTrialStim/Triangle_Triangle_NB_3.png,Adam KNOWS there are TWO cubes,b,h,TB-K,2,0,2,2,0,2,0,0,0,2,NB,PropFalse,TA3: TB1,TR: TY,0,3,3,278,NA,NA,NA,NA,NA,53.5908722000313,5.1770004210993e-4,54.32425880001392,54.4242853000178,0.8305640000035055,56.35756330000004,56.757645200006664,56.85962560004555,56.85962560004555,h,1,1.2120210999855772,58.09096610004781,58.09096610004781,58.09096610004781,58.09096610004781,NA,NA,NA,NA,NA,NA,028,001,2024-02-13_14h40.51.041,PsychoPy Exp,2023.1.2,60.00459635215219
BeliefY,ExpTrialStim/Square_B_Square_3.png,Adam THINKS there is ONE cube,h,b,FB-Ig,2,2,0,1,1,0,1,1,0,1,B,-,SA3: SD1,SP: SB,0,4,4,152,NA,NA,NA,NA,NA,58.09096610004781,4.7909998102113e-4,58.82414980005706,58.92440760001773,0.8312975000008009,60.85773450002307,61.25783240003511,61.35994150000624,61.35994150000624,b,1,1.5201898000086658,62.90772330004256,62.90772330004256,62.90772330004256,62.90772330004256,NA,NA,NA,NA,NA,NA,028,001,2024-02-13_14h40.51.041,PsychoPy Exp,2023.1.2,60.00459635215219
KnowledgeY,ExpTrialStim/Square_Triangle_B_8.png,Adam KNOWS there is ONE cube,h,b,FB-Ig,2,1,1,2,1,1,0,0,0,1,B,-,SA2: TB1,SP: TY,0,5,5,265,NA,NA,NA,NA,NA,62.90772330004256,0.00186670001130551,63.64096820005216,63.74119240004802,0.8298384000081569,65.67437720001908,66.07444030005718,66.1764995000558,66.1764995000558,b,1,1.0072069999878297,67.20763450005325,67.20763450005325,67.20763450005325,67.20763450005325,NA,NA,NA,NA,NA,NA,028,001,2024-02-13_14h40.51.041,PsychoPy Exp,2023.1.2,60.00459635215219
KnowledgeY,ExpTrialStim/Square_Square_B_9.png,Adam KNOWS there are TWO cubes,h,b,FB-Ig,2,2,0,2,2,0,0,0,0,2,B,-,SA3: SB1,SB: SG,0,6,6,254,NA,NA,NA,NA,NA,67.20763450005325,7.3339999653398e-4,67.94106740003917,68.04121280001709,0.8310459000058472,69.97428920003586,70.37443270004587,70.47670280002058,70.47670280002058,b,1,1.899646500009112,72.40777290001279,72.40777290001279,72.40777290001279,72.40777290001279,NA,NA,NA,NA,NA,NA,028,001,2024-02-13_14h40.51.041,PsychoPy Exp,2023.1.2,60.00459635215219
KnowledgeY,ExpTrialStim/Square_Square_NB_2.png,Adam KNOWS there are TWO cubes,h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA2: SB3,SB: SG,0,7,7,229,NA,NA,NA,NA,NA,72.40777290001279,0.00200630002655088,73.14097980002407,73.24101740005426,0.8295075999922119,75.17436450003879,75.57443710003281,75.67655570001807,75.67655570001807,b,1,1.0034710000036284,76.70773480000207,76.70773480000207,76.70773480000207,76.70773480000207,NA,NA,NA,NA,NA,NA,028,001,2024-02-13_14h40.51.041,PsychoPy Exp,2023.1.2,60.00459635215219
RealityY,ExpTrialStim/Triangle_Triangle_NB_3.png,"In REALITY, there are ZERO cubes",h,b,TB-K,2,0,2,2,0,2,0,0,0,0,NB,-,TA3: TB1,TR: TY,0,8,8,8,NA,NA,NA,NA,NA,76.70773480000207,0.00181640003575012,77.44101150002098,77.54113160003908,0.8295501000247896,79.4743465000065,79.87428610003553,79.97665130003588,79.97665130003588,b,1,2.2157428999780677,82.20754750003107,82.20754750003107,82.20754750003107,82.20754750003107,NA,NA,NA,NA,NA,NA,028,001,2024-02-13_14h40.51.041,PsychoPy Exp,2023.1.2,60.00459635215219
RealityN,ExpTrialStim/Square_Square_NB_4.png,"In REALITY, there is ONE cube",b,h,TB-K,2,2,0,2,2,0,0,0,0,1,NB,PropFalse,SA2: SB1,SP: SG,0,9,9,69,NA,NA,NA,NA,NA,82.20754750003107,0.00183439999818801,82.94097530003637,83.04096960002789,0.8294307999894954,84.97442220000084,85.37423970003147,85.47655410005245,85.47655410005245,h,1,1.4034251000266522,86.90752550004981,86.90752550004981,86.90752550004981,86.90752550004981,NA,NA,NA,NA,NA,NA,028,001,2024-02-13_14h40.51.041,PsychoPy Exp,2023.1.2,60.00459635215219
BeliefN,ExpTrialStim/Square_B_Square_3.png,Adam THINKS there are ZERO cubes,b,h,FB-Ig,2,2,0,1,1,0,1,1,0,0,B,PropFalse,SA3: SD1,SP: SB,0,10,10,206,NA,NA,NA,NA,NA,86.90752550004981,0.00196520000463351,87.6410012000124,87.74095020000823,0.829299799981527,89.67427990003489,90.07436870003583,90.17651590000604,90.17651590000604,h,1,1.327478399965912,91.52420010004424,91.52420010004424,91.52420010004424,91.52420010004424,NA,NA,NA,NA,NA,NA,028,001,2024-02-13_14h40.51.041,PsychoPy Exp,2023.1.2,60.00459635215219
RealityN,ExpTrialStim/Triangle_Triangle_B_2.png,"In REALITY, there is ONE cube",b,h,TB-K-B,2,0,2,2,0,2,0,0,0,1,B,PropFalse,TA2: TB3,TO: TR,0,11,11,81,NA,NA,NA,NA,NA,91.52420010004424,0.00215949997073039,92.2576622000197,92.35759270004928,0.8294591999729164,94.29092290002154,94.6910800000187,94.79319600004236,94.79319600004236,h,1,1.838368900003843,96.65760580002096,96.65760580002096,96.65760580002096,96.65760580002096,NA,NA,NA,NA,NA,NA,028,001,2024-02-13_14h40.51.041,PsychoPy Exp,2023.1.2,60.00459635215219
RealityY,ExpTrialStim/Square_Square_NB_5.png,"In REALITY, there are TWO cubes",h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA3: SB2,SB: SP,0,12,12,16,NA,NA,NA,NA,NA,96.65760580002096,7.7769998461008e-4,97.39099390001502,97.49098460003734,0.83109739999054,99.42428190005012,99.8243194000097,99.92658250004752,99.92658250004752,b,1,1.6089661000296474,101.5575356000336,101.5575356000336,101.5575356000336,101.5575356000336,NA,NA,NA,NA,NA,NA,028,001,2024-02-13_14h40.51.041,PsychoPy Exp,2023.1.2,60.00459635215219
BeliefN,ExpTrialStim/Square_Triangle_NB_3.png,Adam THINKS there are TWO cubes,b,h,TB-K,2,1,1,2,1,1,0,0,0,2,NB,PropFalse,SB3: TA2,SP: TY,0,13,13,173,NA,NA,NA,NA,NA,101.5575356000336,7.4960000347346e-4,102.29098410002187,102.3909039000282,0.8311397000215948,104.32427370001096,104.7243468000088,104.8265468000318,104.8265468000318,h,1,1.269473000022117,106.12430810002844,106.12430810002844,106.12430810002844,106.12430810002844,NA,NA,NA,NA,NA,NA,028,001,2024-02-13_14h40.51.041,PsychoPy Exp,2023.1.2,60.00459635215219
BeliefN,ExpTrialStim/Square_B_Triangle_1.png,Adam THINKS there are ZERO cubes,b,h,TB-Ig,2,1,1,1,1,0,1,0,1,0,B,PropFalse,SB1: TD3,SB: TO,0,14,14,186,NA,NA,NA,NA,NA,106.12430810002844,0.00214539997978135,106.85758040001384,106.957696700003,0.8295456999912858,108.8910716000246,109.2910345000564,109.39307290001308,109.39307290001308,h,1,1.3907867000089027,110.80773080000654,110.80773080000654,110.80773080000654,110.80773080000654,NA,NA,NA,NA,NA,NA,028,001,2024-02-13_14h40.51.041,PsychoPy Exp,2023.1.2,60.00459635215219
BeliefN,ExpTrialStim/Triangle_Triangle_B_7.png,Adam THINKS there are TWO cubes,b,h,TB-K-B,2,0,2,2,0,2,0,0,0,2,B,PropFalse,TA1: TB2,TR: TY,0,15,15,190,NA,NA,NA,NA,NA,110.80773080000654,0.00217409996548667,111.5409204000025,111.64102260000072,0.8294061999768019,113.5743735000142,113.974273800035,114.07621710002422,114.07621710002422,h,1,1.7072819000459276,115.80732630001148,115.80732630001148,115.80732630001148,115.80732630001148,NA,NA,NA,NA,NA,NA,028,001,2024-02-13_14h40.51.041,PsychoPy Exp,2023.1.2,60.00459635215219
