Condition,Stimulus,Statement,CorAnsOdd,CorAnsEven,TypeOfStimuli,TotalShapesOnTable,TotalcubesOnTable,TotalOtherOnTable,VisibleShapes,Visiblecubes,VisibleOther,NotVisibleShapes,NotVisiblecubes,NotVisibleOther,NumOfBlocksAsked,BarrierPresent,WhyNo,Position,Colour,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpPrimerText.started,ExpTextISI.started,ExpPrimerText.stopped,ExpText.started,ExpImageISI.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,participant,session,date,expName,psychopyVersion,frameRate
RealityN,ExpTrialStim/B_Square_4.png,"In REALITY, there are TWO cubes",b,h,FB-Ig,1,1,0,0,0,0,1,1,0,2,B,PropFalse,SD2,SB,0,236,236,95,NA,NA,NA,NA,NA,1659.5964550999925,0.00167220000002998,1660.3296921,1660.4298420999985,0.8294685000000754,1662.3630306999985,1662.7628094999964,1662.8653818999885,1662.8653818999885,h,1,0.9064337000017986,1663.7961586999882,1663.7961586999882,1663.7961586999882,1663.7961586999882,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Triangle_Triangle_B_9.png,Adam KNOWS there is ONE cube,b,h,TB-K-B,2,0,2,2,0,2,0,0,0,1,B,PropFalse,TA3: TB1,TO: TR,0,237,237,296,NA,NA,NA,NA,NA,1663.7961586999882,3.7090000114403e-4,1664.5296837999922,1664.6296245999984,0.831477999992785,1666.563140899991,1666.963228099994,1667.065361099987,1667.065361099987,h,1,1.5785217999946326,1668.663089499998,1668.663089499998,1668.663089499998,1668.663089499998,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_Triangle_NB_1.png,Adam THINKS there is ONE cube,h,b,TB-K,2,1,1,2,1,1,0,0,0,1,NB,-,SA2: TB1,SG: TR,0,238,238,117,NA,NA,NA,NA,NA,1668.663089499998,0.00172409998776856,1669.3963551999914,1669.496302799991,0.8291172999888659,1671.429572299996,1671.8296087999915,1671.931940999988,1671.931940999988,b,1,3.023889000003692,1674.979775899992,1674.979775899992,1674.979775899992,1674.979775899992,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Square_Square_NB_4.png,Adam KNOWS there is ONE cube,b,h,TB-K,2,2,0,2,2,0,0,0,0,1,NB,PropFalse,SA2: SB1,SP: SG,0,239,239,285,NA,NA,NA,NA,NA,1674.979775899992,0.00165010000637266,1675.7130101999935,1675.8131049999938,0.8295412000006763,1677.7462382999947,1678.146437999996,1678.2486445999966,1678.2486445999966,h,1,1.3547975000110457,1679.6294701999868,1679.6294701999868,1679.6294701999868,1679.6294701999868,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_Square_B_2.png,Adam THINKS there are TWO cubes,h,b,TB-K-B,2,2,0,2,2,0,0,0,0,2,B,-,SA2: SB3,SB: SP,0,240,240,135,NA,NA,NA,NA,NA,1679.6294701999868,3.9879999530967e-4,1680.3630196999875,1680.4628990999918,0.8312545000080718,1682.3964911999938,1682.796400799998,1682.8985312000004,1682.8985312000004,b,1,1.4651800999999978,1684.3795421999966,1684.3795421999966,1684.3795421999966,1684.3795421999966,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Square_Triangle_B_6.png,Adam KNOWS there is ONE cube,h,b,FB-Ig,2,1,1,2,1,1,0,0,0,1,B,-,SB3: TA2,SB: TO,0,241,241,263,NA,NA,NA,NA,NA,1684.3795421999966,3.8820000190753e-4,1685.1129662999883,1685.2129817999958,0.8314887000015005,1687.1464407999883,1687.5461840999924,1687.6488649999956,1687.6488649999956,b,1,1.418990299993311,1689.0963583999985,1689.0963583999985,1689.0963583999985,1689.0963583999985,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Square_Triangle_B_5.png,Adam KNOWS there is ONE cube,h,b,FB-Ig,2,1,1,2,1,1,0,0,0,1,B,-,SB2: TA1,SG: TR,0,242,242,262,NA,NA,NA,NA,NA,1689.0963583999985,0.00167260000307578,1689.829568199988,1689.9296985999972,0.8295942999975523,1691.8629747999948,1692.2631410999893,1692.3651429999882,1692.3651429999882,b,1,0.7181742000102531,1693.1219880999995,NA,1693.1219880999995,NA,space,78.8176519999979,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Square_B_1.png,Adam KNOWS there is ONE cube,b,h,TB-Ig,1,1,0,1,1,0,0,0,0,1,B,PropTrueNoKnowledge,SA2,SG,0,243,243,290,NA,NA,NA,NA,NA,1771.962773399995,0.00184570001147221,1772.6960851999902,1772.796125199995,0.8316706000041449,1774.7294653999998,1775.1294538999937,1775.2315505000006,1775.2315505000006,h,1,4.587444800010417,1779.8459135999874,1779.8459135999874,1779.8459135999874,1779.8459135999874,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_B_Square_4.png,Adam THINKS there is ONE cube,h,b,FB-Ig,2,2,0,1,1,0,1,1,0,1,B,-,SB1: SD2,SG: SP,0,244,244,153,NA,NA,NA,NA,NA,1779.8459135999874,7.902999932412e-4,1780.5793459999986,1780.6794646999915,0.8299076999974204,1782.6127376999941,1783.012786499996,1783.1148824999982,1783.1148824999982,b,1,2.2086431000061566,1785.3460374999995,1785.3460374999995,1785.3460374999995,1785.3460374999995,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Square_B_Triangle_1.png,"In REALITY, there is ONE cube",h,b,TB-Ig,2,1,1,1,1,0,1,0,1,1,B,-,SB1: TD3,SB: TO,0,245,245,24,NA,NA,NA,NA,NA,1785.3460374999995,0.00168370000028517,1786.079326299994,1786.1793446999943,0.8294426000065869,1788.1127500000002,1788.512584799988,1788.615010900001,1788.615010900001,b,1,1.1884707999997772,1789.8292545000004,1789.8292545000004,1789.8292545000004,1789.8292545000004,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Triangle_Triangle_NB_2.png,"In REALITY, there are ZERO cubes",h,b,TB-K,2,0,2,2,0,2,0,0,0,0,NB,-,TA2: TB3,TO: TR,0,246,246,7,NA,NA,NA,NA,NA,1789.8292545000004,0.0017054000054486,1790.5626846999949,1790.6627828999915,0.8295633000088856,1792.5959469999943,1792.9959869999875,1793.0981313999946,1793.0981313999946,b,1,1.057122999991407,1794.1791639999865,1794.1791639999865,1794.1791639999865,1794.1791639999865,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Triangle_B_Triangle_2.png,Adam THINKS there are ZERO cubes,h,b,TB-Ig,2,0,2,1,0,1,1,0,1,0,B,-,TB1: TC2,TO: TY,0,247,247,131,NA,NA,NA,NA,NA,1794.1791639999865,0.00193739999667741,1794.9126341999945,1795.0126942999923,0.8294508999970276,1796.9459658999986,1797.346005200001,1797.448233499992,1797.448233499992,b,1,3.170771799996146,1800.6457057999942,1800.6457057999942,1800.6457057999942,1800.6457057999942,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Triangle_Triangle_B_2.png,"In REALITY, there is ONE cube",b,h,TB-K-B,2,0,2,2,0,2,0,0,0,1,B,PropFalse,TA2: TB3,TO: TR,0,248,248,81,NA,NA,NA,NA,NA,1800.6457057999942,3.9169999945443e-4,1801.379025599992,1801.4792369999925,0.83101720000559,1803.4127115999872,1803.812614399998,1803.9147423999968,1803.9147423999968,h,1,2.2812122000032105,1806.2126285999984,1806.2126285999984,1806.2126285999984,1806.2126285999984,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Square_Triangle_B_9.png,Adam KNOWS there are ZERO cubes,b,h,TB-K-B,2,1,1,2,1,1,0,0,0,0,B,PropFalse,SA3: TB2,SG: TR,0,249,249,304,NA,NA,NA,NA,NA,1806.2126285999984,0.0011823000095319,1806.9459298,1807.0458908,0.8301397000032011,1808.9792720999976,1809.379452699999,1809.4814569999871,1809.4814569999871,h,1,1.4018575999944003,1810.9124578999908,1810.9124578999908,1810.9124578999908,1810.9124578999908,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_Square_B_4.png,Adam THINKS there are TWO cubes,h,b,TB-K-B,2,2,0,2,2,0,0,0,0,2,B,-,SA2: SB1,SG: SP,0,250,250,137,NA,NA,NA,NA,NA,1810.9124578999908,0.00166599999647587,1811.645877499992,1811.7459363999951,0.8294579000066733,1813.6793696999955,1814.079339399992,1814.1814845999909,1814.1814845999909,b,1,1.9821965000010096,1816.1793084999952,1816.1793084999952,1816.1793084999952,1816.1793084999952,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Triangle_Triangle_B_12.png,Adam KNOWS there are TWO cubes,b,h,TB-K-B,2,0,2,2,0,2,0,0,0,2,B,PropFalse,TA1: TB3,TY: TR,0,251,251,299,NA,NA,NA,NA,NA,1816.1793084999952,0.00168319999647792,1816.9125435999888,1817.012696699996,0.82942739999271,1818.9460125999904,1819.3457475999896,1819.448264099992,1819.448264099992,h,1,1.3072025000001304,1820.7792762999889,1820.7792762999889,1820.7792762999889,1820.7792762999889,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Square_B_Square_5.png,"In REALITY, there are TWO cubes",h,b,FB-Ig,2,2,0,1,1,0,1,1,0,2,B,-,SB2: SD3,SB: SG,0,252,252,46,NA,NA,NA,NA,NA,1820.7792762999889,0.00164760000188834,1821.512503399994,1821.6125276999956,0.8293283999955747,1823.5460033999989,1823.9459130999896,1824.0480941999997,1824.0480941999997,b,1,2.483943700004602,1826.5624147999915,1826.5624147999915,1826.5624147999915,1826.5624147999915,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Square_Square_B_9.png,Adam KNOWS there are ZERO cubes,b,h,TB-K-B,2,2,0,2,2,0,0,0,0,0,B,PropFalse,SA3: SB1,SB: SG,0,253,253,300,NA,NA,NA,NA,NA,1826.5624147999915,3.7110000266693e-4,1827.2956917999984,1827.3958864999877,0.8314658000017516,1829.329144599993,1829.7293359999896,1829.8314715999877,1829.8314715999877,h,1,1.1005847999913383,1830.9623845999888,1830.9623845999888,1830.9623845999888,1830.9623845999888,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Triangle_Triangle_NB_1.png,Adam THINKS there is ONE cube,b,h,TB-K,2,0,2,2,0,2,0,0,0,1,NB,PropFalse,TA1: TB2,TY: TO,0,254,254,168,NA,NA,NA,NA,NA,1830.9623845999888,4.4350000098347e-4,1831.6958469999952,1831.7957916999876,0.8312886000057915,1833.7291154999984,1834.129321299988,1834.2315208999937,1834.2315208999937,h,1,1.379696200005128,1835.629207799997,1835.629207799997,1835.629207799997,1835.629207799997,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/B_Square_4.png,"In REALITY, there is ONE cube",h,b,FB-Ig,1,1,0,0,0,0,1,1,0,1,B,-,SD2,SB,0,255,255,41,NA,NA,NA,NA,NA,1835.629207799997,0.00115850000292994,1836.3625344999891,1836.4625914999924,0.8303204999974696,1838.3959613999905,1838.7959337999928,1838.898069499992,1838.898069499992,b,1,1.5612846000003628,1840.479221499991,1840.479221499991,1840.479221499991,1840.479221499991,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Square_Square_NB_6.png,Adam KNOWS there are TWO cubes,h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA1: SB3,SG: SB,0,256,256,233,NA,NA,NA,NA,NA,1840.479221499991,0.00167299999156966,1841.2121756999984,1841.3126249999912,0.8295306999934837,1843.245804399994,1843.645969899997,1843.748043999993,1843.748043999993,b,1,1.73532000000705,1845.512538799987,1845.512538799987,1845.512538799987,1845.512538799987,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Square_B_Square_7.png,"In REALITY, there are TWO cubes",h,b,FB-Ig,2,2,0,1,1,0,1,1,0,2,B,-,SA3: SC2,SG: SP,0,257,257,48,NA,NA,NA,NA,NA,1845.512538799987,0.00175870000384747,1846.2458109,1846.3458356999909,0.8294881000038004,1848.279187699998,1848.6792238999917,1848.7816531999997,1848.7816531999997,b,1,2.0776446999952896,1850.878991699996,1850.878991699996,1850.878991699996,1850.878991699996,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Triangle_NB_3.png,"In REALITY, there are TWO cubes",b,h,TB-K,1,0,1,1,0,1,0,0,0,2,NB,PropFalse,TB2,TR,0,258,258,56,NA,NA,NA,NA,NA,1850.878991699996,4.276999970898e-4,1851.6124936999984,1851.7125463999985,0.8300635000050534,1853.645794299999,1854.0459730999864,1854.1479087999903,1854.1479087999903,h,1,1.3593572999961907,1855.5289867999963,1855.5289867999963,1855.5289867999963,1855.5289867999963,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Square_Triangle_B_7.png,Adam THINKS there are TWO cubes,b,h,TB-K-B,2,1,1,2,1,1,0,0,0,2,B,PropFalse,SA1: TB3,SB: TO,0,259,259,198,NA,NA,NA,NA,NA,1855.5289867999963,0.00164539999968837,1856.262390799995,1856.36260149999,0.829506299996865,1858.295768799988,1858.6958725000004,1858.7980240999896,1858.7980240999896,h,1,2.053275600002962,1860.8792360999944,1860.8792360999944,1860.8792360999944,1860.8792360999944,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Triangle_B_Triangle_2.png,Adam THINKS there are TWO cubes,b,h,TB-Ig,2,0,2,1,0,1,1,0,1,2,B,PropFalse,TB1: TC2,TO: TY,0,260,260,185,NA,NA,NA,NA,NA,1860.8792360999944,0.00168279999343212,1861.6124471999935,1861.7125376999904,0.8295395000022836,1863.6458710999868,1864.0457918999891,1864.1479855999933,1864.1479855999933,h,1,0.927212700000382,1865.0956605999963,1865.0956605999963,1865.0956605999963,1865.0956605999963,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Triangle_B_2.png,"In REALITY, there is ONE cube",b,h,TB-Ig,1,0,1,1,0,1,0,0,0,1,B,PropFalse,TB2,TO,0,261,261,73,NA,NA,NA,NA,NA,1865.0956605999963,0.00173619999259244,1865.8290973999976,1865.9292121999897,0.8297129999991739,1867.862411199996,1868.262533000001,1868.3646463999903,1868.3646463999903,h,1,0.7989612000092166,1869.1789695999903,1869.1789695999903,1869.1789695999903,1869.1789695999903,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Triangle_Triangle_B_5.png,"In REALITY, there are ZERO cubes",h,b,TB-K-B,2,0,2,2,0,2,0,0,0,0,B,-,TA3: TB2,TR: TO,0,262,262,30,NA,NA,NA,NA,NA,1869.1789695999903,0.00177560000156518,1869.912387999997,1870.0125536999983,0.8294697999954224,1871.945774699998,1872.3458398999935,1872.447876399994,1872.447876399994,b,1,2.171307299999171,1874.6456027999957,1874.6456027999957,1874.6456027999957,1874.6456027999957,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Square_Triangle_B_7.png,Adam KNOWS there is ONE cube,h,b,FB-Ig,2,1,1,2,1,1,0,0,0,1,B,-,SA1: TB3,SB: TO,0,263,263,264,NA,NA,NA,NA,NA,1874.6456027999957,0.00167309999233111,1875.379066900001,1875.479024699991,0.8291666000004625,1877.412519999998,1877.8125265999988,1877.9145966999931,1877.9145966999931,b,1,2.632561300008092,1880.579033099988,1880.579033099988,1880.579033099988,1880.579033099988,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Triangle_Triangle_B_12.png,Adam KNOWS there are ZERO cubes,h,b,TB-K-B,2,0,2,2,0,2,0,0,0,0,B,-,TA1: TB3,TY: TR,0,264,264,245,NA,NA,NA,NA,NA,1880.579033099988,8.9680000382941e-4,1881.3123586,1881.412487099995,0.8307151000044541,1883.3458063,1883.7458622999984,1883.8479129999905,1883.8479129999905,b,1,2.9316511000070022,1886.7956810999897,1886.7956810999897,1886.7956810999897,1886.7956810999897,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Triangle_Triangle_NB_1.png,"In REALITY, there is ONE cube",b,h,TB-K,2,0,2,2,0,2,0,0,0,1,NB,PropFalse,TA1: TB2,TY: TO,0,265,265,60,NA,NA,NA,NA,NA,1886.7956810999897,0.0015581000043312,1887.5289988000004,1887.6291151999903,0.8295816000027116,1889.5624695999868,1889.9624426999944,1890.0645158999976,1890.0645158999976,h,1,1.322233300001244,1891.412288499996,1891.412288499996,1891.412288499996,1891.412288499996,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Square_Square_NB_5.png,Adam KNOWS there are TWO cubes,h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA3: SB2,SB: SP,0,266,266,232,NA,NA,NA,NA,NA,1891.412288499996,0.00100570000358857,1892.1456619999951,1892.2457712999897,0.8306566999963252,1894.1789676999904,1894.579100599993,1894.6811944999936,1894.6811944999936,b,1,2.2335843999899225,1896.9455496999872,1896.9455496999872,1896.9455496999872,1896.9455496999872,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Square_B_Square_8.png,Adam KNOWS there are TWO cubes,b,h,FB-Ig,2,2,0,1,1,0,1,1,0,2,B,PropTrueNoKnowledge,SA1: SD2,SP: SG,0,267,267,319,NA,NA,NA,NA,NA,1896.9455496999872,4.276999970898e-4,1897.679033399996,1897.778969799998,0.831273699994199,1899.7124635999935,1900.11239129999,1900.214505099997,1900.214505099997,h,1,1.5651213999954052,1901.795690899991,1901.795690899991,1901.795690899991,1901.795690899991,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_Triangle_NB_2.png,Adam THINKS there is ONE cube,h,b,TB-K,2,1,1,2,1,1,0,0,0,1,NB,-,SB1: TB3,SB: TO,0,268,268,118,NA,NA,NA,NA,NA,1901.795690899991,0.00168269999267067,1902.5289679999987,1902.6288963999975,0.8292241000017384,1904.562407099991,1904.9623952999973,1905.064464899988,1905.064464899988,b,1,1.106632200011518,1906.195587999988,1906.195587999988,1906.195587999988,1906.195587999988,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Square_Square_B_7.png,Adam KNOWS there are TWO cubes,h,b,TB-K-B,2,2,0,2,2,0,0,0,0,2,B,-,SA1: SB2,SG: SP,0,269,269,252,NA,NA,NA,NA,NA,1906.195587999988,0.00151620000542607,1906.9289327999868,1907.0289047999977,0.8299071000074036,1908.9623106999936,1909.3620981999993,1909.46455959999,1909.46455959999,b,1,2.3225794000027236,1911.812273299991,1911.812273299991,1911.812273299991,1911.812273299991,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Square_Square_B_10.png,Adam KNOWS there are TWO cubes,h,b,FB-Ig,2,2,0,2,2,0,0,0,0,2,B,-,SA2: SB1,SG: SB,0,270,270,255,NA,NA,NA,NA,NA,1911.812273299991,0.00163660000544041,1912.5455591999928,1912.6456832999977,0.8295276999997441,1914.5789749999967,1914.9790317000009,1915.0811905999872,1915.0811905999872,b,1,1.6018628999881912,1916.712354999996,1916.712354999996,1916.712354999996,1916.712354999996,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Square_Square_B_12.png,Adam KNOWS there are TWO cubes,h,b,FB-Ig,2,2,0,2,2,0,0,0,0,2,B,-,SA1: SB3,SP: SG,0,271,271,257,NA,NA,NA,NA,NA,1916.712354999996,0.00164370000129565,1917.445564499998,1917.5456241999927,0.8295340000040596,1919.4790410999992,1919.8789584999904,1919.9810414999956,1919.9810414999956,b,1,0.9103403000044636,1920.9121903999912,1920.9121903999912,1920.9121903999912,1920.9121903999912,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Square_B_Square_6.png,"In REALITY, there is ONE cube",b,h,FB-Ig,2,2,0,1,1,0,1,1,0,1,B,PropFalse,SB3: SC1,SP: SG,0,272,272,101,NA,NA,NA,NA,NA,1920.9121903999912,0.00168159999884665,1921.6455280999944,1921.7456799999927,0.8294717999960994,1923.6789960999888,1924.0790363999984,1924.1810425000003,1924.1810425000003,h,1,1.045868100001826,1925.2455741999877,1925.2455741999877,1925.2455741999877,1925.2455741999877,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Triangle_Triangle_B_5.png,Adam KNOWS there are ZERO cubes,h,b,TB-Ig,2,0,2,2,0,2,0,0,0,0,B,-,TA3: TB2,TR: TO,0,273,273,238,NA,NA,NA,NA,NA,1925.2455741999877,8.899999957066e-4,1925.9788979999869,1926.0789962999988,0.8306273000052897,1928.0123315999952,1928.4123721999931,1928.514495899988,1928.514495899988,b,1,2.3126443999935873,1930.845644000001,1930.845644000001,1930.845644000001,1930.845644000001,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Triangle_Triangle_B_6.png,Adam THINKS there is ONE cube,b,h,TB-K-B,2,0,2,2,0,2,0,0,0,1,B,PropFalse,TA1: TB3,TO: TY,0,274,274,189,NA,NA,NA,NA,NA,1930.845644000001,0.00164660000882577,1931.5788770999936,1931.6789890999935,0.8294967000110773,1933.612126399996,1934.0122853999928,1934.114445299987,1934.114445299987,h,1,1.4404747999942629,1935.5789092999912,1935.5789092999912,1935.5789092999912,1935.5789092999912,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Square_B_Square_3.png,"In REALITY, there are TWO cubes",h,b,FB-Ig,2,2,0,1,1,0,1,1,0,2,B,-,SA3: SD1,SP: SB,0,275,275,44,NA,NA,NA,NA,NA,1935.5789092999912,0.00284329999703913,1936.312193699996,1936.412227599998,0.8298624000017298,1938.3455055999948,1938.7456791999864,1938.8477195999876,1938.8477195999876,b,1,1.5953502000047592,1940.4622586999903,1940.4622586999903,1940.4622586999903,1940.4622586999903,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Square_Square_NB_3.png,Adam THINKS there are ZERO cubes,b,h,TB-K,2,2,0,2,2,0,0,0,0,0,NB,PropFalse,SA3: SB1,SG: SP,0,276,276,176,NA,NA,NA,NA,NA,1940.4622586999903,0.00179389999539125,1941.1955462999904,1941.2956118,0.8295509000017773,1943.22901119999,1943.628979199988,1943.7311511000007,1943.7311511000007,h,1,1.2713535999937449,1945.028742999988,1945.028742999988,1945.028742999988,1945.028742999988,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Triangle_B_Square_1.png,"In REALITY, there are ZERO cubes",b,h,FB-Ig,2,1,1,1,0,1,1,1,0,0,B,PropFalse,SC1: TA1,SB: TO,0,277,277,104,NA,NA,NA,NA,NA,1945.028742999988,5.7390000438317e-4,1945.7621393000009,1945.862326699993,0.8311744999955408,1947.8121798999928,1948.2123202999935,1948.314253299992,1948.314253299992,h,1,1.3523291000019526,1949.695419399999,1949.695419399999,1949.695419399999,1949.695419399999,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Square_Square_NB_1.png,"In REALITY, there are ZERO cubes",b,h,TB-K,2,2,0,2,2,0,0,0,0,0,NB,PropFalse,SA1: SB2,SP: SB,0,278,278,66,NA,NA,NA,NA,NA,1949.695419399999,8.9710000611376e-4,1950.4287486999965,1950.5289182999984,0.8306141000066418,1952.4622575999963,1952.8621896999975,1952.964367499997,1952.964367499997,h,1,1.0629461999924388,1954.0455517999944,1954.0455517999944,1954.0455517999944,1954.0455517999944,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Square_NB_1.png,"In REALITY, there is ONE cube",h,b,TB-K,1,1,0,1,1,0,0,0,0,1,NB,-,SA1,SB,0,279,279,3,NA,NA,NA,NA,NA,1954.0455517999944,0.0016950999997789,1954.7787753999871,1954.878905899997,0.8295188000047347,1956.8122502999904,1957.2121519999928,1957.314279099999,1957.314279099999,b,1,1.2651941999938572,1958.5954988999872,1958.5954988999872,1958.5954988999872,1958.5954988999872,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
