Condition,Stimulus,Statement,CorAnsOdd,CorAnsEven,TypeOfStimuli,TotalShapesOnTable,TotalcubesOnTable,TotalOtherOnTable,VisibleShapes,Visiblecubes,VisibleOther,NotVisibleShapes,NotVisiblecubes,NotVisibleOther,NumOfBlocksAsked,BarrierPresent,WhyNo,Position,Colour,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpPrimerText.started,ExpTextISI.started,ExpPrimerText.stopped,ExpText.started,ExpImageISI.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndPressSPACE.keys,ExpEndPressSPACE.rt,participant,session,date,expName,psychopyVersion,frameRate
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.872918299981393,28.84587620000821,28.84587620000821,space,49.36213500000304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,025,001,2024-02-13_09h46.45.551,PsychoPy Exp,2023.1.2,59.99048550638878
BeliefN,ExpTrialStim/B_Square_4.png,Adam THINKS there are TWO cubes,b,h,FB-Ig,1,1,0,0,0,0,1,1,0,2,B,PropFalse,SD2,SB,0,0,0,203,NA,NA,NA,NA,NA,78.36270130000776,0.14605659997323528,79.11171109997667,79.21171850000974,0.9820439000031912,81.14485579996835,81.54490979999537,81.6947652999661,81.6947652999661,b,1,3.785916200024076,85.5116700999788,85.5116700999788,85.5116700999788,85.5116700999788,NA,NA,NA,NA,NA,NA,025,001,2024-02-13_09h46.45.551,PsychoPy Exp,2023.1.2,59.99048550638878
RealityN,ExpTrialStim/Square_B_Square_8.png,"In REALITY, there is ONE cube",b,h,FB-Ig,2,2,0,1,1,0,1,1,0,1,B,PropFalse,SA1: SD2,SP: SG,0,1,1,103,NA,NA,NA,NA,NA,85.5116700999788,0.00169449998065829,86.2449669999769,86.34490289998939,0.8277710999827832,88.27837989997352,88.67839159996947,88.78044230001979,88.78044230001979,b,1,4.491152599977795,93.29487410001455,93.29487410001455,93.29487410001455,93.29487410001455,NA,NA,NA,NA,NA,NA,025,001,2024-02-13_09h46.45.551,PsychoPy Exp,2023.1.2,59.99048550638878
RealityY,ExpTrialStim/Triangle_Triangle_NB_1.png,"In REALITY, there are ZERO cubes",h,b,TB-K,2,0,2,2,0,2,0,0,0,0,NB,-,TA1: TB2,TY: TO,0,2,2,6,NA,NA,NA,NA,NA,93.29487410001455,5.4899998940527e-4,94.02823900000658,94.12837079999736,0.831396900000982,96.06152699998349,96.46171050000704,96.56388139998307,96.56388139998307,h,1,3.659786799980793,100.24477429996476,100.24477429996476,100.24477429996476,100.24477429996476,NA,NA,NA,NA,NA,NA,025,001,2024-02-13_09h46.45.551,PsychoPy Exp,2023.1.2,59.99048550638878
BeliefN,ExpTrialStim/Square_B_Triangle_2.png,Adam THINKS there are TWO cubes,b,h,TB-Ig,2,1,1,1,1,0,1,0,1,2,B,PropFalse,SD3: TD2,SP: TY,0,3,3,187,NA,NA,NA,NA,NA,100.24477429996476,7.999999797903e-4,100.97822410002118,101.0783293999848,0.8310407999670133,103.01169660000596,103.41166340000927,103.5137579999864,103.5137579999864,b,1,3.7338486000080593,107.27817150001648,107.27817150001648,107.27817150001648,107.27817150001648,NA,NA,NA,NA,NA,NA,025,001,2024-02-13_09h46.45.551,PsychoPy Exp,2023.1.2,59.99048550638878
KnowledgeN,ExpTrialStim/Square_Square_B_12.png,Adam KNOWS there is ONE cube,b,h,TB-K-B,2,2,0,2,2,0,0,0,0,1,B,PropFalse,SA1: SB3,SP: SG,0,4,4,303,NA,NA,NA,NA,NA,107.27817150001648,0.00104930001543834,108.01152890000958,108.11163120000856,0.8308818999794312,110.04482479998842,110.44496870000148,110.5470806999947,110.5470806999947,b,1,2.6045174000319093,113.1780644999817,113.1780644999817,113.1780644999817,113.1780644999817,NA,NA,NA,NA,NA,NA,025,001,2024-02-13_09h46.45.551,PsychoPy Exp,2023.1.2,59.99048550638878
KnowledgeY,ExpTrialStim/Triangle_Triangle_B_2.png,Adam KNOWS there are ZERO cubes,h,b,TB-Ig,2,0,2,2,0,2,0,0,0,0,B,-,TA2: TB3,TO: TR,0,5,5,235,NA,NA,NA,NA,NA,113.1780644999817,5.7370000286027e-4,113.9115383999888,114.0115013999748,0.8311199000454508,115.9450015000184,116.34492519998456,116.44694649998564,116.44694649998564,h,1,4.216651700029615,120.69473519996971,120.69473519996971,120.69473519996971,120.69473519996971,NA,NA,NA,NA,NA,NA,025,001,2024-02-13_09h46.45.551,PsychoPy Exp,2023.1.2,59.99048550638878
RealityN,ExpTrialStim/B_Square_2.png,"In REALITY, there are TWO cubes",b,h,FB-Ig,1,1,0,0,0,0,1,1,0,2,B,PropFalse,SC3,SG,0,6,6,93,NA,NA,NA,NA,NA,120.69473519996971,8.1040000077337e-4,121.42816559999484,121.52822430001106,0.8308749999850988,123.46141300001182,123.86143519997133,123.96364899998298,123.96364899998298,b,1,11.299982100026682,135.29477460001362,135.29477460001362,135.29477460001362,135.29477460001362,NA,NA,NA,NA,NA,NA,025,001,2024-02-13_09h46.45.551,PsychoPy Exp,2023.1.2,59.99048550638878
BeliefN,ExpTrialStim/Square_Square_NB_6.png,Adam THINKS there is ONE cube,b,h,TB-K,2,2,0,2,2,0,0,0,0,1,NB,PropFalse,SA1: SB3,SG: SB,0,7,7,179,NA,NA,NA,NA,NA,135.29477460001362,0.00203309999778866,136.02814299997408,136.1282689999789,0.8298116999794729,138.06140890001552,138.46158260002267,138.563641500019,138.563641500019,b,1,2.732252099958714,141.31119849998504,141.31119849998504,141.31119849998504,141.31119849998504,NA,NA,NA,NA,NA,NA,025,001,2024-02-13_09h46.45.551,PsychoPy Exp,2023.1.2,59.99048550638878
BeliefY,ExpTrialStim/Square_Square_NB_5.png,Adam THINKS there are TWO cubes,h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA3: SB2,SB: SP,0,8,8,124,NA,NA,NA,NA,NA,141.31119849998504,5.7139998534694e-4,142.04480299999705,142.14473759999964,0.8309214999899268,144.07807859999593,144.4780779000139,144.58032890001778,144.58032890001778,h,1,1.603228299994953,146.2112229000195,146.2112229000195,146.2112229000195,146.2112229000195,NA,NA,NA,NA,NA,NA,025,001,2024-02-13_09h46.45.551,PsychoPy Exp,2023.1.2,59.99048550638878
