Condition,Stimulus,Statement,CorAnsOdd,CorAnsEven,TypeOfStimuli,TotalShapesOnTable,TotalcubesOnTable,TotalOtherOnTable,VisibleShapes,Visiblecubes,VisibleOther,NotVisibleShapes,NotVisiblecubes,NotVisibleOther,NumOfBlocksAsked,BarrierPresent,WhyNo,Position,Colour,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpPrimerText.started,ExpTextISI.started,ExpPrimerText.stopped,ExpText.started,ExpImageISI.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndPressSPACE.keys,ExpEndPressSPACE.rt,participant,session,date,expName,psychopyVersion,frameRate
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.336016099958215,30.31033079995541,30.31033079995541,space,6.584403499960899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,018,001,2024-02-12_09h40.20.858,PsychoPy Exp,2023.1.2,60.03889320460259
RealityN,ExpTrialStim/Square_B_Square_8.png,"In REALITY, there is ONE cube",b,h,FB-Ig,2,2,0,1,1,0,1,1,0,1,B,PropFalse,SA1: SD2,SP: SG,0,0,0,103,NA,NA,NA,NA,NA,37.08252929995069,0.16771539999172091,37.826178499963135,37.92627659998834,0.9984882000135258,39.85960659995908,40.25959689996671,40.40656299999682,40.40656299999682,h,1,0.8637709000031464,41.292739899945445,41.292739899945445,41.292739899945445,41.292739899945445,NA,NA,NA,NA,NA,NA,018,001,2024-02-12_09h40.20.858,PsychoPy Exp,2023.1.2,60.03889320460259
KnowledgeN,ExpTrialStim/Square_Square_NB_5.png,Adam KNOWS there is ONE cube,b,h,TB-K,2,2,0,2,2,0,0,0,0,1,NB,PropFalse,SA3: SB2,SB: SP,0,1,1,286,NA,NA,NA,NA,NA,41.292739899945445,3.7460000021383e-4,42.0261649999884,42.12617339997087,0.8308475000085309,44.05957929999568,44.459605899988674,44.56166209996445,44.56166209996445,h,1,0.6371108000166714,45.226237099966966,45.226237099966966,45.226237099966966,45.226237099966966,NA,NA,NA,NA,NA,NA,018,001,2024-02-12_09h40.20.858,PsychoPy Exp,2023.1.2,60.03889320460259
RealityY,ExpTrialStim/Square_Square_NB_2.png,"In REALITY, there are TWO cubes",h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA2: SB3,SB: SG,0,2,2,13,NA,NA,NA,NA,NA,45.226237099966966,0.00168039998970925,45.95952099998249,46.05948050000006,0.8292619999847375,47.99283479998121,48.392919899953995,48.49500739999348,48.49500739999348,b,1,0.559612900018692,49.07620699994732,49.07620699994732,49.07620699994732,49.07620699994732,NA,NA,NA,NA,NA,NA,018,001,2024-02-12_09h40.20.858,PsychoPy Exp,2023.1.2,60.03889320460259
BeliefY,ExpTrialStim/Triangle_B_Square_3.png,Adam THINKS there are ZERO cubes,h,b,FB-Ig,2,1,1,1,0,1,1,1,0,0,B,-,SD1: TA2,SG: TR,0,3,3,160,NA,NA,NA,NA,NA,49.07620699994732,0.00180060003185644,49.809348099981435,49.90958949999185,0.8296522999880835,51.8428842999856,52.2428751999978,52.344961899972986,52.344961899972986,b,1,0.7579152000253089,53.12600119999843,53.12600119999843,53.12600119999843,53.12600119999843,NA,NA,NA,NA,NA,NA,018,001,2024-02-12_09h40.20.858,PsychoPy Exp,2023.1.2,60.03889320460259
RealityN,ExpTrialStim/Square_Square_B_2.png,"In REALITY, there are ZERO cubes",b,h,TB-K-B,2,2,0,2,2,0,0,0,0,0,B,PropFalse,SA2: SB3,SB: SP,0,4,4,85,NA,NA,NA,NA,NA,53.12600119999843,0.00179319997550919,53.859495499986224,53.959613399987575,0.8296063999878243,55.89293029997498,56.29282509995392,56.39493739994941,56.39493739994941,h,1,0.7394382000202313,57.15934839996043,57.15934839996043,57.15934839996043,57.15934839996043,NA,NA,NA,NA,NA,NA,018,001,2024-02-12_09h40.20.858,PsychoPy Exp,2023.1.2,60.03889320460259
RealityN,ExpTrialStim/Square_Square_NB_1.png,"In REALITY, there are ZERO cubes",b,h,TB-K,2,2,0,2,2,0,0,0,0,0,NB,PropFalse,SA1: SB2,SP: SB,0,5,5,66,NA,NA,NA,NA,NA,57.15934839996043,3.8459995994344e-4,57.89281469996786,57.99294949998148,0.8312369000050239,59.92620499996701,60.32627599994885,60.42834409995703,60.42834409995703,h,1,1.3220054999692366,61.77616049995413,61.77616049995413,61.77616049995413,61.77616049995413,NA,NA,NA,NA,NA,NA,018,001,2024-02-12_09h40.20.858,PsychoPy Exp,2023.1.2,60.03889320460259
RealityY,ExpTrialStim/Square_NB_1.png,"In REALITY, there is ONE cube",h,b,TB-K,1,1,0,1,1,0,0,0,0,1,NB,-,SA1,SB,0,6,6,3,NA,NA,NA,NA,NA,61.77616049995413,9.7079999977722e-4,62.50943459995324,62.60954509995645,0.8307192999636754,64.54264729999704,64.94260429998394,65.04494819999672,65.04494819999672,b,1,0.7539179000305012,65.82615929999156,65.82615929999156,65.82615929999156,65.82615929999156,NA,NA,NA,NA,NA,NA,018,001,2024-02-12_09h40.20.858,PsychoPy Exp,2023.1.2,60.03889320460259
KnowledgeN,ExpTrialStim/Triangle_B_Square_4.png,Adam KNOWS there is ONE cube,b,h,FB-Ig,2,1,1,1,0,1,1,1,0,1,B,PropTrueNoKnowledge,SD3: TB1,SB: TO,0,7,7,323,NA,NA,NA,NA,NA,65.82615929999156,0.00166789995273575,66.55947889998788,66.65953439997975,0.8295901999808848,68.59275759995217,68.99285919999238,69.09471019997727,69.09471019997727,h,1,0.6321530000423081,69.74288379994687,69.74288379994687,69.74288379994687,69.74288379994687,NA,NA,NA,NA,NA,NA,018,001,2024-02-12_09h40.20.858,PsychoPy Exp,2023.1.2,60.03889320460259
KnowledgeN,ExpTrialStim/Triangle_Triangle_B_11.png,Adam KNOWS there are TWO cubes,b,h,TB-K-B,2,0,2,2,0,2,0,0,0,2,B,PropFalse,TA3: TB2,TO: TY,0,8,8,298,NA,NA,NA,NA,NA,69.74288379994687,0.00167000002693384,70.47600559995044,70.5760569999693,0.8293379000388086,72.50940509996144,72.90953379997518,73.01163819996873,73.01163819996873,h,1,0.7475868999608792,73.77617149997968,73.77617149997968,73.77617149997968,73.77617149997968,NA,NA,NA,NA,NA,NA,018,001,2024-02-12_09h40.20.858,PsychoPy Exp,2023.1.2,60.03889320460259
