Condition,Stimulus,Statement,CorAnsOdd,CorAnsEven,TypeOfStimuli,TotalShapesOnTable,TotalcubesOnTable,TotalOtherOnTable,VisibleShapes,Visiblecubes,VisibleOther,NotVisibleShapes,NotVisiblecubes,NotVisibleOther,NumOfBlocksAsked,BarrierPresent,WhyNo,Position,Colour,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpPrimerText.started,ExpTextISI.started,ExpPrimerText.stopped,ExpText.started,ExpImageISI.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndPressSPACE.keys,ExpEndPressSPACE.rt,participant,session,date,expName,psychopyVersion,frameRate
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.08120939997025,33.05638550000731,33.05638550000731,space,10.404471700021531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,023,001,2024-02-12_15h59.01.637,PsychoPy Exp,2023.1.2,59.96077366333593
RealityN,ExpTrialStim/Triangle_B_Square_3.png,"In REALITY, there are TWO cubes",b,h,FB-Ig,2,1,1,1,0,1,1,1,0,2,B,PropFalse,SD1: TA2,SG: TR,0,0,0,106,NA,NA,NA,NA,NA,43.62349759996869,0.14579579996643588,44.37241949996678,44.47255830001086,0.9820744000026024,46.40566330001457,46.805871699994896,46.93363990000216,46.93363990000216,b,1,1.0633426000131294,48.02243150002323,48.02243150002323,48.02243150002323,48.02243150002323,NA,NA,NA,NA,NA,NA,023,001,2024-02-12_15h59.01.637,PsychoPy Exp,2023.1.2,59.96077366333593
KnowledgeN,ExpTrialStim/Triangle_Triangle_B_11.png,Adam KNOWS there are TWO cubes,b,h,TB-K-B,2,0,2,2,0,2,0,0,0,2,B,PropFalse,TA3: TB2,TO: TY,0,1,1,298,NA,NA,NA,NA,NA,48.02243150002323,0.00233800004934892,48.772421600006055,48.87239259999478,0.844181300024502,50.80587139999261,51.20568519999506,51.307890700001735,51.307890700001735,b,1,2.3288106999825686,53.65544669999508,53.65544669999508,53.65544669999508,53.65544669999508,NA,NA,NA,NA,NA,NA,023,001,2024-02-12_15h59.01.637,PsychoPy Exp,2023.1.2,59.96077366333593
RealityY,ExpTrialStim/Triangle_Triangle_NB_3.png,"In REALITY, there are ZERO cubes",h,b,TB-K,2,0,2,2,0,2,0,0,0,0,NB,-,TA3: TB1,TR: TY,0,2,2,8,NA,NA,NA,NA,NA,53.65544669999508,5.8570003602653e-4,54.389119200001005,54.48891209997237,0.8313068000134081,56.4225305999862,56.822332500014454,56.92466299998341,56.92466299998341,h,1,2.0719187000067905,59.022301899967715,59.022301899967715,59.022301899967715,59.022301899967715,NA,NA,NA,NA,NA,NA,023,001,2024-02-12_15h59.01.637,PsychoPy Exp,2023.1.2,59.96077366333593
RealityN,ExpTrialStim/Triangle_B_Square_1.png,"In REALITY, there are ZERO cubes",b,h,FB-Ig,2,1,1,1,0,1,1,1,0,0,B,PropFalse,SC1: TA1,SB: TO,0,3,3,104,NA,NA,NA,NA,NA,59.022301899967715,7.6970004010945e-4,59.75573979999171,59.85589499998605,0.8311076000100002,61.78903410001658,62.18900549999671,62.291212000011,62.291212000011,b,1,1.2184681000071578,63.53903200000059,63.53903200000059,63.53903200000059,63.53903200000059,NA,NA,NA,NA,NA,NA,023,001,2024-02-12_15h59.01.637,PsychoPy Exp,2023.1.2,59.96077366333593
KnowledgeY,ExpTrialStim/Triangle_Triangle_B_1.png,Adam KNOWS there are ZERO cubes,h,b,TB-Ig,2,0,2,2,0,2,0,0,0,0,B,-,TA1: TB2,TY: TO,0,4,4,234,NA,NA,NA,NA,NA,63.53903200000059,0.00210729998070746,64.27230100001907,64.37248010002077,0.8299026999738999,66.3056729999953,66.7058462999994,66.80789599998388,66.80789599998388,h,1,1.2365659999777563,68.07233130000532,68.07233130000532,68.07233130000532,68.07233130000532,NA,NA,NA,NA,NA,NA,023,001,2024-02-12_15h59.01.637,PsychoPy Exp,2023.1.2,59.96077366333593
RealityY,ExpTrialStim/B_Square_3.png,"In REALITY, there is ONE cube",h,b,FB-Ig,1,1,0,0,0,0,1,1,0,1,B,-,SD1,SP,0,5,5,40,NA,NA,NA,NA,NA,68.07233130000532,8.3159998757764e-4,68.80568300001323,68.90578909998294,0.8312051999964751,70.8391438999679,71.23902280000038,71.34132669999963,71.34132669999963,h,1,1.1835574000142517,72.55572130001383,72.55572130001383,72.55572130001383,72.55572130001383,NA,NA,NA,NA,NA,NA,023,001,2024-02-12_15h59.01.637,PsychoPy Exp,2023.1.2,59.96077366333593
BeliefN,ExpTrialStim/Square_Square_B_5.png,Adam THINKS there are ZERO cubes,b,h,TB-K-B,2,2,0,2,2,0,0,0,0,0,B,PropFalse,SA3: SB2,SP: SB,0,6,6,192,NA,NA,NA,NA,NA,72.55572130001383,0.00237290002405643,73.28901020000922,73.38912150001852,0.8296187000232749,75.32247189996997,75.72244819998741,75.82439299998805,75.82439299998805,b,1,1.0442189000314102,76.88895429996774,76.88895429996774,76.88895429996774,76.88895429996774,NA,NA,NA,NA,NA,NA,023,001,2024-02-12_15h59.01.637,PsychoPy Exp,2023.1.2,59.96077366333593
BeliefY,ExpTrialStim/Square_B_2.png,Adam THINKS there is ONE cube,h,b,TB-Ig,1,1,0,1,1,0,0,0,0,1,B,-,SB2,SB,0,7,7,129,NA,NA,NA,NA,NA,76.88895429996774,0.00159759999951347,77.62215429998469,77.72242060001008,0.8304768000380136,79.65553139999975,80.05570199998328,80.15781730000162,80.15781730000162,h,1,1.391007500002161,81.572397299984,81.572397299984,81.572397299984,81.572397299984,NA,NA,NA,NA,NA,NA,023,001,2024-02-12_15h59.01.637,PsychoPy Exp,2023.1.2,59.96077366333593
BeliefY,ExpTrialStim/Triangle_B_Triangle_2.png,Adam THINKS there are ZERO cubes,h,b,TB-Ig,2,0,2,1,0,1,1,0,1,0,B,-,TB1: TC2,TO: TY,0,8,8,131,NA,NA,NA,NA,NA,81.572397299984,0.00238080002600327,82.30564249999588,82.40553390001878,0.8295936000067741,84.33912610000698,84.739113299991,84.84115779999411,84.84115779999411,h,1,1.9553538000327535,86.82233850000193,86.82233850000193,86.82233850000193,86.82233850000193,NA,NA,NA,NA,NA,NA,023,001,2024-02-12_15h59.01.637,PsychoPy Exp,2023.1.2,59.96077366333593
