Condition,Stimulus,Statement,CorAnsOdd,CorAnsEven,TypeOfStimuli,TotalShapesOnTable,TotalcubesOnTable,TotalOtherOnTable,VisibleShapes,Visiblecubes,VisibleOther,NotVisibleShapes,NotVisiblecubes,NotVisibleOther,NumOfBlocksAsked,BarrierPresent,WhyNo,Position,Colour,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpPrimerText.started,ExpTextISI.started,ExpPrimerText.stopped,ExpText.started,ExpImageISI.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndPressSPACE.keys,ExpEndPressSPACE.rt,participant,session,date,expName,psychopyVersion,frameRate
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.622014299966397,13.595043200068176,13.595043200068176,space,31.581622200086713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,003,001,2024-02-05_13h24.43.809,PsychoPy Exp,2023.1.2,60.02062310338627
RealityY,ExpTrialStim/B_Square_2.png,"In REALITY, there is ONE cube",h,b,FB-Ig,1,1,0,0,0,0,1,1,0,1,B,-,SC3,SG,0,0,0,39,NA,NA,NA,NA,NA,45.34757119999267,0.1646434001158923,46.09407850005664,46.194357899948955,0.9985803000163288,48.1276283999905,48.52764889993705,48.65561649994925,48.65561649994925,h,1,0.6580572000239044,49.34418580005877,49.34418580005877,49.34418580005877,49.34418580005877,NA,NA,NA,NA,NA,NA,003,001,2024-02-05_13h24.43.809,PsychoPy Exp,2023.1.2,60.02062310338627
RealityN,ExpTrialStim/Square_Square_B_4.png,"In REALITY, there is ONE cube",b,h,TB-K-B,2,2,0,2,2,0,0,0,0,1,B,PropFalse,SA2: SB1,SG: SP,0,1,1,87,NA,NA,NA,NA,NA,49.34418580005877,0.00143949990160763,50.09427549992688,50.194360699970275,0.844226700020954,52.12756329984404,52.52753959991969,52.62987759988755,52.62987759988755,b,1,0.8194081999827176,53.47746159997769,53.47746159997769,53.47746159997769,53.47746159997769,NA,NA,NA,NA,NA,NA,003,001,2024-02-05_13h24.43.809,PsychoPy Exp,2023.1.2,60.02062310338627
BeliefN,ExpTrialStim/Square_Square_NB_6.png,Adam THINKS there is ONE cube,b,h,TB-K,2,2,0,2,2,0,0,0,0,1,NB,PropFalse,SA1: SB3,SG: SB,0,2,2,179,NA,NA,NA,NA,NA,53.47746159997769,3.8530002348124e-4,54.21095689991489,54.31105390004814,0.8312998001929373,56.24443069985136,56.64439809997566,56.7466913999524,56.7466913999524,b,1,0.7177077000960708,57.49420229997486,57.49420229997486,57.49420229997486,57.49420229997486,NA,NA,NA,NA,NA,NA,003,001,2024-02-05_13h24.43.809,PsychoPy Exp,2023.1.2,60.02062310338627
BeliefY,ExpTrialStim/Square_Square_NB_1.png,Adam THINKS there are TWO cubes,h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA1: SB2,SP: SB,0,3,3,120,NA,NA,NA,NA,NA,57.49420229997486,3.9019994437694e-4,58.22759329993278,58.32762399991043,0.8310071998275816,60.2608853999991,60.66087620006874,60.763370299944654,60.763370299944654,h,1,1.317684300011024,62.11077889986336,62.11077889986336,62.11077889986336,62.11077889986336,NA,NA,NA,NA,NA,NA,003,001,2024-02-05_13h24.43.809,PsychoPy Exp,2023.1.2,60.02062310338627
BeliefY,ExpTrialStim/Square_NB_1.png,Adam THINKS there is ONE cube,h,b,TB-K,1,1,0,1,1,0,0,0,0,1,NB,-,SA1,SB,0,4,4,111,NA,NA,NA,NA,NA,62.11077889986336,0.00171769992448389,62.84424680005759,62.94416909990832,0.8294402998872101,64.87764530000277,65.27766679995693,65.379856799962,65.379856799962,h,1,0.6685607000254095,66.07764429994859,66.07764429994859,66.07764429994859,66.07764429994859,NA,NA,NA,NA,NA,NA,003,001,2024-02-05_13h24.43.809,PsychoPy Exp,2023.1.2,60.02062310338627
KnowledgeY,ExpTrialStim/Triangle_Triangle_B_8.png,Adam KNOWS there are ZERO cubes,h,b,TB-Ig,2,0,2,2,0,2,0,0,0,0,B,-,TA2: TB3,TY:TO,0,5,5,241,NA,NA,NA,NA,NA,66.07764429994859,0.00171170011162757,66.8108603998553,66.91101579996757,0.8294275000225753,68.84437339985743,69.24419909995049,69.34644420002587,69.34644420002587,b,0,0.5580232001375407,69.92741809994914,69.92741809994914,69.92741809994914,69.92741809994914,NA,NA,NA,NA,NA,NA,003,001,2024-02-05_13h24.43.809,PsychoPy Exp,2023.1.2,60.02062310338627
RealityN,ExpTrialStim/Square_Triangle_B_3.png,"In REALITY, there are TWO cubes",b,h,TB-K-B,2,1,1,2,1,1,0,0,0,2,B,PropFalse,SA3: TB1,SP: TY,0,6,6,90,NA,NA,NA,NA,NA,69.92741809994914,0.00173620018176734,70.66088019986637,70.76084359991364,0.8295462001115084,72.69447620003484,73.09430140000768,73.1964380000718,73.1964380000718,b,1,1.059985099826008,74.27750930003822,74.27750930003822,74.27750930003822,74.27750930003822,NA,NA,NA,NA,NA,NA,003,001,2024-02-05_13h24.43.809,PsychoPy Exp,2023.1.2,60.02062310338627
BeliefN,ExpTrialStim/Triangle_B_2.png,Adam THINKS there is ONE cube,b,h,TB-Ig,1,0,1,1,0,1,0,0,0,1,B,PropFalse,TB2,TO,0,7,7,181,NA,NA,NA,NA,NA,74.27750930003822,0.00170859997160732,75.01088199997321,75.1109835000243,0.8296360000967979,77.0441862998996,77.44420200004242,77.54633180005476,77.54633180005476,b,1,1.773577000014484,79.34403649996966,79.34403649996966,79.34403649996966,79.34403649996966,NA,NA,NA,NA,NA,NA,003,001,2024-02-05_13h24.43.809,PsychoPy Exp,2023.1.2,60.02062310338627
RealityY,ExpTrialStim/Square_B_Square_2.png,"In REALITY, there are TWO cubes",h,b,FB-Ig,2,2,0,1,1,0,1,1,0,2,B,-,SA2: SC3,SB: SP,0,8,8,43,NA,NA,NA,NA,NA,79.34403649996966,4.8850011080503e-4,80.07751500001177,80.17760839988478,0.8312188000418246,82.11078380001709,82.51088600000367,82.61310399998911,82.61310399998911,h,1,0.4592202000785619,83.09415580006316,83.09415580006316,83.09415580006316,83.09415580006316,NA,NA,NA,NA,NA,NA,003,001,2024-02-05_13h24.43.809,PsychoPy Exp,2023.1.2,60.02062310338627
