Condition,Stimulus,Statement,CorAnsOdd,CorAnsEven,TypeOfStimuli,TotalShapesOnTable,TotalcubesOnTable,TotalOtherOnTable,VisibleShapes,Visiblecubes,VisibleOther,NotVisibleShapes,NotVisiblecubes,NotVisibleOther,NumOfBlocksAsked,BarrierPresent,WhyNo,Position,Colour,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpPrimerText.started,ExpTextISI.started,ExpPrimerText.stopped,ExpText.started,ExpImageISI.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndPressSPACE.keys,ExpEndPressSPACE.rt,participant,session,date,expName,psychopyVersion,frameRate
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.063982199993916,31.04045169998426,31.04045169998426,space,15.12268299999414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,030,001,2024-02-13_17h00.27.780,PsychoPy Exp,2023.1.2,59.964081499967754
KnowledgeY,ExpTrialStim/Square_Square_B_12.png,Adam KNOWS there are TWO cubes,h,b,FB-Ig,2,2,0,2,2,0,0,0,0,2,B,-,SA1: SB3,SP: SG,0,0,0,257,NA,NA,NA,NA,NA,46.33247799996752,0.15435169998090714,47.072935699950904,47.17286349995993,0.9820968999993056,49.10628079995513,49.50635469995905,49.63030209997669,49.63030209997669,b,1,2.0614598999964073,51.72289539995836,51.72289539995836,51.72289539995836,51.72289539995836,NA,NA,NA,NA,NA,NA,030,001,2024-02-13_17h00.27.780,PsychoPy Exp,2023.1.2,59.964081499967754
BeliefY,ExpTrialStim/Square_Square_B_9.png,Adam THINKS there are TWO cubes,h,b,TB-K-B,2,2,0,2,2,0,0,0,0,2,B,-,SA3: SB1,SB: SG,0,1,1,142,NA,NA,NA,NA,NA,51.72289539995836,0.0015072000096552,52.45615290000569,52.556351399980485,0.8284543000045232,54.48970699997153,54.88959249999607,54.99159509997117,54.99159509997117,b,1,2.107681699970271,57.1229958999902,57.1229958999902,57.1229958999902,57.1229958999902,NA,NA,NA,NA,NA,NA,030,001,2024-02-13_17h00.27.780,PsychoPy Exp,2023.1.2,59.964081499967754
KnowledgeY,ExpTrialStim/Triangle_NB_1.png,Adam KNOWS there are ZERO cubes,h,b,TB-K,1,0,1,1,0,1,0,0,0,0,NB,-,TA1,TO,0,2,2,216,NA,NA,NA,NA,NA,57.1229958999902,0.00203279999550431,57.856304899964016,57.95634219999192,0.829621099983342,59.889688699971884,60.289471599971876,60.391795000003185,60.391795000003185,b,1,1.4115390999941155,61.82294250000268,61.82294250000268,61.82294250000268,61.82294250000268,NA,NA,NA,NA,NA,NA,030,001,2024-02-13_17h00.27.780,PsychoPy Exp,2023.1.2,59.964081499967754
KnowledgeY,ExpTrialStim/Triangle_NB_3.png,Adam KNOWS there are ZERO cubes,h,b,TB-K,1,0,1,1,0,1,0,0,0,0,NB,-,TB2,TR,0,3,3,218,NA,NA,NA,NA,NA,61.82294250000268,0.00203490001149475,62.55619579995982,62.65632909996202,0.8295471000019461,64.58956539997598,64.98967449995689,65.09172639995813,65.09172639995813,b,1,2.727289700007532,67.83939290000126,67.83939290000126,67.83939290000126,67.83939290000126,NA,NA,NA,NA,NA,NA,030,001,2024-02-13_17h00.27.780,PsychoPy Exp,2023.1.2,59.964081499967754
RealityY,ExpTrialStim/Square_Triangle_NB_2.png,"In REALITY, there is ONE cube",h,b,TB-K,2,1,1,2,1,1,0,0,0,1,NB,-,SB1: TB3,SB: TO,0,4,4,10,NA,NA,NA,NA,NA,67.83939290000126,0.0021093999966979,68.57278309995309,68.67293129995232,0.8296991999959573,70.60629239998525,71.00638099998469,71.10840229998576,71.10840229998576,b,1,1.3427754000294954,72.47291979996953,72.47291979996953,72.47291979996953,72.47291979996953,NA,NA,NA,NA,NA,NA,030,001,2024-02-13_17h00.27.780,PsychoPy Exp,2023.1.2,59.964081499967754
RealityY,ExpTrialStim/Triangle_Triangle_NB_1.png,"In REALITY, there are ZERO cubes",h,b,TB-K,2,0,2,2,0,2,0,0,0,0,NB,-,TA1: TB2,TY: TO,0,5,5,6,NA,NA,NA,NA,NA,72.47291979996953,0.00185180001426488,73.20606589998351,73.30609079997521,0.8295714000123553,75.23941839998588,75.63935529999435,75.74180919997161,75.74180919997161,b,1,3.05314679996809,78.8228003999684,78.8228003999684,78.8228003999684,78.8228003999684,NA,NA,NA,NA,NA,NA,030,001,2024-02-13_17h00.27.780,PsychoPy Exp,2023.1.2,59.964081499967754
BeliefN,ExpTrialStim/Square_Square_B_5.png,Adam THINKS there are ZERO cubes,b,h,TB-K-B,2,2,0,2,2,0,0,0,0,0,B,PropFalse,SA3: SB2,SP: SB,0,6,6,192,NA,NA,NA,NA,NA,78.8228003999684,5.3119997028261e-4,79.55598259996623,79.65605259995209,0.8293601999757811,81.58947849995457,81.98942999995779,82.0915264999494,82.0915264999494,h,1,1.5050406000227667,83.62263199995505,83.62263199995505,83.62263199995505,83.62263199995505,NA,NA,NA,NA,NA,NA,030,001,2024-02-13_17h00.27.780,PsychoPy Exp,2023.1.2,59.964081499967754
BeliefN,ExpTrialStim/Triangle_Triangle_NB_1.png,Adam THINKS there is ONE cube,b,h,TB-K,2,0,2,2,0,2,0,0,0,1,NB,PropFalse,TA1: TB2,TY: TO,0,7,7,168,NA,NA,NA,NA,NA,83.62263199995505,5.0259998533874e-4,84.35602429998107,84.45619389996864,0.8249120999826118,86.3895900999778,86.78940459998557,86.89267759997165,86.89267759997165,h,1,1.2542969000060111,88.17289659997914,88.17289659997914,88.17289659997914,88.17289659997914,NA,NA,NA,NA,NA,NA,030,001,2024-02-13_17h00.27.780,PsychoPy Exp,2023.1.2,59.964081499967754
BeliefY,ExpTrialStim/Square_B_Square_7.png,Adam THINKS there is ONE cube,h,b,FB-Ig,2,2,0,1,1,0,1,1,0,1,B,-,SA3: SC2,SG: SP,0,8,8,156,NA,NA,NA,NA,NA,88.17289659997914,0.00130150001496076,88.90614279999863,89.00624029996106,0.8303082999773324,90.93967809999594,91.3394946999615,91.44172539998544,91.44172539998544,b,1,2.4174702999880537,93.889512499969,93.889512499969,93.889512499969,93.889512499969,NA,NA,NA,NA,NA,NA,030,001,2024-02-13_17h00.27.780,PsychoPy Exp,2023.1.2,59.964081499967754
