Condition,Stimulus,Statement,CorAnsOdd,CorAnsEven,TypeOfStimuli,TotalShapesOnTable,TotalcubesOnTable,TotalOtherOnTable,VisibleShapes,Visiblecubes,VisibleOther,NotVisibleShapes,NotVisiblecubes,NotVisibleOther,NumOfBlocksAsked,BarrierPresent,WhyNo,Position,Colour,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpPrimerText.started,ExpTextISI.started,ExpPrimerText.stopped,ExpText.started,ExpImageISI.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndPressSPACE.keys,ExpEndPressSPACE.rt,participant,session,date,expName,psychopyVersion,frameRate
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.548534200061113,28.524462800007313,28.524462800007313,space,6.768909399979748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,039,001,2024-02-28_15h59.27.378,PsychoPy Exp,2023.1.2,60.00355222336924
BeliefN,ExpTrialStim/Square_B_Square_5.png,Adam THINKS there are TWO cubes,b,h,FB-Ig,2,2,0,1,1,0,1,1,0,2,B,PropTrueNoBelief,SB2: SD3,SB: SG,0,0,0,208,NA,NA,NA,NA,NA,35.46438390004914,0.1520726999733597,36.207034099963494,36.30726999999024,0.9820522000081836,38.24056299997028,38.64035190001596,38.77605300000869,38.77605300000869,b,1,1.950383199960925,40.75695650000125,40.75695650000125,40.75695650000125,40.75695650000125,NA,NA,NA,NA,NA,NA,039,001,2024-02-28_15h59.27.378,PsychoPy Exp,2023.1.2,60.00355222336924
BeliefY,ExpTrialStim/Triangle_NB_1.png,Adam THINKS there are ZERO cubes,h,b,TB-K,1,0,1,1,0,1,0,0,0,0,NB,-,TA1,TO,0,1,1,108,NA,NA,NA,NA,NA,40.75695650000125,0.00147200003266334,41.49039259995334,41.59038609999698,0.8275927000213414,43.52369209995959,43.92368720006198,44.02596260001883,44.02596260001883,h,1,1.5073964999755844,45.557030600029975,45.557030600029975,45.557030600029975,45.557030600029975,NA,NA,NA,NA,NA,NA,039,001,2024-02-28_15h59.27.378,PsychoPy Exp,2023.1.2,60.00355222336924
BeliefN,ExpTrialStim/Square_Square_B_8.png,Adam THINKS there is ONE cube,b,h,TB-K-B,2,2,0,2,2,0,0,0,0,1,B,PropFalse,SA2: SB3,SP: SB,0,2,2,195,NA,NA,NA,NA,NA,45.557030600029975,0.00154559989459812,46.290355999954045,46.39047640003264,0.829852299997583,48.323682000045665,48.72379590000491,48.82611599995289,48.82611599995289,b,1,0.9550900999456644,49.80691090004984,49.80691090004984,49.80691090004984,49.80691090004984,NA,NA,NA,NA,NA,NA,039,001,2024-02-28_15h59.27.378,PsychoPy Exp,2023.1.2,60.00355222336924
BeliefY,ExpTrialStim/Square_Square_NB_3.png,Adam THINKS there are TWO cubes,h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA3: SB1,SG: SP,0,3,3,122,NA,NA,NA,NA,NA,49.80691090004984,4.0030002128332e-4,50.54033720004372,50.640508500044234,0.831067799939774,52.57366190000903,52.97379940003157,53.07590749999508,53.07590749999508,h,1,0.850098800030537,53.95686769997701,53.95686769997701,53.95686769997701,53.95686769997701,NA,NA,NA,NA,NA,NA,039,001,2024-02-28_15h59.27.378,PsychoPy Exp,2023.1.2,60.00355222336924
BeliefY,ExpTrialStim/B_Square_2.png,Adam THINKS there are ZERO cubes,h,b,FB-Ig,1,1,0,0,0,0,1,1,0,0,B,-,SC3,SG,0,4,4,147,NA,NA,NA,NA,NA,53.95686769997701,4.6530005056411e-4,54.69033729995135,54.79034099995624,0.831279500038363,56.72360699996352,57.123619799967855,57.22605309996288,57.22605309996288,h,1,0.8594067000085488,58.10691940004472,58.10691940004472,58.10691940004472,58.10691940004472,NA,NA,NA,NA,NA,NA,039,001,2024-02-28_15h59.27.378,PsychoPy Exp,2023.1.2,60.00355222336924
RealityY,ExpTrialStim/Square_Square_NB_1.png,"In REALITY, there are TWO cubes",h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA1: SB2,SP: SB,0,5,5,12,NA,NA,NA,NA,NA,58.10691940004472,0.00157120008952915,58.8403255000012,58.94047110003885,0.8285711000207812,60.87367070000619,61.273607500013895,61.37595170002896,61.37595170002896,h,1,0.677559099975042,62.07378039998002,62.07378039998002,62.07378039998002,62.07378039998002,NA,NA,NA,NA,NA,NA,039,001,2024-02-28_15h59.27.378,PsychoPy Exp,2023.1.2,60.00355222336924
KnowledgeY,ExpTrialStim/Square_Square_NB_1.png,Adam KNOWS there are TWO cubes,h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA1: SB2,SP: SB,0,6,6,228,NA,NA,NA,NA,NA,62.07378039998002,0.00173199991695582,62.80697899998631,62.90715079999063,0.8295492000179365,64.84045969997533,65.24043060000986,65.34286890004296,65.34286890004296,h,1,0.758588399970904,66.12360789999366,66.12360789999366,66.12360789999366,66.12360789999366,NA,NA,NA,NA,NA,NA,039,001,2024-02-28_15h59.27.378,PsychoPy Exp,2023.1.2,60.00355222336924
BeliefY,ExpTrialStim/Triangle_B_Triangle_2.png,Adam THINKS there are ZERO cubes,h,b,TB-Ig,2,0,2,1,0,1,1,0,1,0,B,-,TB1: TC2,TO: TY,0,7,7,131,NA,NA,NA,NA,NA,66.12360789999366,0.00173260003793984,66.85695359995589,66.95703619997948,0.8290681999642402,68.89043150004,69.2904370999895,69.39261630002875,69.39261630002875,h,1,1.1885293000377717,70.60685660003219,70.60685660003219,70.60685660003219,70.60685660003219,NA,NA,NA,NA,NA,NA,039,001,2024-02-28_15h59.27.378,PsychoPy Exp,2023.1.2,60.00355222336924
BeliefN,ExpTrialStim/Square_Triangle_NB_3.png,Adam THINKS there are TWO cubes,b,h,TB-K,2,1,1,2,1,1,0,0,0,2,NB,PropFalse,SB3: TA2,SP: TY,0,8,8,173,NA,NA,NA,NA,NA,70.60685660003219,5.5569992400705e-4,71.34030559996609,71.44029669999145,0.8312297000084072,73.37373840005603,73.77374039997812,73.876099599991,73.876099599991,b,1,0.905306400032714,74.80705930001568,74.80705930001568,74.80705930001568,74.80705930001568,NA,NA,NA,NA,NA,NA,039,001,2024-02-28_15h59.27.378,PsychoPy Exp,2023.1.2,60.00355222336924
KnowledgeY,ExpTrialStim/Square_Square_B_3.png,Adam KNOWS there are TWO cubes,h,b,TB-K-B,2,2,0,2,2,0,0,0,0,2,B,-,SA3: SB1,SG: SB,0,9,9,248,NA,NA,NA,NA,NA,74.80705930001568,0.00174440001137554,75.5402920000488,75.64029080001637,0.8291376000270247,77.573799500009045,77.97371679998469,78.0758613999933,78.0758613999933,h,1,0.7535193000221625,78.85687420004979,78.85687420004979,78.85687420004979,78.85687420004979,NA,NA,NA,NA,NA,NA,039,001,2024-02-28_15h59.27.378,PsychoPy Exp,2023.1.2,60.00355222336924
BeliefY,ExpTrialStim/Square_B_Triangle_2.png,Adam THINKS there is ONE cube,h,b,TB-Ig,2,1,1,1,1,0,1,0,1,1,B,-,SD3: TD2,SP: TY,0,10,10,133,NA,NA,NA,NA,NA,78.85687420004979,0.00173410004936158,79.59013769996818,79.6901217000559,0.8295251000672579,81.62351060006768,82.02368370001204,82.12594309996348,82.12594309996348,h,1,0.9191709000151604,83.07354380004108,83.07354380004108,83.07354380004108,83.07354380004108,NA,NA,NA,NA,NA,NA,039,001,2024-02-28_15h59.27.378,PsychoPy Exp,2023.1.2,60.00355222336924
KnowledgeN,ExpTrialStim/Triangle_Triangle_B_10.png,Adam KNOWS there are TWO cubes,b,h,TB-K-B,2,0,2,2,0,2,0,0,0,2,B,PropFalse,TA2: TB1,TR: TO,0,11,11,297,NA,NA,NA,NA,NA,83.07354380004108,6.1180000193417e-4,83.80688709998503,83.9069169999566,0.830840100068599,85.8402267000638,86.24040909996256,86.34243950003292,86.34243950003292,b,1,1.318599499994889,87.69005970004946,87.69005970004946,87.69005970004946,87.69005970004946,NA,NA,NA,NA,NA,NA,039,001,2024-02-28_15h59.27.378,PsychoPy Exp,2023.1.2,60.00355222336924
BeliefY,ExpTrialStim/Square_Triangle_NB_2.png,Adam THINKS there is ONE cube,h,b,TB-K,2,1,1,2,1,1,0,0,0,1,NB,-,SB1: TB3,SB: TO,0,12,12,118,NA,NA,NA,NA,NA,87.69005970004946,4.0360004641115e-4,88.4234509000089,88.52369229996111,0.8313648999901488,90.45707340002993,90.85691059997772,90.95905770000536,90.95905770000536,h,1,0.6706346999853849,91.65696359996218,91.65696359996218,91.65696359996218,91.65696359996218,NA,NA,NA,NA,NA,NA,039,001,2024-02-28_15h59.27.378,PsychoPy Exp,2023.1.2,60.00355222336924
