Statement_Type,Reg_Neg,Truth_Value,Experimental,Scenario,Stimuli_Type,Stimulus,Statement,Statement_Number,CorAnsOdd,CorAnsEven,Barrier,Why_False,Check_Trial,Exp_Trial.thisRepN,Exp_Trial.thisTrialN,Exp_Trial.thisN,Exp_Trial.thisIndex,thisRow.t,notes,Exp_Intro.started,Exp_Intro_Text.started,Exp_Intro_Press_SPACE_Text.started,Exp_Intro_Press_SPACE.started,Exp_Intro.stopped,Exp_Intro_Press_SPACE.keys,Exp_Intro_Press_SPACE.rt,Exp_Intro_Press_SPACE.duration,Exp_Routine.started,Exp_Routine_ISI.started,Exp_Routine_Statement_Primer.started,Exp_Routine_Statement_Primer.stopped,Exp_Routine_Statement.started,Exp_Routine_Image_Primer.started,Exp_Routine_Image_Primer.stopped,Exp_Routine_Image.started,Exp_Routine_Key_Resp.started,Exp_Routine.stopped,Exp_Routine_Key_Resp.keys,Exp_Routine_Key_Resp.corr,Exp_Routine_Key_Resp.rt,Exp_Routine_Key_Resp.duration,Break.started,Break_Text.started,Break_Text.stopped,Break_Key_Resp.started,Break_Key_Resp.stopped,Break.stopped,Break_Key_Resp.keys,Break_Key_Resp.rt,Break_Key_Resp.duration,Exp_End.started,Exp_End_Text.started,Exp_End_Key_Resp.started,Exp_End.stopped,Exp_End_Key_Resp.keys,Exp_End_Key_Resp.rt,Exp_End_Key_Resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00308260001474991,0.02456360001815483,2.0093410999979824,2.0093410999979824,6.797526600013953,space,4.772011800028849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,024,001,2025-10-08_14h56.23.639,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-08 14h56.37.093405 +0100
Reality,Reg,FALSE,N,FB-Ig,B_TT,PsychoPyStudy5Stim/B_TT_4.png,"In REALITY, there are ZERO cubes",Zero,b,h,N,-,N,0,0,0,334,6.904652900004294,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.901573300012387,0.10406739998143166,7.0044864999945275,7.37524600001052,7.475306700041983,9.47540510003455,9.875161800009664,9.9977641000296,9.9977641000296,12.228149300033692,h,1,2.21524520003004,NA,12.22945109999273,12.241836400004104,12.241836400004104,12.241836400004104,12.241836400004104,12.23000929999398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,024,001,2025-10-08_14h56.23.639,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-08 14h56.37.093405 +0100
Knowledge,Neg,FALSE,N,NB-TB-K,T_NB,PsychoPyStudy5Stim/T_NB_6.png,Adam does NOT KNOW there is ONE cube,One,b,h,Y,PropFalse,N,0,1,1,45,12.241836400004104,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.230739200022072,3.1669996678829e-4,12.325249499990605,12.708363200013991,12.808834300027227,14.808577699994204,15.208550500043202,15.3109730000142,15.3109730000142,16.611177899991162,h,1,1.294109100010246,NA,16.611474700039253,16.624996200029273,16.624996200029273,16.624996200029273,16.624996200029273,16.611797099991236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,024,001,2025-10-08_14h56.23.639,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-08 14h56.37.093405 +0100
Reality,Reg,TRUE,N,TB-Ig,D_B,PsychoPyStudy5Stim/D_B_1.png,"In REALITY, there are ZERO cubes",Zero,h,b,N,-,N,0,2,2,203,16.624996200029273,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.612010200042278,1.8120004096999e-4,16.719671200029552,17.09162980003748,17.191885900043417,19.19203590002144,19.591920800041407,19.694139700033706,19.694139700033706,21.094630800012965,b,1,1.398610899981577,NA,21.09501640003873,21.108459200011566,21.108459200011566,21.108459200011566,21.108459200011566,21.09544860001188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,024,001,2025-10-08_14h56.23.639,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-08 14h56.37.093405 +0100
Belief,Reg,TRUE,N,TB-K-B,DD_B,PsychoPyStudy5Stim/DD_B_2.png,Adam THINKS there are ZERO cubes,Zero,h,b,N,-,N,0,3,3,227,21.108459200011566,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.09574130002875,2.2800004808232e-4,21.20038240001304,21.57512140000472,21.675423000007868,23.67532320000464,24.075236100004982,24.177508900000248,24.177508900000248,25.544716400036123,b,1,1.3644035000470467,NA,25.54514990001917,25.55843570001889,25.55843570001889,25.55843570001889,25.55843570001889,25.54561550001381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,024,001,2025-10-08_14h56.23.639,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-08 14h56.37.093405 +0100
Belief,Reg,FALSE,N,FB-Ig,D_B_T,PsychoPyStudy5Stim/D_B_T_2.png,Adam THINKS there are TWO cubes,Two,b,h,N,PropFalse,N,0,4,4,300,25.55843570001889,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.545950900006577,2.6129995239898e-4,25.654320400033612,26.02516590000596,26.125314000004437,28.12530820001848,28.525214900029823,28.627498499990907,28.627498499990907,29.49459240003489,h,1,0.850350700027775,NA,29.49510749999899,29.5084112000186,29.5084112000186,29.5084112000186,29.5084112000186,29.49564570002258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,024,001,2025-10-08_14h56.23.639,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-08 14h56.37.093405 +0100
Knowledge,Neg,TRUE,Y,FB-Ig,D_B_T,PsychoPyStudy5Stim/D_B_T_4.png,Adam does NOT KNOW there is ONE cube,One,h,b,Y,-,N,0,5,5,11,29.5084112000186,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.49605290003819,3.0039995908737e-4,29.585858800041024,29.958233600016683,30.05851480003912,32.058649600017816,32.458624200022314,32.56097089999821,32.56097089999821,33.61154020001413,b,1,1.04415929998504,NA,33.612056599988136,33.625079400022514,33.625079400022514,33.625079400022514,33.625079400022514,33.612602600012906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,024,001,2025-10-08_14h56.23.639,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-08 14h56.37.093405 +0100
Belief,Neg,TRUE,N,TB-K,TT_B,PsychoPyStudy5Stim/TT_B_2.png,Adam does NOT THINK there is ONE cube,One,h,b,Y,-,N,0,6,6,85,33.625079400022514,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.61298120004358,2.9320002067834e-4,33.70185120002134,34.07510720001301,34.175287000020035,36.17508960003033,36.57518089999212,36.67751060001319,36.67751060001319,40.82829999999376,b,1,4.1440084999776445,NA,40.82883980002953,40.841691600042395,40.841691600042395,40.841691600042395,40.841691600042395,40.829397100023925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,024,001,2025-10-08_14h56.23.639,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-08 14h56.37.093405 +0100
Belief,Neg,FALSE,N,NB-TB-K,T_NB,PsychoPyStudy5Stim/T_NB_3.png,Adam does NOT THINK there is ONE cube,One,b,h,Y,PropFalse,N,0,7,7,50,40.841691600042395,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.82980740000494,2.9970001196488e-4,40.93506200000411,41.30855600000359,41.40851700003259,43.40865080000367,43.808529900037684,43.91083790000994,43.91083790000994,46.07834790000925,h,1,2.1504859999986365,NA,46.07900100003462,46.09177739999723,46.09177739999723,46.09177739999723,46.09177739999723,46.079730099998415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,024,001,2025-10-08_14h56.23.639,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-08 14h56.37.093405 +0100
Belief,Neg,FALSE,N,TB-K,TT_B,PsychoPyStudy5Stim/TT_B_8.png,Adam does NOT THINK there are TWO cubes,Two,b,h,Y,PropFalse,N,0,8,8,103,46.09177739999723,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.0802934000385,4.4740003068e-4,46.19018949999008,46.575259100005496,46.67535030003637,48.675063400005456,49.07502200000454,49.177464900014456,49.177464900014456,51.16161509999074,h,1,1.9801033000112511,NA,51.162203199986834,51.175026300014,51.175026300014,51.175026300014,51.175026300014,51.16281230002642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,024,001,2025-10-08_14h56.23.639,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-08 14h56.37.093405 +0100
