Statement_Type,Reg_Neg,Truth_Value,Experimental,Scenario,Stimuli_Type,Stimulus,Statement,Statement_Number,CorAnsOdd,CorAnsEven,Barrier,Why_False,Check_Trial,Exp_Trial.thisRepN,Exp_Trial.thisTrialN,Exp_Trial.thisN,Exp_Trial.thisIndex,thisRow.t,notes,Exp_Intro.started,Exp_Intro_Text.started,Exp_Intro_Press_SPACE_Text.started,Exp_Intro_Press_SPACE.started,Exp_Intro.stopped,Exp_Intro_Press_SPACE.keys,Exp_Intro_Press_SPACE.rt,Exp_Intro_Press_SPACE.duration,Exp_Routine.started,Exp_Routine_ISI.started,Exp_Routine_Statement_Primer.started,Exp_Routine_Statement_Primer.stopped,Exp_Routine_Statement.started,Exp_Routine_Image_Primer.started,Exp_Routine_Image_Primer.stopped,Exp_Routine_Image.started,Exp_Routine_Key_Resp.started,Exp_Routine.stopped,Exp_Routine_Key_Resp.keys,Exp_Routine_Key_Resp.corr,Exp_Routine_Key_Resp.rt,Exp_Routine_Key_Resp.duration,Break.started,Break_Text.started,Break_Text.stopped,Break_Key_Resp.started,Break_Key_Resp.stopped,Break.stopped,Break_Key_Resp.keys,Break_Key_Resp.rt,Break_Key_Resp.duration,Exp_End.started,Exp_End_Text.started,Exp_End_Key_Resp.started,Exp_End.stopped,Exp_End_Key_Resp.keys,Exp_End_Key_Resp.rt,Exp_End_Key_Resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00280170002952218,0.02498680003918707,2.0065626001451164,2.0065626001451164,17.19786350009963,space,15.174279399914669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,013,001,2025-10-02_15h08.16.360,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-02 15h08.26.713370 +0100
Belief,Reg,TRUE,N,TB-Ig,D_B,PsychoPyStudy5Stim/D_B_D_3.png,Adam THINKS there are ZERO cubes,Zero,h,b,N,-,Y,0,0,0,211,17.317025100113824,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.313939100131392,0.11609210004098712,17.402588499942794,17.77234479994513,17.872462200000882,19.87265080003999,20.272661900147796,20.395607199985538,20.395607199985538,21.40899379993789,h,1,1.010373400058597,NA,21.409757500048727,21.422367500141263,21.422367500141263,21.422367500141263,21.422367500141263,21.4100735001266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,013,001,2025-10-02_15h08.16.360,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-02 15h08.26.713370 +0100
Knowledge,Reg,FALSE,N,FB-Ig,T_B_T,PsychoPyStudy5Stim/T_B_T_2.png,Adam KNOWS there are ZERO cubes,Zero,b,h,N,PropFalse,N,0,1,1,276,21.422367500141263,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.41051930002868,1.8219999037683e-4,21.505949800135568,21.889005500124767,21.989148000022396,23.989343099994585,24.389249300118536,24.491680500097573,24.491680500097573,27.375356500037014,b,1,2.8734395001083612,NA,27.37586220004596,27.38912139995955,27.38912139995955,27.38912139995955,27.38912139995955,27.376424400135875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,013,001,2025-10-02_15h08.16.360,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-02 15h08.26.713370 +0100
Reality,Reg,FALSE,N,NB-TB-K,D_NB,PsychoPyStudy5Stim/D_NB_6.png,"In REALITY, there is ONE cube",One,b,h,N,PropFalse,N,0,2,2,138,27.38912139995955,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.37680259998888,2.9180012643337e-4,27.47944070002995,27.85585179994814,27.955988300032914,29.955933599965647,30.355931000085548,30.458150200080127,30.458150200080127,32.19284959998913,b,1,1.7230915001127869,NA,32.193699500057846,32.205888299969956,32.205888299969956,32.205888299969956,32.205888299969956,32.19457789999433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,013,001,2025-10-02_15h08.16.360,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-02 15h08.26.713370 +0100
Reality,Reg,TRUE,N,TB-K-B,DD_B,PsychoPyStudy5Stim/DD_B_6.png,"In REALITY, there are ZERO cubes",Zero,h,b,N,-,N,0,3,3,237,32.205888299969956,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.19527960009873,5.5280001834034e-4,32.291968800127506,32.67246609996073,32.77252300013788,34.77261990006082,35.172577700112015,35.274829800007865,35.274829800007865,37.82554890005849,h,1,2.547546499874443,NA,37.826145000057295,37.839075200026855,37.839075200026855,37.839075200026855,37.839075200026855,37.82675540004857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,013,001,2025-10-02_15h08.16.360,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-02 15h08.26.713370 +0100
Reality,Reg,FALSE,N,TB-Ig,D_B,PsychoPyStudy5Stim/D_B_3.png,"In REALTY, there are TWO cubes",Two,b,h,N,-,N,0,4,4,205,37.839075200026855,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.82718789996579,3.3599999733269e-4,37.92032050015405,38.30585190001875,38.40602320013568,40.40578819997609,40.80589530011639,40.90801140014082,40.90801140014082,42.50858410005458,b,1,1.58493939996697,NA,42.50906740012579,42.52244410011917,42.52244410011917,42.52244410011917,42.52244410011917,42.50956550007686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,013,001,2025-10-02_15h08.16.360,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-02 15h08.26.713370 +0100
Belief,Neg,TRUE,N,TB-K,TD_B,PsychoPyStudy5Stim/TD_B_3.png,Adam does NOT THINK there are TWO cubes,Two,h,b,Y,-,N,0,5,5,110,42.52244410011917,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.50993810012005,2.907000016421e-4,42.59920469997451,42.97233200003393,43.072439400013536,45.0726576000452,45.47252680012025,45.57483540009707,45.57483540009707,49.09241660009138,h,1,3.502313100034371,NA,49.09312520013191,49.105789799941704,49.105789799941704,49.105789799941704,49.105789799941704,49.09383130003698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,013,001,2025-10-02_15h08.16.360,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-02 15h08.26.713370 +0100
Belief,Reg,TRUE,N,FB-Ig,B_TT,PsychoPyStudy5Stim/B_TT_1.png,Adam THINKS there are ZERO cubes,Zero,h,b,N,-,Y,0,6,6,326,49.105789799941704,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.09438750008121,4.0880008600652e-4,49.18993550003506,49.57248160010204,49.672618499957025,51.672609500121325,52.072496599983424,52.17476800014265,52.17476800014265,53.492340500000864,h,1,1.3109526000916958,NA,53.49301089998335,53.505733099998906,53.505733099998906,53.505733099998906,53.505733099998906,53.49371029995382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,013,001,2025-10-02_15h08.16.360,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-02 15h08.26.713370 +0100
Knowledge,Neg,TRUE,Y,FB-Ig,T_B_T,PsychoPyStudy5Stim/T_B_T_5.png,Adam does NOT KNOW there are TWO cubes,Two,h,b,Y,-,N,0,7,7,4,53.505733099998906,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.49420189997181,3.7680007517337e-4,53.59156680013984,53.97250399994664,54.072625800035894,56.072661200072616,56.472492600092664,56.57467480003834,56.57467480003834,57.82620529993437,b,0,1.2473259998951107,NA,57.82701230002567,57.839140200056136,57.839140200056136,57.839140200056136,57.839140200056136,57.82790270005353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,013,001,2025-10-02_15h08.16.360,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-02 15h08.26.713370 +0100
Belief,Neg,FALSE,N,NB-TB-K,TT_NB,PsychoPyStudy5Stim/TT_NB_2.png,Adam does NOT THINK there are TWO cubes,Two,b,h,Y,PropFalse,N,0,8,8,73,57.839140200056136,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.82854399993085,4.9620005302131e-4,57.93187620001845,58.30574860004708,58.40591820003465,60.40602899994701,60.805885599926114,60.908175700111315,60.908175700111315,65.20853830012493,b,1,4.288736599963158,NA,65.20908130006865,65.22236300003715,65.22236300003715,65.22236300003715,65.22236300003715,65.20962859992869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,013,001,2025-10-02_15h08.16.360,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-02 15h08.26.713370 +0100
