Statement_Type,Reg_Neg,Truth_Value,Experimental,Scenario,Stimuli_Type,Stimulus,Statement,Statement_Number,CorAnsOdd,CorAnsEven,Barrier,Why_False,Check_Trial,Exp_Trial.thisRepN,Exp_Trial.thisTrialN,Exp_Trial.thisN,Exp_Trial.thisIndex,thisRow.t,notes,Exp_Intro.started,Exp_Intro_Text.started,Exp_Intro_Press_SPACE_Text.started,Exp_Intro_Press_SPACE.started,Exp_Intro.stopped,Exp_Intro_Press_SPACE.keys,Exp_Intro_Press_SPACE.rt,Exp_Intro_Press_SPACE.duration,Exp_Routine.started,Exp_Routine_ISI.started,Exp_Routine_Statement_Primer.started,Exp_Routine_Statement_Primer.stopped,Exp_Routine_Statement.started,Exp_Routine_Image_Primer.started,Exp_Routine_Image_Primer.stopped,Exp_Routine_Image.started,Exp_Routine_Key_Resp.started,Exp_Routine.stopped,Exp_Routine_Key_Resp.keys,Exp_Routine_Key_Resp.corr,Exp_Routine_Key_Resp.rt,Exp_Routine_Key_Resp.duration,Break.started,Break_Text.started,Break_Text.stopped,Break_Key_Resp.started,Break_Key_Resp.stopped,Break.stopped,Break_Key_Resp.keys,Break_Key_Resp.rt,Break_Key_Resp.duration,Exp_End.started,Exp_End_Text.started,Exp_End_Key_Resp.started,Exp_End.stopped,Exp_End_Key_Resp.keys,Exp_End_Key_Resp.rt,Exp_End_Key_Resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00324849993921816,0.03613759996369481,2.009829999995418,2.009829999995418,5.318814300000668,space,3.2849260000512004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,039,001,2025-10-13_14h13.27.489,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-13 14h13.39.032602 +0100
Knowledge,Neg,FALSE,N,NB-TB-K,TT_NB,PsychoPyStudy5Stim/TT_NB_6.png,Adam does NOT KNOW there are TWO cubes,Two,b,h,Y,PropFalse,N,0,0,0,69,5.432179399998859,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.428763499949127,0.10995670000556856,5.533490199944936,5.909050400019623,6.009075199952349,8.00920590001624,8.40920220001135,8.533252299996093,8.533252299996093,9.862204100005329,b,1,1.3209340000757948,NA,9.86387390003074,9.875631300034,9.875631300034,9.875631300034,9.875631300034,9.864558800007217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,039,001,2025-10-13_14h13.27.489,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-13 14h13.39.032602 +0100
Knowledge,Reg,FALSE,N,FB-Ig,T_B_T,PsychoPyStudy5Stim/T_B_T_7.png,Adam KNOWS there are ZERO cubes,Zero,b,h,N,PropFalse,N,0,1,1,281,9.875631300034,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.86553680000361,4.2399996891617e-4,9.96801750001032,10.342229899950324,10.44247849995736,12.442309399950318,12.842365499935111,12.944747500005178,12.944747500005178,13.728502599988133,b,1,0.7740762999746948,NA,13.729022199986504,13.74226969992742,13.74226969992742,13.74226969992742,13.74226969992742,13.729560900013894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,039,001,2025-10-13_14h13.27.489,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-13 14h13.39.032602 +0100
Knowledge,Reg,FALSE,N,FB-Ig,D_B_T,PsychoPyStudy5Stim/D_B_T_4.png,Adam KNOWS there are TWO cubes,Two,b,h,N,PropFalse,N,0,2,2,294,13.74226969992742,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7299614000367,3.0300009530037e-4,13.822985299979337,14.192206699983217,14.292492599925026,16.29253299999982,16.69240549998358,16.794680699938908,16.794680699938908,17.54625210002996,b,1,0.7481773999752477,NA,17.54712819994893,17.55889109999407,17.55889109999407,17.55889109999407,17.55889109999407,17.548113900003955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,039,001,2025-10-13_14h13.27.489,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-13 14h13.39.032602 +0100
Reality,Reg,TRUE,N,NB-TB-K,DD_NB,PsychoPyStudy5Stim/DD_NB_3.png,"In REALITY, there are ZERO cubes",Zero,h,b,N,-,N,0,3,3,159,17.55889109999407,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.548554499982856,2.4449999909847e-4,17.64661019993946,18.02554910001345,18.12586479994934,20.12580629996955,20.525756599963643,20.628072599996813,20.628072599996813,21.22812129999511,b,0,0.5854437999660149,NA,21.22842329996638,21.242090899962932,21.242090899962932,21.242090899962932,21.242090899962932,21.228739099926315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,039,001,2025-10-13_14h13.27.489,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-13 14h13.39.032602 +0100
Belief,Reg,FALSE,N,TB-K-B,TD_B,PsychoPyStudy5Stim/TD_B_8.png,Adam THINKS there are ZERO cubes,Zero,b,h,N,PropFalse,N,0,4,4,270,21.242090899962932,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.228955199941993,1.7220003064721e-4,21.31746559997555,21.69232449994888,21.792447899933904,23.792464199941605,24.192321199923754,24.29470189998392,24.29470189998392,25.21151799999643,h,0,0.903345700004138,NA,25.21183049993124,25.225541300023902,25.225541300023902,25.225541300023902,25.225541300023902,25.212170099955983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,039,001,2025-10-13_14h13.27.489,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-13 14h13.39.032602 +0100
Belief,Neg,TRUE,N,NB-TB-K,T_NB,PsychoPyStudy5Stim/T_NB_4.png,Adam does NOT THINK there are TWO cubes,Two,h,b,Y,-,N,0,5,5,39,25.225541300023902,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.212394000031058,1.7720006871968e-4,25.302099899970926,25.675546500016935,25.775805599987507,27.77577890001703,28.175594500033185,28.278062399942428,28.278062399942428,30.695672699948773,h,1,2.4080147000495344,NA,30.69632869993802,30.7088902000105,30.7088902000105,30.7088902000105,30.7088902000105,30.697052699979395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,039,001,2025-10-13_14h13.27.489,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-13 14h13.39.032602 +0100
Knowledge,Reg,TRUE,N,NB-TB-K,DD_NB,PsychoPyStudy5Stim/DD_NB_5.png,Adam KNOWS there are ZERO cubes,Zero,h,b,N,-,N,0,6,6,151,30.7088902000105,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.69757269998081,4.0769996121525e-4,30.79999820003286,31.17564399994444,31.275844399933703,33.275599299930036,33.67557009996381,33.77811940002721,33.77811940002721,34.678680500015616,h,1,0.883610500022769,NA,34.67927590000909,34.6922246000031,34.6922246000031,34.6922246000031,34.6922246000031,34.67998000001535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,039,001,2025-10-13_14h13.27.489,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-13 14h13.39.032602 +0100
Belief,Reg,FALSE,N,TB-K-B,TD_B,PsychoPyStudy5Stim/TD_B_5.png,Adam THINKS there are ZERO cubes,Zero,b,h,N,PropFalse,N,0,7,7,267,34.6922246000031,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.68044489994645,3.6319997161626e-4,34.77390219992958,35.1589647999499,35.25903219997417,37.25911600003019,37.65897610003594,37.76182090002112,37.76182090002112,38.84542090003379,b,1,1.0761645999737084,NA,38.846011199988425,38.858834599959664,38.858834599959664,38.858834599959664,38.858834599959664,38.84660869999789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,039,001,2025-10-13_14h13.27.489,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-13 14h13.39.032602 +0100
Belief,Neg,TRUE,Y,FB-Ig,D_B_T,PsychoPyStudy5Stim/D_B_T_1.png,Adam does NOT THINK there is ONE cube,One,h,b,Y,-,N,0,8,8,24,38.858834599959664,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.847076699952595,3.732000477612e-4,38.96561549999751,39.34201689995825,39.442374799982645,41.44235469994601,41.84237820003182,41.944808500004,41.944808500004,42.9285697999876,h,1,0.981561900000088,NA,42.92902129993308,42.94214529998135,42.94214529998135,42.94214529998135,42.94214529998135,42.929548699990846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,039,001,2025-10-13_14h13.27.489,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-13 14h13.39.032602 +0100
Belief,Neg,TRUE,Y,FB-Ig,T_B_T,PsychoPyStudy5Stim/T_B_T_7.png,Adam does NOT THINK there are TWO cubes,Two,h,b,Y,-,N,0,9,9,22,42.94214529998135,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.92988289997447,2.6250001974403e-4,43.01552499993704,43.39230860001408,43.492340600001626,45.49249269999564,45.89219990000129,45.99469149997458,45.99469149997458,47.6949569999706,h,1,1.6914401000831276,NA,47.69542659993749,47.70871789997909,47.70871789997909,47.70871789997909,47.70871789997909,47.695913600036874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,039,001,2025-10-13_14h13.27.489,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-13 14h13.39.032602 +0100
