Statement_Type,Reg_Neg,Truth_Value,Experimental,Scenario,Stimuli_Type,Stimulus,Statement,Statement_Number,CorAnsOdd,CorAnsEven,Barrier,Why_False,Check_Trial,Exp_Trial.thisRepN,Exp_Trial.thisTrialN,Exp_Trial.thisN,Exp_Trial.thisIndex,thisRow.t,notes,Exp_Intro.started,Exp_Intro_Text.started,Exp_Intro_Press_SPACE_Text.started,Exp_Intro_Press_SPACE.started,Exp_Intro.stopped,Exp_Intro_Press_SPACE.keys,Exp_Intro_Press_SPACE.rt,Exp_Intro_Press_SPACE.duration,Exp_Routine.started,Exp_Routine_ISI.started,Exp_Routine_Statement_Primer.started,Exp_Routine_Statement_Primer.stopped,Exp_Routine_Statement.started,Exp_Routine_Image_Primer.started,Exp_Routine_Image_Primer.stopped,Exp_Routine_Image.started,Exp_Routine_Key_Resp.started,Exp_Routine.stopped,Exp_Routine_Key_Resp.keys,Exp_Routine_Key_Resp.corr,Exp_Routine_Key_Resp.rt,Exp_Routine_Key_Resp.duration,Break.started,Break_Text.started,Break_Text.stopped,Break_Key_Resp.started,Break_Key_Resp.stopped,Break.stopped,Break_Key_Resp.keys,Break_Key_Resp.rt,Break_Key_Resp.duration,Exp_End.started,Exp_End_Text.started,Exp_End_Key_Resp.started,Exp_End.stopped,Exp_End_Key_Resp.keys,Exp_End_Key_Resp.rt,Exp_End_Key_Resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0028796000406146,0.02434569993056357,2.0070259999483824,2.0070259999483824,30.017491299891844,space,27.985134300077338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,005,001,2025-10-01_15h12.11.049,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.22.497035 +0100
Knowledge,Reg,TRUE,N,TB-K-B,DD_B,PsychoPyStudy5Stim/DD_B_6.png,Adam KNOWS there are ZERO cubes,Zero,h,b,N,-,N,0,0,0,220,30.12881219992414,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.125265900045633,0.10778469988144934,30.213617200031877,30.58943949989043,30.689549600007012,32.689510100055486,33.08950859983452,33.212011700030416,33.212011700030416,35.40934859984554,h,1,2.1801557999569923,NA,35.41099249990657,35.42275899997912,35.42275899997912,35.42275899997912,35.42275899997912,35.411728400038555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,005,001,2025-10-01_15h12.11.049,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.22.497035 +0100
Knowledge,Neg,TRUE,Y,FB-Ig,T_B_T,PsychoPyStudy5Stim/T_B_T_8.png,Adam does NOT KNOW there are TWO cubes,Two,h,b,Y,-,N,0,1,1,7,35.42275899997912,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.412661500042304,4.3710018508136e-4,35.52114810002968,35.905966100050136,36.00612729997374,38.005990999983624,38.40617619990371,38.5085301999934,38.5085301999934,39.8589657000266,h,1,1.347956399898976,NA,39.85926219983958,39.87250469997525,39.87250469997525,39.87250469997525,39.87250469997525,39.85960830003023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,005,001,2025-10-01_15h12.11.049,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.22.497035 +0100
Knowledge,Reg,FALSE,N,NB-TB-K,TT_NB,PsychoPyStudy5Stim/TT_NB_8.png,Adam KNOWS there is ONE cube,One,b,h,N,PropFalse,N,0,2,2,176,39.87250469997525,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.85982159990817,1.7140014097094e-4,39.94750629994087,40.322670500027016,40.42285540001467,42.42286329995841,42.82289439998567,42.92529589985497,42.92529589985497,45.24215970002115,b,1,2.315647799987346,NA,45.24247559998184,45.25579979992472,45.25579979992472,45.25579979992472,45.25579979992472,45.24277350003831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,005,001,2025-10-01_15h12.11.049,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.22.497035 +0100
Reality,Reg,FALSE,N,FB-Ig,B_TT,PsychoPyStudy5Stim/B_TT_5.png,"In REALITY, there is ONE cube",One,b,h,N,-,N,0,3,3,335,45.25579979992472,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.243007799843326,1.9380007870495e-4,45.33391549997032,45.70579260005616,45.80619609984569,47.80620099999942,48.20613609999418,48.30850040004589,48.30850040004589,49.4421769999899,b,1,1.1242345001082867,NA,49.44248700002208,49.45596189983189,49.45596189983189,49.45596189983189,49.45596189983189,49.44281969987787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,005,001,2025-10-01_15h12.11.049,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.22.497035 +0100
Reality,Reg,FALSE,N,NB-TB-K,DT_NB,PsychoPyStudy5Stim/TD_NB_1.png,"In REALITY, there are ZERO cubes",Zero,b,h,N,PropFalse,N,0,4,4,169,49.45596189983189,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4430678000208,2.0529981702566e-4,49.526284700026736,49.90587159991264,50.00595709984191,52.00606829999015,52.40614079986699,52.50866080005653,52.50866080005653,53.87573520001024,b,1,1.3645736000034958,NA,53.8762604999356,53.889272399945185,53.889272399945185,53.889272399945185,53.889272399945185,53.876785799860954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,005,001,2025-10-01_15h12.11.049,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.22.497035 +0100
Knowledge,Reg,TRUE,N,TB-K-B,DD_B,PsychoPyStudy5Stim/DD_B_4.png,Adam KNOWS there are ZERO cubes,Zero,h,b,N,-,N,0,5,5,218,53.889272399945185,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.87719099991955,3.2450002618134e-4,53.964854300022125,54.33912490005605,54.439251699950546,56.439455499872565,56.83953689993359,56.942086099879816,56.942086099879816,60.54236590000801,b,0,3.5942279000300914,NA,60.54288419988006,60.55595099995844,60.55595099995844,60.55595099995844,60.55595099995844,60.54345040000044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,005,001,2025-10-01_15h12.11.049,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.22.497035 +0100
Belief,Reg,TRUE,N,TB-K-B,DD_B,PsychoPyStudy5Stim/DD_B_6.png,Adam THINKS there are ZERO cubes,Zero,h,b,N,-,N,0,6,6,231,60.55595099995844,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.54384599998593,3.1039980240166e-4,60.63796009984799,61.02239080006257,61.12256649998017,63.12283269991167,63.52274389984086,63.625100299948826,63.625100299948826,68.09300770005211,h,1,4.455513800028712,NA,68.09382919990458,68.10598900006153,68.10598900006153,68.10598900006153,68.10598900006153,68.09470959985629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,005,001,2025-10-01_15h12.11.049,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.22.497035 +0100
Belief,Neg,TRUE,N,NB-TB-K,T_NB,PsychoPyStudy5Stim/T_NB_4.png,Adam does NOT THINK there are TWO cubes,Two,h,b,Y,-,N,0,7,7,39,68.10598900006153,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.09535419987515,5.0690001808106e-4,68.1840689999517,68.5558267000597,68.65591980004683,70.65613899985328,71.05612470000051,71.15854769991711,71.15854769991711,80.72565489984117,h,1,9.553709300002083,NA,80.72616590000689,80.73920319997706,80.73920319997706,80.73920319997706,80.73920319997706,80.72669889987446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,005,001,2025-10-01_15h12.11.049,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.22.497035 +0100
Knowledge,Neg,FALSE,N,TB-K,TD_B,PsychoPyStudy5Stim/TD_B_4.png,Adam does NOT KNOW there is ONE cube,One,b,h,Y,PropFalse,N,0,8,8,115,80.73920319997706,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.72707929997705,3.0129984952509e-4,80.82488549989648,81.20573809999041,81.305888999952,83.30597779992968,83.70598019985482,83.80852089985274,83.80852089985274,87.22585249994881,h,0,3.4010896999388933,NA,87.22641770006157,87.2392146999482,87.2392146999482,87.2392146999482,87.2392146999482,87.22705079987645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,005,001,2025-10-01_15h12.11.049,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.22.497035 +0100
Knowledge,Neg,TRUE,N,NB-TB-K,T_NB,PsychoPyStudy5Stim/T_NB_3.png,Adam does NOT KNOW there are TWO cubes,Two,h,b,Y,-,N,0,9,9,34,87.2392146999482,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.22751599992625,3.7259981036186e-4,87.32035639998503,87.70566989993677,87.80583989992738,89.80611769994721,90.20613819989376,90.30841839988716,90.30841839988716,96.85866489983164,b,0,6.540010800119489,NA,96.85896599991248,96.87232859991492,96.87232859991492,96.87232859991492,96.87232859991492,96.85928329988384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,005,001,2025-10-01_15h12.11.049,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.22.497035 +0100
Belief,Reg,FALSE,N,NB-TB-K,TT_NB,PsychoPyStudy5Stim/TT_NB_2.png,Adam THINKS there is ONE cube,One,b,h,N,PropFalse,N,0,10,10,189,96.87232859991492,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.85958110005596,2.8100004419684e-4,96.9442729000002,97.3226119999308,97.42273009987548,99.42256069998255,99.82251990004444,99.92501439992338,99.92501439992338,101.0756315998733,b,1,1.1486720000393689,NA,101.07613889989445,101.0891378999222,101.0891378999222,101.0891378999222,101.0891378999222,101.07668269984424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,005,001,2025-10-01_15h12.11.049,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.22.497035 +0100
Knowledge,Reg,FALSE,N,FB-Ig,B_TT,PsychoPyStudy5Stim/B_TT_4.png,Adam KNOWS there are ZERO cubes,Zero,b,h,N,PropTrueNoKnow,Y,0,11,11,324,101.0891378999222,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.07706329994836,3.0059996061027e-4,101.16889399988575,101.539048000006,101.6390883999411,103.63915689988062,104.0393027998507,104.14171219989656,104.14171219989656,107.4419326998759,b,1,3.2991135998163372,NA,107.44227780005896,107.45574909984134,107.45574909984134,107.45574909984134,107.45574909984134,107.44264649995604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,005,001,2025-10-01_15h12.11.049,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.22.497035 +0100
Reality,Reg,TRUE,N,TB-K-B,DD_B,PsychoPyStudy5Stim/DD_B_7.png,"In REALITY, there are ZERO cubes",Zero,h,b,N,-,N,0,12,12,238,107.45574909984134,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.44289839989506,2.0079989917576e-4,107.54405709984712,107.9222505998332,108.02239930001087,110.02274469984695,110.42251509986818,110.52497769985348,110.52497769985348,111.27535320003516,b,0,0.748844999819994,NA,111.27575200004505,111.2890453999862,111.2890453999862,111.2890453999862,111.2890453999862,111.27615429996511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,005,001,2025-10-01_15h12.11.049,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.22.497035 +0100
Knowledge,Neg,TRUE,N,NB-TB-K,T_NB,PsychoPyStudy5Stim/T_NB_4.png,Adam does NOT KNOW there are TWO cubes,Two,h,b,Y,-,N,0,13,13,35,111.2890453999862,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.27644679998048,2.3559993132948e-4,111.36167819984256,111.73895989987068,111.83912629983388,113.83929539984092,114.2392877000384,114.34172310004942,114.34172310004942,120.87537060002796,b,0,6.530549100134522,NA,120.87568040005864,120.88893430004828,120.88893430004828,120.88893430004828,120.88893430004828,120.8760195998475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,005,001,2025-10-01_15h12.11.049,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.22.497035 +0100
Belief,Reg,FALSE,N,TB-K-B,DD_B,PsychoPyStudy5Stim/DD_B_4.png,Adam THINKS there is ONE cube,One,b,h,N,PropFalse,N,0,14,14,235,120.88893430004828,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.8762433999218,1.7810007557272e-4,120.96353059983812,121.3390975999646,121.43923789984548,123.43921500002034,123.8392284999136,123.9416416999884,123.9416416999884,125.7589962000493,b,1,1.8107947998214513,NA,125.75952149997464,125.77239099983126,125.77239099983126,125.77239099983126,125.77239099983126,125.76005779998376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,005,001,2025-10-01_15h12.11.049,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.22.497035 +0100
Knowledge,Neg,FALSE,N,TB-K,TT_B,PsychoPyStudy5Stim/TT_B_8.png,Adam does NOT KNOW there are TWO cubes,Two,b,h,Y,PropFalse,N,0,15,15,95,125.77239099983126,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.7604561999906,3.1199981458485e-4,125.8524426999502,126.2222023999784,126.32239310001025,128.3224092000164,128.72245480003767,128.82503179996274,128.82503179996274,130.19234299985692,b,1,1.351396300131455,NA,130.1929706998635,130.20567950000986,130.20567950000986,130.20567950000986,130.20567950000986,130.19366859993897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,005,001,2025-10-01_15h12.11.049,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.22.497035 +0100
Knowledge,Neg,FALSE,N,TB-K,TT_B,PsychoPyStudy5Stim/TT_B_2.png,Adam does NOT KNOW there are TWO cubes,Two,b,h,Y,PropFalse,N,0,16,16,89,130.20567950000986,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.19415459991433,3.8080010563135e-4,130.27988100005314,130.65555539983325,130.75569669995457,132.7558706998825,133.15591740002856,133.2582796998322,133.2582796998322,139.22579459985718,b,1,5.9578333999961615,NA,139.2261476998683,139.23885959992185,139.23885959992185,139.23885959992185,139.23885959992185,139.22647710004821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,005,001,2025-10-01_15h12.11.049,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.22.497035 +0100
Knowledge,Neg,TRUE,N,TB-K,TT_B,PsychoPyStudy5Stim/TT_B_4.png,Adam does NOT KNOW there is ONE cube,One,h,b,Y,-,N,0,17,17,83,139.23885959992185,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.22669130004942,1.7280015163123e-4,139.31664770003408,139.68889230000786,139.78894699993543,141.78915910003707,142.1891107999254,142.2915997998789,142.2915997998789,148.5749476000201,b,0,6.268138800049201,NA,148.57525200000964,148.58883329993114,148.58883329993114,148.58883329993114,148.58883329993114,148.57556659984402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,005,001,2025-10-01_15h12.11.049,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.22.497035 +0100
Belief,Neg,FALSE,N,NB-TB-K,T_NB,PsychoPyStudy5Stim/T_NB_5.png,Adam does NOT THINK there is ONE cube,One,b,h,Y,PropFalse,N,0,18,18,52,148.58883329993114,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.5757968998514,1.90099934116e-4,148.66594480001368,149.03889749990776,149.13928209990263,151.13911719992757,151.53914349991828,151.6413723998703,151.6413723998703,153.50875559984706,b,1,1.8555336999706924,NA,153.50935079995543,153.5223041998688,153.5223041998688,153.5223041998688,153.5223041998688,153.50998119986616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,005,001,2025-10-01_15h12.11.049,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.22.497035 +0100
Belief,Reg,FALSE,N,NB-TB-K,DD_NB,PsychoPyStudy5Stim/DD_NB_2.png,Adam THINKS there is ONE cube,One,b,h,N,PropFalse,N,0,19,19,158,153.5223041998688,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.5104197000619,3.4380005672574e-4,153.61312330001965,153.98877840000205,154.08890599990264,156.08910500002094,156.4890946999658,156.59147219988515,156.59147219988515,157.74173799995333,b,1,1.1363947000354528,NA,157.74205349991098,157.7554272999987,157.7554272999987,157.7554272999987,157.7554272999987,157.74235269986093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,005,001,2025-10-01_15h12.11.049,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.22.497035 +0100
