Statement_Type,Reg_Neg,Truth_Value,Experimental,Scenario,Stimuli_Type,Stimulus,Statement,Statement_Number,CorAnsOdd,CorAnsEven,Barrier,Why_False,Check_Trial,Exp_Trial.thisRepN,Exp_Trial.thisTrialN,Exp_Trial.thisN,Exp_Trial.thisIndex,thisRow.t,notes,Exp_Intro.started,Exp_Intro_Text.started,Exp_Intro_Press_SPACE_Text.started,Exp_Intro_Press_SPACE.started,Exp_Intro.stopped,Exp_Intro_Press_SPACE.keys,Exp_Intro_Press_SPACE.rt,Exp_Intro_Press_SPACE.duration,Exp_Routine.started,Exp_Routine_ISI.started,Exp_Routine_Statement_Primer.started,Exp_Routine_Statement_Primer.stopped,Exp_Routine_Statement.started,Exp_Routine_Image_Primer.started,Exp_Routine_Image_Primer.stopped,Exp_Routine_Image.started,Exp_Routine_Key_Resp.started,Exp_Routine.stopped,Exp_Routine_Key_Resp.keys,Exp_Routine_Key_Resp.corr,Exp_Routine_Key_Resp.rt,Exp_Routine_Key_Resp.duration,Break.started,Break_Text.started,Break_Text.stopped,Break_Key_Resp.started,Break_Key_Resp.stopped,Break.stopped,Break_Key_Resp.keys,Break_Key_Resp.rt,Break_Key_Resp.duration,Exp_End.started,Exp_End_Text.started,Exp_End_Key_Resp.started,Exp_End.stopped,Exp_End_Key_Resp.keys,Exp_End_Key_Resp.rt,Exp_End_Key_Resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0030036000534892,0.02463450003415346,2.0082113000098616,2.0082113000098616,14.16692450013943,space,12.149198200087994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,001,001,2025-10-01_10h16.37.542,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 10h17.00.938100 +0100
Knowledge,Neg,TRUE,N,TB-K,TT_B,PsychoPyStudy5Stim/TT_B_1.png,Adam does NOT KNOW there is ONE cube,One,h,b,Y,-,N,0,0,0,80,14.27992060012184,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.27642560005188,0.10951290000230074,14.3618283001706,14.740570700028911,14.840855400078,16.840815900126472,17.240715899970382,17.371057300129905,17.371057300129905,20.9603224999737,b,0,3.5876619999762625,NA,20.961499799974263,20.973930000094697,20.973930000094697,20.973930000094697,20.973930000094697,20.962055100128055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,001,001,2025-10-01_10h16.37.542,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 10h17.00.938100 +0100
Knowledge,Reg,FALSE,N,FB-Ig,T_B_T,PsychoPyStudy5Stim/T_B_T_7.png,Adam KNOWS there are ZERO cubes,Zero,b,h,N,PropFalse,N,0,1,1,281,20.973930000094697,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.96272370009683,3.1620007939636e-4,21.05748139997013,21.44074650015682,21.540856400039047,23.540768000064418,23.94086670014076,24.043095299974084,24.043095299974084,26.86020980007015,b,1,2.810025400016457,NA,26.86069989996031,26.873922600178048,26.873922600178048,26.873922600178048,26.873922600178048,26.8612319000531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,001,001,2025-10-01_10h16.37.542,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 10h17.00.938100 +0100
Belief,Neg,FALSE,N,TB-K,TT_B,PsychoPyStudy5Stim/TT_B_7.png,Adam does NOT THINK there are TWO cubes,Two,b,h,Y,PropFalse,N,0,2,2,102,26.873922600178048,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.861611500149593,2.9570003971457e-4,26.958860900020227,27.3404880000744,27.440961600048468,29.44076420017518,29.84077060013078,29.94313949998468,29.94313949998468,34.843539600027725,b,1,4.894948699977249,NA,34.844053300097585,34.85717670014128,34.85717670014128,34.85717670014128,34.85717670014128,34.84458480007015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,001,001,2025-10-01_10h16.37.542,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 10h17.00.938100 +0100
Knowledge,Reg,TRUE,N,TB-K-B,DD_B,PsychoPyStudy5Stim/DD_B_2.png,Adam KNOWS there are ZERO cubes,Zero,h,b,N,-,N,0,3,3,216,34.85717670014128,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.84496200014837,3.4580007195472e-4,34.93657490005717,35.30710510001518,35.40752510004677,37.407377700088546,37.80738450004719,37.909698799951,37.909698799951,39.56033080001362,h,1,1.6397428999189287,NA,39.56091260001995,39.57389650004916,39.57389650004916,39.57389650004916,39.57389650004916,39.56152160000056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,001,001,2025-10-01_10h16.37.542,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 10h17.00.938100 +0100
Knowledge,Reg,FALSE,N,FB-Ig,B_TT,PsychoPyStudy5Stim/B_TT_2.png,Adam KNOWS there are ZERO cubes,Zero,b,h,N,PropTrueNoKnow,Y,0,4,4,322,39.57389650004916,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.56196129997261,3.4349993802607e-4,39.65875250007957,40.04060099995695,40.14063549996354,42.14076340012252,42.54063490009867,42.64287189999595,42.64287189999595,51.09379340009764,h,0,8.44272379996255,NA,51.09443010017276,51.10721280006692,51.10721280006692,51.10721280006692,51.10721280006692,51.09512800001539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,001,001,2025-10-01_10h16.37.542,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 10h17.00.938100 +0100
Belief,Neg,FALSE,N,NB-TB-K,TT_NB,PsychoPyStudy5Stim/TT_NB_1.png,Adam does NOT THINK there are TWO cubes,Two,b,h,Y,PropFalse,N,0,5,5,72,51.10721280006692,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.09565789997578,4.1990005411207e-4,51.18617180013098,51.55730580003001,51.65740200015716,53.65724980016239,54.05729539995082,54.15950569999404,54.15950569999404,56.01042010006495,b,1,1.8458803000394255,NA,56.0109858000651,56.023873900063336,56.023873900063336,56.023873900063336,56.023873900063336,56.01164699997753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,001,001,2025-10-01_10h16.37.542,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 10h17.00.938100 +0100
Belief,Reg,FALSE,N,TB-K-B,TD_B,PsychoPyStudy5Stim/TD_B_3.png,Adam THINKS there are ZERO cubes,Zero,b,h,N,PropFalse,N,0,6,6,265,56.023873900063336,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.01208640006371,3.4280004911124e-4,56.10371040017344,56.47380949999206,56.57409020001069,58.573893800145015,58.97399009997025,59.076973400078714,59.076973400078714,62.07636600011028,b,1,2.9840585999190807,NA,62.07669570017606,62.09041559998877,62.09041559998877,62.09041559998877,62.09041559998877,62.07705800002441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,001,001,2025-10-01_10h16.37.542,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 10h17.00.938100 +0100
Knowledge,Reg,TRUE,N,NB-TB-K,DD_NB,PsychoPyStudy5Stim/DD_NB_3.png,Adam KNOWS there are ZERO cubes,Zero,h,b,N,-,N,0,7,7,149,62.09041559998877,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.07729950011708,1.9019981846213e-4,62.17467870004475,62.55705770011991,62.65722170006484,64.65733029996045,65.0572766000405,65.15979990013875,65.15979990013875,67.82626070012338,h,1,2.6528805000707507,NA,67.82655300013721,67.84040450002067,67.84040450002067,67.84040450002067,67.84040450002067,67.82687170011923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,001,001,2025-10-01_10h16.37.542,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 10h17.00.938100 +0100
Knowledge,Neg,TRUE,N,NB-TB-K,TT_NB,PsychoPyStudy5Stim/TT_NB_1.png,Adam does NOT KNOW there is ONE cube,One,h,b,Y,-,N,0,8,8,56,67.84040450002067,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.8270817999728,1.6529997810721e-4,67.90933179995045,68.29049389995635,68.39071499998681,70.39046320016496,70.79072630009614,70.89296660013497,70.89296660013497,72.54434949997813,b,0,1.6483930998947471,NA,72.54515990009531,72.557110800175,72.557110800175,72.557110800175,72.557110800175,72.54613160016015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,001,001,2025-10-01_10h16.37.542,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 10h17.00.938100 +0100
