Statement_Type,Reg_Neg,Truth_Value,Experimental,Scenario,Stimuli_Type,Stimulus,Statement,Statement_Number,CorAnsOdd,CorAnsEven,Barrier,Why_False,Check_Trial,Exp_Trial.thisRepN,Exp_Trial.thisTrialN,Exp_Trial.thisN,Exp_Trial.thisIndex,thisRow.t,notes,Exp_Intro.started,Exp_Intro_Text.started,Exp_Intro_Press_SPACE_Text.started,Exp_Intro_Press_SPACE.started,Exp_Intro.stopped,Exp_Intro_Press_SPACE.keys,Exp_Intro_Press_SPACE.rt,Exp_Intro_Press_SPACE.duration,Exp_Routine.started,Exp_Routine_ISI.started,Exp_Routine_Statement_Primer.started,Exp_Routine_Statement_Primer.stopped,Exp_Routine_Statement.started,Exp_Routine_Image_Primer.started,Exp_Routine_Image_Primer.stopped,Exp_Routine_Image.started,Exp_Routine_Key_Resp.started,Exp_Routine.stopped,Exp_Routine_Key_Resp.keys,Exp_Routine_Key_Resp.corr,Exp_Routine_Key_Resp.rt,Exp_Routine_Key_Resp.duration,Break.started,Break_Text.started,Break_Text.stopped,Break_Key_Resp.started,Break_Key_Resp.stopped,Break.stopped,Break_Key_Resp.keys,Break_Key_Resp.rt,Break_Key_Resp.duration,Exp_End.started,Exp_End_Text.started,Exp_End_Key_Resp.started,Exp_End_Text.stopped,Exp_End_Key_Resp.stopped,Exp_End.stopped,Exp_End_Key_Resp.keys,participant,session,date,expName,psychopyVersion,frameRate,expStart
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00290439999662339,0.02469909994397312,1.9961861999472603,1.9961861999472603,6.9357001999160275,space,4.924469699966721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Belief,Reg,TRUE,N,FB-Ig,B_TT,PsychoPyStudy5Stim/B_TT_3.png,Adam THINKS there are ZERO cubes,Zero,h,b,N,-,Y,0,0,0,328,7.068160999915563,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.064401299925521,0.12882680003531277,7.155729099991731,7.52878149994649,7.6287485000211746,9.628827499924228,10.028841199935414,10.15028479998,10.15028479998,12.132071399944834,b,1,1.9699219000758603,NA,12.133719999925232,12.14539620000869,12.14539620000869,12.14539620000869,12.14539620000869,12.134535899967888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Belief,Neg,FALSE,N,NB-TB-K,T_NB,PsychoPyStudy5Stim/T_NB_7.png,Adam does NOT THINK there is ONE cube,One,b,h,Y,PropFalse,N,0,1,1,54,12.14539620000869,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.135407899972051,4.3999997433274e-4,12.245987699949184,12.628832699963825,12.728919700020924,14.728909899946302,15.128857699921356,15.231266199960372,15.231266199960372,18.531934099970385,h,1,3.288487099925987,NA,18.53255389991682,18.54538000002503,18.54538000002503,18.54538000002503,18.54538000002503,18.533241599914614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Knowledge,Neg,TRUE,Y,FB-Ig,T_B_T,PsychoPyStudy5Stim/T_B_T_4.png,Adam does NOT KNOW there are TWO cubes,Two,h,b,Y,-,N,0,2,2,3,18.54538000002503,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.533742300001904,3.91700072214e-4,18.6432965999702,19.028613099944774,19.128928299993277,21.12890409992542,21.528903499944136,21.631213399930857,21.631213399930857,23.997838099952787,b,1,2.3531783999642357,NA,23.998131799977273,24.01194050000049,24.01194050000049,24.01194050000049,24.01194050000049,23.998446199926548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Knowledge,Neg,FALSE,N,TB-K,TT_B,PsychoPyStudy5Stim/TT_B_3.png,Adam does NOT KNOW there are TWO cubes,Two,b,h,Y,PropFalse,N,0,3,3,90,24.01194050000049,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.998658500029705,1.660999841988e-4,24.085673699970357,24.46209899999667,24.562246199930087,26.56220459996257,26.962237700005065,27.064593099988997,27.064593099988997,28.114694399992004,h,1,1.039293000008911,NA,28.114987800014205,28.12859939993359,28.12859939993359,28.12859939993359,28.12859939993359,28.115307400003076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Knowledge,Reg,TRUE,N,NB-TB-K,DD_NB,PsychoPyStudy5Stim/DD_NB_6.png,Adam KNOWS there are ZERO cubes,Zero,h,b,N,-,N,0,4,4,152,28.12859939993359,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.1155142999487,1.622000709176e-4,28.236496899975464,28.612087899935432,28.71220650000032,30.712097399984486,31.11208639992401,31.214380600024015,31.214380600024015,32.64850160002243,b,1,1.417254599975422,NA,32.6489891000092,32.661974099930376,32.661974099930376,32.661974099930376,32.661974099930376,32.64953149994835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Knowledge,Reg,TRUE,N,NB-TB-K,DD_NB,PsychoPyStudy5Stim/DD_NB_5.png,Adam KNOWS there are ZERO cubes,Zero,h,b,N,-,N,0,5,5,151,32.661974099930376,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.649903399986215,2.8659997042268e-4,32.74390849994961,33.128720499924384,33.22888770001009,35.22878659993876,35.6287566999672,35.73106719995849,35.73106719995849,38.01514879998285,b,1,2.2776709999889135,NA,38.015628100023605,38.02858359995298,38.02858359995298,38.02858359995298,38.02858359995298,38.01617770001758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Belief,Neg,TRUE,N,TB-K,TT_B,PsychoPyStudy5Stim/TT_B_4.png,Adam does NOT THINK there is ONE cube,One,h,b,Y,-,N,0,6,6,87,38.02858359995298,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.01656239992008,2.9990007169544e-4,38.113538099918514,38.49530880001839,38.595500899944454,40.595442799967714,40.99539900000673,41.09812049998436,41.09812049998436,58.91532659996301,b,1,17.80568980006501,NA,58.91599669994321,58.92859619995579,58.92859619995579,58.92859619995579,58.92859619995579,58.91666849993635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Reality,Reg,TRUE,N,TB-K-B,DD_B,PsychoPyStudy5Stim/DD_B_6.png,"In REALITY, there are ZERO cubes",Zero,h,b,N,-,N,0,7,7,237,58.92859619995579,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.917192599968985,3.84800019674e-4,59.01249170000665,59.3953156999778,59.49529679992702,61.49542199994903,61.89530799991917,61.9976147999987,61.9976147999987,63.93162209994625,b,1,1.931564300088212,NA,63.93221709993668,63.9451944999164,63.9451944999164,63.9451944999164,63.9451944999164,63.93277359998319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Belief,Neg,FALSE,N,TB-K,TD_B,PsychoPyStudy5Stim/TD_B_7.png,Adam does NOT THINK there is ONE cube,One,b,h,Y,PropFalse,N,0,8,8,126,63.9451944999164,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.93320059997495,3.3780001103878e-4,64.03524489991833,64.41195280000102,64.51194330002181,66.51188979996368,66.91200369992293,67.0143628999358,67.0143628999358,69.51502479996998,h,1,2.489744500024244,NA,69.5155197000131,69.52850559994113,69.52850559994113,69.52850559994113,69.52850559994113,69.51606739999261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Belief,Neg,TRUE,N,NB-TB-K,T_NB,PsychoPyStudy5Stim/T_NB_1.png,Adam does NOT THINK there are TWO cubes,Two,h,b,Y,-,N,0,9,9,36,69.52850559994113,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.51644679997116,2.955999225378e-4,69.60707679996267,69.97854579996783,70.0787166999653,72.07861760002561,72.47862209996674,72.58115270000417,72.58115270000417,77.03193719999399,b,1,4.434505200013518,NA,77.0325990000274,77.04518279992044,77.04518279992044,77.04518279992044,77.04518279992044,77.03331550001167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Belief,Neg,FALSE,N,NB-TB-K,T_NB,PsychoPyStudy5Stim/T_NB_4.png,Adam does NOT THINK there is ONE cube,One,b,h,Y,PropFalse,N,0,10,10,51,77.04518279992044,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.03383859992027,4.043000517413e-4,77.1228540999582,77.49520240002312,77.59531030000653,79.59524379996583,79.99527319998015,80.09760440001264,80.09760440001264,81.88153299991973,h,1,1.7669099000049755,NA,81.88203929993324,81.89511599997059,81.89511599997059,81.89511599997059,81.89511599997059,81.88261029997375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Knowledge,Neg,TRUE,Y,FB-Ig,D_B_T,PsychoPyStudy5Stim/D_B_T_3.png,Adam does NOT KNOW there is ONE cube,One,h,b,Y,-,N,0,11,11,10,81.89511599997059,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88300199992955,3.0250009149312e-4,81.98077539994847,82.36187899997458,82.46188740001526,84.46201359992847,84.86192529997788,84.96443789999466,84.96443789999466,87.26475259999279,b,1,2.284553000004962,NA,87.2652487999294,87.2784365999978,87.2784365999978,87.2784365999978,87.2784365999978,87.26578369992785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Belief,Neg,FALSE,N,NB-TB-K,T_NB,PsychoPyStudy5Stim/T_NB_5.png,Adam does NOT THINK there is ONE cube,One,b,h,Y,PropFalse,N,0,12,12,52,87.2784365999978,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.26615919999313,2.905000001192e-4,87.36294030002318,87.7451728999149,87.84533379995264,89.84541760000866,90.24520120001398,90.34742919995917,90.34742919995917,94.96473879995756,h,1,4.604581300052814,NA,94.9650683000218,94.97837259992956,94.97837259992956,94.97837259992956,94.97837259992956,94.96541349997278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Knowledge,Reg,FALSE,N,FB-Ig,T_B_T,PsychoPyStudy5Stim/T_B_T_1.png,Adam KNOWS there are ZERO cubes,Zero,b,h,N,PropFalse,N,0,13,13,275,94.97837259992956,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.9656307999976,1.7180002760142e-4,95.0524634999456,95.42850289994384,95.52863419998904,97.5285537999589,97.92852119996678,98.03092649998143,98.03092649998143,99.64843059994746,h,1,1.608542599948123,NA,99.64905180002096,99.66176379995886,99.66176379995886,99.66176379995886,99.66176379995886,99.64979910000692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Belief,Neg,FALSE,N,NB-TB-K,T_NB,PsychoPyStudy5Stim/T_NB_6.png,Adam does NOT THINK there is ONE cube,One,b,h,Y,PropFalse,N,0,14,14,53,99.66176379995886,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.65029329992832,4.075999604538e-4,99.75910719996318,100.1282011999283,100.22845179995056,102.22857699997256,102.62849679996724,102.7312614999246,102.7312614999246,108.14867999998388,h,1,5.4133432999951765,NA,108.14935510000214,108.16189270000903,108.16189270000903,108.16189270000903,108.16189270000903,108.15004199999385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Belief,Reg,FALSE,N,NB-TB-K,TT_NB,PsychoPyStudy5Stim/TT_NB_6.png,Adam THINKS there is ONE cube,One,b,h,N,PropFalse,N,0,15,15,190,108.16189270000903,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.15056879993062,3.8610002957284e-4,108.24534449994098,108.62849509995431,108.7284211999504,110.72854599996936,111.1285016000038,111.23090700001922,111.23090700001922,112.81497219996528,h,1,1.5767343000043184,NA,112.815486199921,112.82835079997312,112.82835079997312,112.82835079997312,112.82835079997312,112.81603639991954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Knowledge,Neg,TRUE,N,NB-TB-K,T_NB,PsychoPyStudy5Stim/T_NB_3.png,Adam does NOT KNOW there are TWO cubes,Two,h,b,Y,-,N,0,16,16,34,112.82835079997312,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.8164188999217,2.9470003210008e-4,112.90652469999624,113.2781752999872,113.37833739991764,115.37833849992604,115.7783418999752,115.88099149998745,115.88099149998745,123.81495379994158,b,1,7.927091399906203,NA,123.8152641999768,123.82821950002108,123.82821950002108,123.82821950002108,123.82821950002108,123.8157589000184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Belief,Reg,FALSE,N,FB-Ig,D_B_T,PsychoPyStudy5Stim/D_B_T_6.png,Adam THINKS there are TWO cubes,Two,b,h,N,PropFalse,N,0,17,17,304,123.82821950002108,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.81598369998392,1.7509993631392e-4,123.9110209000064,124.29500579996966,124.39525089995004,126.39518729993142,126.79507310001644,126.89750770002138,126.89750770002138,128.48118090000935,h,1,1.5816808000672609,NA,128.48147479991894,128.4949669999769,128.4949669999769,128.4949669999769,128.4949669999769,128.48179130000062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Knowledge,Reg,FALSE,N,FB-Ig,B_T,PsychoPyStudy5Stim/B_T_3.png,Adam KNOWS there are ZERO cubes,Zero,b,h,N,PropTrueNoKnow,Y,0,18,18,309,128.4949669999769,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.4820034999866,1.668999902904e-4,128.57209529995453,128.94506840000395,129.04520659998525,131.04517079994548,131.4448969999794,131.54737839999143,131.54737839999143,132.91535989998374,h,1,1.3572105000494048,NA,132.91614759992808,132.92836529994383,132.92836529994383,132.92836529994383,132.92836529994383,132.91709080000874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Belief,Reg,TRUE,N,NB-TB-K,TT_NB,PsychoPyStudy5Stim/TT_NB_6.png,Adam THINKS there are TWO cubes,Two,h,b,N,-,N,0,19,19,178,132.92836529994383,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.9177368999226,5.0729990471154e-4,133.01268169994,133.395013500005,133.49518780002836,135.49503689992707,135.89514019992205,135.9976782000158,135.9976782000158,137.7478324000258,b,1,1.739306499948725,NA,137.7483469999861,137.76157859992236,137.76157859992236,137.76157859992236,137.76157859992236,137.74887379992288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Reality,Reg,FALSE,N,FB-Ig,B_TT,PsychoPyStudy5Stim/B_TT_5.png,"In REALITY, there is ONE cube",One,b,h,N,-,N,0,20,20,335,137.76157859992236,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.7492773999693,2.9709993395954e-4,137.8543494999176,138.22831219993532,138.32841259997804,140.32841359998565,140.72835320001468,140.8307362999767,140.8307362999767,142.56684949994087,h,1,1.7291410999605432,NA,142.5682810000144,142.57849679992069,142.57849679992069,142.57849679992069,142.57849679992069,142.5696556000039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Knowledge,Reg,TRUE,N,TB-K-B,DD_B,PsychoPyStudy5Stim/DD_B_7.png,Adam KNOWS there are ZERO cubes,Zero,h,b,N,-,N,0,21,21,221,142.57849679992069,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.5706451999722,7.5769994873553e-4,142.6721318999771,143.04498609993607,143.14514409995172,145.1451077000238,145.54503479995765,145.6474022999173,145.6474022999173,148.41490069997965,b,1,2.760222699958831,NA,148.41562220000196,148.4282976000104,148.4282976000104,148.4282976000104,148.4282976000104,148.41634120000526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Belief,Neg,FALSE,N,NB-TB-K,TT_NB,PsychoPyStudy5Stim/TT_NB_3.png,Adam does NOT THINK there are TWO cubes,Two,b,h,Y,PropFalse,N,0,22,22,74,148.4282976000104,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.41690870001912,4.1920004878193e-4,148.51200550002977,148.8949446999468,148.99513769999612,150.995095100021,151.39505029993597,151.49724019994028,151.49724019994028,156.84832569991704,h,1,5.334633800084703,NA,156.84902740002144,156.86157980002463,156.86157980002463,156.86157980002463,156.86157980002463,156.8497655999381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Knowledge,Neg,TRUE,N,TB-K,TD_B,PsychoPyStudy5Stim/TD_B_3.png,Adam does NOT KNOW there are TWO cubes,Two,h,b,Y,-,N,0,23,23,106,156.86157980002463,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.85029470000882,4.0679995436221e-4,156.94205660000443,157.31160279992037,157.41163220000453,159.41176619997714,159.81144109996967,159.91390549996868,159.91390549996868,163.09811459993944,h,0,3.1745433000614867,NA,163.09874149993993,163.1115120999748,163.1115120999748,163.1115120999748,163.1115120999748,163.09941719996277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Belief,Neg,FALSE,N,TB-K,TT_B,PsychoPyStudy5Stim/TT_B_2.png,Adam does NOT THINK there are TWO cubes,Two,b,h,Y,PropFalse,N,0,24,24,97,163.1115120999748,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.09991109999828,3.8429989945143e-4,163.19444430002477,163.5782721999567,163.67842190002557,165.67840480001178,166.07827810000165,166.18068300001323,166.18068300001323,171.3655592999421,h,1,5.1803148000035435,NA,171.36640059994534,171.3782937999349,171.3782937999349,171.3782937999349,171.3782937999349,171.36731509992387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Knowledge,Reg,TRUE,N,NB-TB-K,DD_NB,PsychoPyStudy5Stim/DD_NB_4.png,Adam KNOWS there are ZERO cubes,Zero,h,b,N,-,N,0,25,25,150,171.3782937999349,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.3679718999192,5.0510000437498e-4,171.4561947999755,171.82799369993154,171.92812499997672,173.92834929993842,174.32824960001744,174.43065290001687,174.43065290001687,175.84817030001432,b,1,1.400781900039874,NA,175.8488333999412,175.86148500000127,175.86148500000127,175.86148500000127,175.86148500000127,175.84956170001533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Belief,Neg,FALSE,N,TB-K,TT_B,PsychoPyStudy5Stim/TT_B_8.png,Adam does NOT THINK there are TWO cubes,Two,b,h,Y,PropFalse,N,0,26,26,103,175.86148500000127,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.85008369991556,4.0080002509057e-4,175.93840360001195,176.3115721999202,176.41169989993796,178.41158840002026,178.81153369997628,178.91397879994474,178.91397879994474,181.9814373999834,h,1,3.0536984000355005,NA,181.9821338999318,181.9948153999867,181.9948153999867,181.9948153999867,181.9948153999867,181.9828846999444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Belief,Neg,TRUE,N,TB-K,TD_B,PsychoPyStudy5Stim/TD_B_3.png,Adam does NOT THINK there are TWO cubes,Two,h,b,Y,-,N,0,27,27,110,181.9948153999867,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.9834194999421,4.1410000994801e-4,182.06635949993503,182.44483479997143,182.54497689998243,184.5448030999396,184.944880999974,185.0474542999873,185.0474542999873,188.4307235999731,b,1,3.3680314000230283,NA,188.43102219991852,188.4446922999341,188.4446922999341,188.4446922999341,188.4446922999341,188.4313450999325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Knowledge,Reg,FALSE,N,FB-Ig,D_B_T,PsychoPyStudy5Stim/D_B_T_4.png,Adam KNOWS there are TWO cubes,Two,b,h,N,PropFalse,N,0,28,28,294,188.4446922999341,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.43155749992,1.6619998496025e-4,188.51942559995223,188.89481819991488,188.99506799993105,190.99480550002772,191.39491369994357,191.49724139994944,191.49724139994944,192.6643399000168,h,1,1.15135860000737,NA,192.6648559999885,192.67805989994667,192.67805989994667,192.67805989994667,192.67805989994667,192.66539009998087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Knowledge,Neg,FALSE,N,TB-K,TD_B,PsychoPyStudy5Stim/TD_B_2.png,Adam does NOT KNOW there is ONE cube,One,b,h,Y,PropFalse,N,0,29,29,113,192.67805989994667,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.66579679993447,3.0050007626414e-4,192.7527231000131,193.12827169999943,193.22805519995745,195.22831529995892,195.62821400002576,195.73109289992135,195.73109289992135,197.49776029994248,h,1,1.756994100054726,NA,197.4982797999401,197.51138129993345,197.51138129993345,197.51138129993345,197.51138129993345,197.49881219991948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Belief,Neg,TRUE,Y,FB-Ig,T_B_T,PsychoPyStudy5Stim/T_B_T_2.png,Adam does NOT THINK there are TWO cubes,Two,h,b,Y,-,N,0,30,30,17,197.51138129993345,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.4992188999895,3.2079999800771e-4,197.5875407999847,197.96157279994804,198.0616091999691,200.06151029991452,200.46157259994652,200.5639533000067,200.5639533000067,203.48109679995105,b,1,2.9079033999005333,NA,203.48158499994315,203.49472189997323,203.49472189997323,203.49472189997323,203.49472189997323,203.48216269991823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Knowledge,Reg,TRUE,N,TB-K-B,DD_B,PsychoPyStudy5Stim/DD_B_2.png,Adam KNOWS there are ZERO cubes,Zero,h,b,N,-,N,0,31,31,216,203.49472189997323,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.48254539992195,2.9890006408095e-4,203.57195789995603,203.9447600999847,204.04486369993535,206.0448693999788,206.4448203999782,206.5471561999293,206.5471561999293,208.16449360002295,b,1,1.6136060999706388,NA,208.16498809994664,208.17799170000944,208.17799170000944,208.17799170000944,208.17799170000944,208.16557149996515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Reality,Reg,TRUE,N,TB-K-B,TD_B,PsychoPyStudy5Stim/TD_B_4.png,"In REALITY, there is ONE cube",One,h,b,N,-,N,0,32,32,272,208.17799170000944,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.16595709999092,3.0109996441751e-4,208.2546188000124,208.6281118999468,208.7282105999766,210.72820809995756,211.12806010001805,211.2304539999459,211.2304539999459,213.01433709997215,b,1,1.7687583999941126,NA,213.0148275999818,213.0279899999732,213.0279899999732,213.0279899999732,213.0279899999732,213.0153408999322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Belief,Reg,TRUE,N,TB-Ig,D_B,PsychoPyStudy5Stim/D_B_D_3.png,Adam THINKS there are ZERO cubes,Zero,h,b,N,-,Y,0,33,33,211,213.0279899999732,NA,NA,NA,NA,NA,NA,NA,NA,NA,213.0157227999298,2.9590004123747e-4,213.10834959999193,213.4779678999912,213.57821980002336,215.57825090002737,215.97816439997405,216.08061960001945,216.08061960001945,220.44730170001276,b,1,4.350906000006944,NA,220.4476708000293,220.46122930001,220.46122930001,220.46122930001,220.46122930001,220.44808489992283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
Belief,Neg,TRUE,Y,FB-Ig,D_B_T,PsychoPyStudy5Stim/D_B_T_4.png,Adam does NOT THINK there is ONE cube,One,h,b,Y,-,N,0,34,34,27,220.46122930001,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.4483620999381,2.1580001339316e-4,220.54922019992955,220.92803640000056,221.02825969993137,223.02809289994184,223.4279418999795,223.53040509996936,223.53040509996936,226.4145673000021,b,1,2.868537300033495,NA,226.4152298999252,226.4279568999773,226.4279568999773,226.4279568999773,226.4279568999773,226.41592880000823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,034,001,2025-10-10_11h01.06.150,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-10 11h01.20.317446 +0100
