Statement_Type,Reg_Neg,Truth_Value,Experimental,Scenario,Stimuli_Type,Stimulus,Statement,Statement_Number,CorAnsOdd,CorAnsEven,Barrier,Why_False,Check_Trial,Exp_Trial.thisRepN,Exp_Trial.thisTrialN,Exp_Trial.thisN,Exp_Trial.thisIndex,thisRow.t,notes,Exp_Intro.started,Exp_Intro_Text.started,Exp_Intro_Press_SPACE_Text.started,Exp_Intro_Press_SPACE.started,Exp_Intro.stopped,Exp_Intro_Press_SPACE.keys,Exp_Intro_Press_SPACE.rt,Exp_Intro_Press_SPACE.duration,Exp_Routine.started,Exp_Routine_ISI.started,Exp_Routine_Statement_Primer.started,Exp_Routine_Statement_Primer.stopped,Exp_Routine_Statement.started,Exp_Routine_Image_Primer.started,Exp_Routine_Image_Primer.stopped,Exp_Routine_Image.started,Exp_Routine_Key_Resp.started,Exp_Routine.stopped,Exp_Routine_Key_Resp.keys,Exp_Routine_Key_Resp.corr,Exp_Routine_Key_Resp.rt,Exp_Routine_Key_Resp.duration,Break.started,Break_Text.started,Break_Text.stopped,Break_Key_Resp.started,Break_Key_Resp.stopped,Break.stopped,Break_Key_Resp.keys,Break_Key_Resp.rt,Break_Key_Resp.duration,Exp_End.started,Exp_End_Text.started,Exp_End_Key_Resp.started,Exp_End_Text.stopped,Exp_End_Key_Resp.stopped,Exp_End.stopped,Exp_End_Key_Resp.keys,participant,session,date,expName,psychopyVersion,frameRate,expStart
Knowledge,Neg,FALSE,N,TB-K,TD_B,PsychoPyStudy5Stim/TD_B_8.png,Adam does NOT KNOW there is ONE cube,One,b,h,Y,PropFalse,N,0,9,9,119,73.25855439994484,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.2469037999399,3.9710011333227e-4,73.33363189990632,73.70859719999135,73.80870150006376,75.80855319998227,76.20867000008002,76.31068550003693,76.31068550003693,80.29447289998643,h,1,3.97896709991619,NA,80.29497940000147,80.30850780010223,80.30850780010223,80.30850780010223,80.30850780010223,80.29546190006658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,006,001,2025-10-01_15h12.04.075,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.15.994536 +0100
Knowledge,Reg,FALSE,N,TB-K-B,DD_B,PsychoPyStudy5Stim/DD_B_9.png,Adam KNOWS there is ONE cube,One,b,h,N,PropFalse,N,0,10,10,223,80.30850780010223,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.2958180999849,2.8089992702007e-4,80.38447139994241,80.75848089996725,80.85872799996287,82.8586858001072,83.25857220008038,83.36062290007249,83.36062290007249,85.07836159993894,h,1,1.7139132998418063,NA,85.07909510005265,85.0919379000552,85.0919379000552,85.0919379000552,85.0919379000552,85.07982910005376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,006,001,2025-10-01_15h12.04.075,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.15.994536 +0100
Belief,Neg,TRUE,Y,FB-Ig,D_B_T,PsychoPyStudy5Stim/D_B_T_3.png,Adam does NOT THINK there is ONE cube,One,h,b,Y,-,N,0,11,11,26,85.0919379000552,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.08039660006762,4.163000266999e-4,85.17318090004846,85.5585622000508,85.6586815000046,87.65868090000004,88.05877440003678,88.1606622999534,88.1606622999534,89.96152290003374,b,1,1.7925685001537204,NA,89.96215600008145,89.97517520003021,89.97517520003021,89.97517520003021,89.97517520003021,89.96285400004126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,006,001,2025-10-01_15h12.04.075,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.15.994536 +0100
Knowledge,Neg,FALSE,N,TB-K,TT_B,PsychoPyStudy5Stim/TT_B_6.png,Adam does NOT KNOW there are TWO cubes,Two,b,h,Y,PropFalse,N,0,12,12,93,89.97517520003021,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.96334440005012,3.7980009801685e-4,90.0609240999911,90.4419879000634,90.54219860001469,92.5419997998979,92.94200980011374,93.04388129990548,93.04388129990548,95.49469959991984,h,1,2.437718200031668,NA,95.49526609992608,95.50848200009204,95.50848200009204,95.50848200009204,95.50848200009204,95.4958975999616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,006,001,2025-10-01_15h12.04.075,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.15.994536 +0100
Reality,Reg,FALSE,N,NB-TB-K,DT_NB,PsychoPyStudy5Stim/TD_NB_1.png,"In REALITY, there are ZERO cubes",Zero,b,h,N,PropFalse,N,0,13,13,169,95.50848200009204,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.49633780005388,3.4029991365969e-4,95.58027700008824,95.95854749996217,96.0586826999206,98.0586719000712,98.45854909997432,98.56055529997684,98.56055529997684,99.76153729995713,h,1,1.1844148999080062,NA,99.76224280009046,99.7751283000689,99.7751283000689,99.7751283000689,99.7751283000689,99.7629899000749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,006,001,2025-10-01_15h12.04.075,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.15.994536 +0100
Knowledge,Reg,FALSE,N,TB-Ig,D_B,PsychoPyStudy5Stim/D_B_D_3.png,Adam KNOWS there are ZERO cubes,Zero,b,h,N,PropTrueNoKnow,Y,0,14,14,208,99.7751283000689,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.7635168998968,4.0540006011724e-4,99.84812509990296,100.2252223000396,100.32530730008148,102.32528140000068,102.7252378000412,102.82704639993608,102.82704639993608,104.0608202998992,h,1,1.221562899881974,NA,104.06111819995569,104.07492860010824,104.07492860010824,104.07492860010824,104.07492860010824,104.06144020007925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,006,001,2025-10-01_15h12.04.075,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.15.994536 +0100
Belief,Neg,TRUE,Y,FB-Ig,T_B_T,PsychoPyStudy5Stim/T_B_T_5.png,Adam does NOT THINK there are TWO cubes,Two,h,b,Y,-,N,0,15,15,20,104.07492860010824,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.06164760002866,1.624000724405e-4,104.14801119989716,104.52502229996026,104.62527880002744,106.62511150003412,107.025246999925,107.1272676999215,107.1272676999215,109.64451989997178,b,1,2.505845000036061,NA,109.64512080000712,109.65845240000635,109.65845240000635,109.65845240000635,109.65845240000635,109.64572550007142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,006,001,2025-10-01_15h12.04.075,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.15.994536 +0100
Belief,Reg,FALSE,N,TB-K-B,TD_B,PsychoPyStudy5Stim/TD_B_8.png,Adam THINKS there are ZERO cubes,Zero,b,h,N,PropFalse,N,0,16,16,270,109.65845240000635,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.64619969995692,3.7309993058443e-4,109.7441040999256,110.12516280007549,110.22532219998538,112.22526660002768,112.625256099971,112.72707640007138,112.72707640007138,114.06111119990236,h,1,1.3219687000382692,NA,114.06168129993604,114.07509030005896,114.07509030005896,114.07509030005896,114.07509030005896,114.06239000009371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,006,001,2025-10-01_15h12.04.075,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.15.994536 +0100
Knowledge,Reg,FALSE,N,FB-Ig,T_B_T,PsychoPyStudy5Stim/T_B_T_6.png,Adam KNOWS there are ZERO cubes,Zero,b,h,N,PropFalse,N,0,17,17,280,114.07509030005896,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.06282719993033,3.3960002474486e-4,114.15021890006028,114.52517629996872,114.62529199989513,116.6251604000572,117.02505149994975,117.12728030001745,117.12728030001745,119.44472060003318,h,1,2.3054033999796957,NA,119.44539309991524,119.45845309994183,119.45845309994183,119.45845309994183,119.45845309994183,119.44614390004426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,006,001,2025-10-01_15h12.04.075,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.15.994536 +0100
Knowledge,Reg,TRUE,N,NB-TB-K,TT_NB,PsychoPyStudy5Stim/TT_NB_5.png,Adam KNOWS there are TWO cubes,Two,h,b,N,-,N,0,18,18,171,119.45845309994183,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.44671100005507,4.4500012882053e-4,119.53081319993362,119.90848669991829,120.00854620011523,122.00837270007467,122.40849790000355,122.51050599990413,122.51050599990413,124.24492829991505,b,1,1.7305295001715422,NA,124.24561439990066,124.25841620005669,124.25841620005669,124.25841620005669,124.25841620005669,124.2463454999961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,006,001,2025-10-01_15h12.04.075,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.15.994536 +0100
Belief,Neg,FALSE,N,TB-K,TD_B,PsychoPyStudy5Stim/TD_B_8.png,Adam does NOT THINK there is ONE cube,One,b,h,Y,PropFalse,N,0,19,19,127,124.25841620005669,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.2468685999047,4.0400004945695e-4,124.3419353000354,124.72509590000844,124.82522789994256,126.82530870009214,127.22513470007108,127.32715080003254,127.32715080003254,130.26111449999735,h,1,2.922319000121206,NA,130.26175040006638,130.27504210011102,130.27504210011102,130.27504210011102,130.27504210011102,130.26241689990275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,006,001,2025-10-01_15h12.04.075,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.15.994536 +0100
Belief,Neg,TRUE,Y,FB-Ig,D_B_T,PsychoPyStudy5Stim/D_B_T_8.png,Adam does NOT THINK there is ONE cube,One,h,b,Y,-,N,0,20,20,31,130.27504210011102,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.2628868999891,3.6339997313916e-4,130.35565249994397,130.72507179994136,130.82514089997858,132.82520460011438,133.2252772001084,133.32713049999438,133.32713049999438,135.66101619997062,b,1,2.321969300042838,NA,135.66151100001298,135.67498139990494,135.67498139990494,135.67498139990494,135.67498139990494,135.6620573999826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,006,001,2025-10-01_15h12.04.075,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.15.994536 +0100
Belief,Neg,FALSE,N,TB-K,TD_B,PsychoPyStudy5Stim/TD_B_5.png,Adam does NOT THINK there is ONE cube,One,b,h,Y,PropFalse,N,0,21,21,124,135.67498139990494,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.66243740008213,2.95199919492e-4,135.7538680001162,136.12509369989857,136.2252664999105,138.22517409990542,138.62507850001566,138.72719480004162,138.72719480004162,140.1605354999192,h,1,1.418313300004229,NA,140.16082959994674,140.1749281999655,140.1749281999655,140.1749281999655,140.1749281999655,140.1611494999379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,006,001,2025-10-01_15h12.04.075,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.15.994536 +0100
Belief,Neg,TRUE,Y,FB-Ig,T_B_T,PsychoPyStudy5Stim/T_B_T_1.png,Adam does NOT THINK there are TWO cubes,Two,h,b,Y,-,N,0,22,22,16,140.1749281999655,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.1613610999193,1.6640010289847e-4,140.2493924999144,140.62508159992285,140.7252950000111,142.7252350000199,143.12513810000382,143.22706579999067,143.22706579999067,144.3778204000555,b,1,1.1341250999830663,NA,144.37842390011065,144.39171739993617,144.39171739993617,144.39171739993617,144.39171739993617,144.37904500006698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,006,001,2025-10-01_15h12.04.075,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.15.994536 +0100
Knowledge,Neg,TRUE,Y,FB-Ig,T_B_T,PsychoPyStudy5Stim/T_B_T_4.png,Adam does NOT KNOW there are TWO cubes,Two,h,b,Y,-,N,0,23,23,3,144.39171739993617,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.37950949999504,3.3989991061389e-4,144.47170939994976,144.8417233999353,144.9418713999912,146.9418711999897,147.34183629998006,147.4437643000856,147.4437643000856,148.29423970007338,h,0,0.8373348000459373,NA,148.29474209994078,148.3082099999301,148.3082099999301,148.3082099999301,148.3082099999301,148.29527390003204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,006,001,2025-10-01_15h12.04.075,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.15.994536 +0100
Belief,Reg,FALSE,N,NB-TB-K,TT_NB,PsychoPyStudy5Stim/TT_NB_2.png,Adam THINKS there is ONE cube,One,b,h,N,PropFalse,N,0,24,24,189,148.3082099999301,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.2956554000266,2.9490003362298e-4,148.3838927000761,148.7584212999791,148.85831300006248,150.85849309992045,151.25838320003822,151.36012850003317,151.36012850003317,152.42767190001905,h,1,1.0646803001873195,NA,152.42815809999593,152.44160589994863,152.44160589994863,152.44160589994863,152.44160589994863,152.42868839995936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,006,001,2025-10-01_15h12.04.075,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.15.994536 +0100
Belief,Reg,FALSE,N,NB-TB-K,TT_NB,PsychoPyStudy5Stim/TT_NB_8.png,Adam THINKS there are ZERO cubes,Zero,b,h,N,PropFalse,N,0,25,25,188,152.44160589994863,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.42906749993563,2.947999164462e-4,152.52233369997705,152.89167060004547,152.9917081000749,154.99178500007838,155.3916964000091,155.49362120009027,155.49362120009027,157.06090710009448,h,1,1.56391269993037,NA,157.06144380010664,157.07492340006866,157.07492340006866,157.07492340006866,157.07492340006866,157.06197410007007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,006,001,2025-10-01_15h12.04.075,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.15.994536 +0100
Knowledge,Neg,TRUE,N,NB-TB-K,T_NB,PsychoPyStudy5Stim/T_NB_2.png,Adam does NOT KNOW there are TWO cubes,Two,h,b,Y,-,N,0,26,26,33,157.07492340006866,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.06238220003434,3.1999987550079e-4,157.1507910999935,157.52501300000586,157.62491500005126,159.62508599995635,160.0251116999425,160.12709060008638,160.12709060008638,161.17808360001072,h,0,1.0420663999393582,NA,161.1787491000723,161.1916078000795,161.1916078000795,161.1916078000795,161.1916078000795,161.17950490000658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,006,001,2025-10-01_15h12.04.075,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.15.994536 +0100
Knowledge,Neg,TRUE,Y,FB-Ig,D_B_T,PsychoPyStudy5Stim/D_B_T_1.png,Adam does NOT KNOW there is ONE cube,One,h,b,Y,-,N,0,27,27,8,161.1916078000795,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.18000410008244,3.8560014218091e-4,161.26815939997323,161.641584899975,161.74176959996112,163.74179210001603,164.14148709992878,164.24332450004297,164.24332450004297,165.17758199991658,b,1,0.926438600057736,NA,165.17809999990277,165.19154689996503,165.19154689996503,165.19154689996503,165.19154689996503,165.17865159991197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,006,001,2025-10-01_15h12.04.075,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.15.994536 +0100
Knowledge,Neg,TRUE,Y,FB-Ig,T_B_T,PsychoPyStudy5Stim/T_B_T_7.png,Adam does NOT KNOW there are TWO cubes,Two,h,b,Y,-,N,0,28,28,6,165.19154689996503,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.17903189989738,2.9219989664852e-4,165.26621569995768,165.6417555999942,165.7416143999435,167.74176319991238,168.14171619992703,168.24347259989008,168.24347259989008,169.36099550011568,b,1,1.1094100000336766,NA,169.361559699988,169.37488889996894,169.37488889996894,169.37488889996894,169.37488889996894,169.36221130006015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,006,001,2025-10-01_15h12.04.075,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.15.994536 +0100
Belief,Reg,FALSE,N,NB-TB-K,TT_NB,PsychoPyStudy5Stim/TT_NB_3.png,Adam THINKS there are ZERO cubes,Zero,b,h,N,PropFalse,N,0,29,29,183,169.37488889996894,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.36265080003068,3.3949990756809e-4,169.45174650009722,169.82502379990183,169.92511789989658,171.92489659995772,172.32502319989726,172.42707480001263,172.42707480001263,173.5110514999833,h,1,1.0783102998975664,NA,173.51162489992566,173.52488679997623,173.52488679997623,173.52488679997623,173.52488679997623,173.51224870001897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,006,001,2025-10-01_15h12.04.075,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.15.994536 +0100
Knowledge,Neg,FALSE,N,TB-K,TT_B,PsychoPyStudy5Stim/TT_B_8.png,Adam does NOT KNOW there are TWO cubes,Two,b,h,Y,PropFalse,N,0,30,30,95,173.52488679997623,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.51269400003366,3.4349993802607e-4,173.60023700003512,173.97484149993397,174.07493170001544,176.0749335999135,176.47502020001411,176.57695570006035,176.57695570006035,178.91107950010337,h,1,2.319473600015044,NA,178.91174830007367,178.92490989994258,178.92490989994258,178.92490989994258,178.92490989994258,178.9124451999087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,006,001,2025-10-01_15h12.04.075,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.15.994536 +0100
Belief,Reg,TRUE,N,TB-K-B,DD_B,PsychoPyStudy5Stim/DD_B_6.png,Adam THINKS there are ZERO cubes,Zero,h,b,N,-,N,0,31,31,231,178.92490989994258,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.91294519999065,3.856997936964e-4,179.00609569996595,179.391531100031,179.49178709997796,181.49163229996336,181.8916156000923,181.99360650009476,181.99360650009476,183.62771390005943,b,1,1.6239704999607056,NA,183.62836179998703,183.6415546000935,183.6415546000935,183.6415546000935,183.6415546000935,183.62907900009304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,006,001,2025-10-01_15h12.04.075,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.15.994536 +0100
Knowledge,Reg,TRUE,N,NB-TB-K,DD_NB,PsychoPyStudy5Stim/DD_NB_8.png,Adam KNOWS there are ZERO cubes,Zero,h,b,N,-,N,0,32,32,154,183.6415546000935,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.62961370009,4.1990005411207e-4,183.72218440007416,184.09165300009772,184.1917357000057,186.19169709994455,186.59165560011752,186.6935809000861,186.6935809000861,187.8111805000808,b,1,1.1080795999150723,NA,187.8118849999737,187.82476349989884,187.82476349989884,187.82476349989884,187.82476349989884,187.81264059990644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,006,001,2025-10-01_15h12.04.075,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-01 15h12.15.994536 +0100
