Statement_Type,Reg_Neg,Truth_Value,Experimental,Scenario,Stimuli_Type,Stimulus,Statement,Statement_Number,CorAnsOdd,CorAnsEven,Barrier,Why_False,Check_Trial,Exp_Trial.thisRepN,Exp_Trial.thisTrialN,Exp_Trial.thisN,Exp_Trial.thisIndex,thisRow.t,notes,Exp_Intro.started,Exp_Intro_Text.started,Exp_Intro_Press_SPACE_Text.started,Exp_Intro_Press_SPACE.started,Exp_Intro.stopped,Exp_Intro_Press_SPACE.keys,Exp_Intro_Press_SPACE.rt,Exp_Intro_Press_SPACE.duration,Exp_Routine.started,Exp_Routine_ISI.started,Exp_Routine_Statement_Primer.started,Exp_Routine_Statement_Primer.stopped,Exp_Routine_Statement.started,Exp_Routine_Image_Primer.started,Exp_Routine_Image_Primer.stopped,Exp_Routine_Image.started,Exp_Routine_Key_Resp.started,Exp_Routine.stopped,Exp_Routine_Key_Resp.keys,Exp_Routine_Key_Resp.corr,Exp_Routine_Key_Resp.rt,Exp_Routine_Key_Resp.duration,Break.started,Break_Text.started,Break_Text.stopped,Break_Key_Resp.started,Break_Key_Resp.stopped,Break.stopped,Break_Key_Resp.keys,Break_Key_Resp.rt,Break_Key_Resp.duration,Exp_End.started,Exp_End_Text.started,Exp_End_Key_Resp.started,Exp_End_Text.stopped,Exp_End_Key_Resp.stopped,Exp_End.stopped,Exp_End_Key_Resp.keys,participant,session,date,expName,psychopyVersion,frameRate,expStart
Belief,Reg,TRUE,N,NB-TB-K,T_NB,PsychoPyStudy5Stim/T_NB_3.png,Adam THINKS there is ONE cube,One,h,b,N,-,N,0,79,79,142,447.3638528001029,NA,NA,NA,NA,NA,NA,NA,NA,NA,447.35172999999486,2.8979987837374e-4,447.43542490014806,447.8136990000494,447.913819400128,449.9140580999665,450.3139738000464,450.4161642000545,450.4161642000545,451.1175438000355,b,1,0.6971166001167148,NA,451.118326799944,451.1306142001413,451.1306142001413,451.1306142001413,451.1306142001413,451.11925360001624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Reg,FALSE,N,FB-Ig,T_B_T,PsychoPyStudy5Stim/T_B_T_8.png,Adam KNOWS there are ZERO cubes,Zero,b,h,N,PropFalse,N,0,80,80,282,451.1306142001413,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.1200250000693,6.4440001733601e-4,451.2146193999797,451.597309099976,451.6974116000347,453.6973820000421,454.09732110006735,454.1995682001579,454.1995682001579,455.26732060010545,h,1,1.0663906999398023,NA,455.2679228000343,455.2805341000203,455.2805341000203,455.2805341000203,455.2805341000203,455.2685365001671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Reality,Reg,FALSE,N,FB-Ig,B_T,PsychoPyStudy5Stim/B_T_4.png,"In REALITY, there are TWO cubes",Two,b,h,N,-,N,0,81,81,320,455.2805341000203,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.26900460012257,3.4360005520284e-4,455.3591153000016,455.7305672999937,455.8306552001741,457.83057320001535,458.2307093001437,458.3330016001128,458.3330016001128,459.46626380016096,h,1,1.1241769001353532,NA,459.4666236001067,459.4804384999443,459.4804384999443,459.4804384999443,459.4804384999443,459.4669503001496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Belief,Neg,FALSE,N,TB-K,TD_B,PsychoPyStudy5Stim/TD_B_1.png,Adam does NOT THINK there is ONE cube,One,b,h,Y,PropFalse,N,0,82,82,120,459.4804384999443,NA,NA,NA,NA,NA,NA,NA,NA,NA,459.4671599001158,1.6540009528398e-4,459.55248880013824,459.93052799999714,460.0305187001359,462.0307227000594,462.4306165999733,462.5327402001713,462.5327402001713,464.21667880006135,h,1,1.6765473999548703,NA,464.217118000146,464.230487999972,464.230487999972,464.230487999972,464.230487999972,464.217606900027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Reality,Reg,TRUE,N,TB-K-B,TT_B,PsychoPyStudy5Stim/TT_B_4.png,"In REALITY, there are TWO cubes",Two,h,b,N,-,N,0,83,83,252,464.230487999972,NA,NA,NA,NA,NA,NA,NA,NA,NA,464.2179366000928,2.5549996644258e-4,464.3089980001096,464.6805957001634,464.7805675000418,466.78061860008165,467.1806930000894,467.28288380010054,467.28288380010054,473.1504860999994,b,1,5.8627116999123245,NA,473.151141700102,473.1700003000442,NA,473.1700003000442,NA,493.81561470008455,space,20.63856659992598,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Reg,TRUE,N,NB-TB-K,D_NB,PsychoPyStudy5Stim/D_NB_4.png,Adam KNOWS there are ZERO cubes,Zero,h,b,N,-,N,0,84,84,131,493.8304473001044,NA,NA,NA,NA,NA,NA,NA,NA,NA,493.8169082000386,4.313001409173e-4,493.9368649001699,494.3135929000564,494.4137453001458,496.4137322001625,496.8138155001216,496.916159800021,496.916159800021,499.0175598000642,b,1,2.092737799976021,NA,499.01842069998384,499.03041060012765,499.03041060012765,499.03041060012765,499.03041060012765,499.0205781001132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Belief,Neg,TRUE,Y,FB-Ig,T_B_T,PsychoPyStudy5Stim/T_B_T_4.png,Adam does NOT THINK there are TWO cubes,Two,h,b,Y,-,N,0,85,85,19,499.03041060012765,NA,NA,NA,NA,NA,NA,NA,NA,NA,499.02130310004577,5.2629993297159e-4,499.1116468999535,499.49683340010233,499.5970163999591,501.5972253000364,501.9972318999935,502.0994878001511,502.0994878001511,505.65003320015967,b,1,3.5421380000188947,NA,505.650516099995,505.6636380001437,505.6636380001437,505.6636380001437,505.6636380001437,505.6510630999692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Reg,TRUE,N,NB-TB-K,D_NB,PsychoPyStudy5Stim/D_NB_2.png,Adam KNOWS there are ZERO cubes,Zero,h,b,N,-,N,0,86,86,129,505.6636380001437,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.65147850010544,3.1209993176162e-4,505.75779330008663,506.1304361000657,506.23057210003026,508.2305238000117,508.6304359999486,508.7326394000556,508.7326394000556,510.1665799000766,b,1,1.4206250000279397,NA,510.1670777001418,510.180254700128,510.180254700128,510.180254700128,510.180254700128,510.1676325001754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Belief,Neg,TRUE,N,NB-TB-K,T_NB,PsychoPyStudy5Stim/T_NB_4.png,Adam does NOT THINK there are TWO cubes,Two,h,b,Y,-,N,0,87,87,39,510.180254700128,NA,NA,NA,NA,NA,NA,NA,NA,NA,510.1680099000223,2.905000001192e-4,510.26202860008925,510.6470651000273,510.747255400056,512.7472127999645,513.1471861000173,513.2493597001303,513.2493597001303,517.1499060001224,b,1,3.887146000051871,NA,517.1503920000978,517.1635912000202,517.1635912000202,517.1635912000202,517.1635912000202,517.1510302999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Belief,Neg,FALSE,N,NB-TB-K,T_NB,PsychoPyStudy5Stim/T_NB_8.png,Adam does NOT THINK there is ONE cube,One,b,h,Y,PropFalse,N,0,88,88,55,517.1635912000202,NA,NA,NA,NA,NA,NA,NA,NA,NA,517.1514141999651,3.1800009310245e-4,517.25550070009194,517.6302823000588,517.7305650000926,519.7305437000468,520.1304295000155,520.2327503999695,520.2327503999695,522.2002362001222,h,1,1.9517996998038143,NA,522.2009076001123,522.2136242999695,522.2136242999695,522.2136242999695,522.2136242999695,522.2016490001697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Reg,FALSE,N,FB-Ig,T_B_T,PsychoPyStudy5Stim/T_B_T_4.png,Adam KNOWS there are ZERO cubes,Zero,b,h,N,PropFalse,N,0,89,89,278,522.2136242999695,NA,NA,NA,NA,NA,NA,NA,NA,NA,522.2021741000935,4.0450016967952e-4,522.2886310999747,522.6636416001711,522.7638658001088,524.7637626000214,525.1637564001139,525.2659636000171,525.2659636000171,526.5667254000437,h,1,1.2870635001454502,NA,526.567303400021,526.580202500103,526.580202500103,526.580202500103,526.580202500103,526.5679510999471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Reality,Reg,TRUE,N,NB-TB-K,T_NB,PsychoPyStudy5Stim/T_NB_6.png,"In REALITY, there is ONE cube",One,h,b,N,-,N,0,90,90,145,526.580202500103,NA,NA,NA,NA,NA,NA,NA,NA,NA,526.5684049001429,3.531000111252e-4,526.6691316000652,527.0468905000016,527.146892900113,529.1470125999767,529.547313899966,529.6497655001003,529.6497655001003,530.6828614000697,b,1,1.0314049001317471,NA,530.6831911001354,530.6968444001395,530.6968444001395,530.6968444001395,530.6968444001395,530.6835622000508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Reality,Reg,FALSE,N,TB-K-B,TD_B,PsychoPyStudy5Stim/TD_B_8.png,"In REALITY, there are TWO cubes",Two,b,h,N,PropFalse,N,0,91,91,274,530.6968444001395,NA,NA,NA,NA,NA,NA,NA,NA,NA,530.6837830001023,1.7359992489218e-4,530.7783215001691,531.1636411000509,531.2637732999865,533.2636871000286,533.663703000173,533.7659728000872,533.7659728000872,534.7998218000866,h,1,1.0188134000636635,NA,534.8003114999738,534.8135393999983,534.8135393999983,534.8135393999983,534.8135393999983,534.8008451999631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Reality,Reg,FALSE,N,TB-K-B,TT_B,PsychoPyStudy5Stim/TT_B_6.png,"In REALITY, there is ONE cube",One,b,h,N,PropFalse,N,0,92,92,254,534.8135393999983,NA,NA,NA,NA,NA,NA,NA,NA,NA,534.8012205001432,2.9039988294243e-4,534.8936063000001,535.2637408999726,535.3637977000326,537.3637288999744,537.7636569000315,537.8660254999995,537.8660254999995,538.8330769999884,h,1,0.9593921999912708,NA,538.8335822999943,538.8468782999553,538.8468782999553,538.8468782999553,538.8468782999553,538.8341145000886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Neg,TRUE,Y,FB-Ig,T_B_T,PsychoPyStudy5Stim/T_B_T_1.png,Adam does NOT KNOW there are TWO cubes,Two,h,b,Y,-,N,0,93,93,0,538.8468782999553,NA,NA,NA,NA,NA,NA,NA,NA,NA,538.83451039996,3.1289993785321e-4,538.9280277001671,539.3136382000521,539.4137697000988,541.4137636001687,541.8137026999611,541.9159590001218,541.9159590001218,543.2166127001401,b,1,1.286250399891287,NA,543.217180200154,543.2302218000405,543.2302218000405,543.2302218000405,543.2302218000405,543.2177848001011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Reg,TRUE,N,NB-TB-K,D_NB,PsychoPyStudy5Stim/D_NB_3.png,Adam KNOWS there are ZERO cubes,Zero,h,b,N,-,N,0,94,94,130,543.2302218000405,NA,NA,NA,NA,NA,NA,NA,NA,NA,543.2181910001673,3.1200004741549e-4,543.3205746000167,543.69693620014,543.7970298000146,545.797017400153,546.19692090014,546.2993442001753,546.2993442001753,547.5665140000638,b,1,1.252957999939099,NA,547.5670155000407,547.5801942001563,547.5801942001563,547.5801942001563,547.5801942001563,547.5676023999695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Neg,FALSE,N,NB-TB-K,TT_NB,PsychoPyStudy5Stim/TT_NB_7.png,Adam does NOT KNOW there are TWO cubes,Two,b,h,Y,PropFalse,N,0,95,95,70,547.5801942001563,NA,NA,NA,NA,NA,NA,NA,NA,NA,547.5679914001375,3.0039995908737e-4,547.6598348000553,548.0303534001578,548.1302959001623,550.1302728999872,550.530141999945,550.6325439000502,550.6325439000502,554.1835905001499,h,1,3.535943499999121,NA,554.184244700009,554.196841500001,554.196841500001,554.196841500001,554.196841500001,554.1850290000439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Neg,FALSE,N,TB-K,TT_B,PsychoPyStudy5Stim/TT_B_6.png,Adam does NOT KNOW there are TWO cubes,Two,b,h,Y,PropFalse,N,0,96,96,93,554.196841500001,NA,NA,NA,NA,NA,NA,NA,NA,NA,554.1855866000988,4.4260011054575e-4,554.2697642999701,554.646971500013,554.7469582001213,556.7471758001484,557.1469552000053,557.2492853000294,557.2492853000294,559.033577100141,h,1,1.7760607001837343,NA,559.0342175001279,559.0468570999801,559.0468570999801,559.0468570999801,559.0468570999801,559.0349695000332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Reg,FALSE,N,FB-Ig,B_T,PsychoPyStudy5Stim/B_T_5.png,Adam KNOWS there are ZERO cubes,Zero,b,h,N,PropTrueNoKnow,Y,0,97,97,311,559.0468570999801,NA,NA,NA,NA,NA,NA,NA,NA,NA,559.0355229000561,4.3720006942749e-4,559.1289250000846,559.5132746000309,559.6134796000551,561.613632200053,562.0136502999812,562.1159111999441,562.1159111999441,563.5495553000364,h,1,1.4215043000876904,NA,563.5498496000655,563.5634053000249,563.5634053000249,563.5634053000249,563.5634053000249,563.5501707000658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Reality,Reg,FALSE,N,FB-Ig,B_TT,PsychoPyStudy5Stim/B_TT_4.png,"In REALITY, there are ZERO cubes",Zero,b,h,N,-,N,0,98,98,334,563.5634053000249,NA,NA,NA,NA,NA,NA,NA,NA,NA,563.5503825000487,1.6569998115301e-4,563.640583800152,564.0135691999458,564.1135091001634,566.1135575999506,566.5134924000595,566.6159399000462,566.6159399000462,567.8160898999777,h,1,1.192305700154975,NA,567.8163884000387,567.8299177000299,567.8299177000299,567.8299177000299,567.8299177000299,567.8166894000024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Neg,FALSE,N,NB-TB-K,TT_NB,PsychoPyStudy5Stim/TT_NB_4.png,Adam does NOT KNOW there are TWO cubes,Two,b,h,Y,PropFalse,N,0,99,99,67,567.8299177000299,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.8169055001345,1.6809999942779e-4,567.8999765000772,568.2799454000778,568.3801561000291,570.3803908999544,570.7802922001574,570.8824989001732,570.8824989001732,572.2159170000814,h,1,1.3177722000982612,NA,572.2162311000284,572.2301026000641,572.2301026000641,572.2301026000641,572.2301026000641,572.2165814000182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Belief,Reg,FALSE,N,FB-Ig,D_B_T,PsychoPyStudy5Stim/D_B_T_2.png,Adam THINKS there are TWO cubes,Two,b,h,N,PropFalse,N,0,100,100,300,572.2301026000641,NA,NA,NA,NA,NA,NA,NA,NA,NA,572.2168116001412,1.8050009384751e-4,572.3012331000064,572.6800903000403,572.7803313999902,574.7803351001348,575.180178700015,575.2824552999809,575.2824552999809,576.4330921999644,h,1,1.133699599886313,NA,576.4336490000132,576.4467593000736,576.4467593000736,576.4467593000736,576.4467593000736,576.4342475000303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Reg,FALSE,N,FB-Ig,B_TT,PsychoPyStudy5Stim/B_TT_5.png,Adam KNOWS there are ZERO cubes,Zero,b,h,N,PropTrueNoKnow,Y,0,101,101,325,576.4467593000736,NA,NA,NA,NA,NA,NA,NA,NA,NA,576.4346795000602,3.3630011603236e-4,576.5229392000474,576.8967993999831,576.9968781999778,578.9968857001513,579.3968087001704,579.4990016999654,579.4990016999654,581.3496910000686,h,1,1.8374556000344455,NA,581.3502047001384,581.3633851001505,581.3633851001505,581.3633851001505,581.3633851001505,581.3507531001233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Reg,FALSE,N,FB-Ig,B_TT,PsychoPyStudy5Stim/B_TT_3.png,Adam KNOWS there are ZERO cubes,Zero,b,h,N,PropTrueNoKnow,Y,0,102,102,323,581.3633851001505,NA,NA,NA,NA,NA,NA,NA,NA,NA,581.3511467999779,3.0299997888505e-4,581.4415532001294,581.813250800129,581.9133850000799,583.9134995001368,584.3135671999771,584.4157977001742,584.4157977001742,585.2165220000315,h,1,0.7846095999702811,NA,585.2170679999981,585.2300446000881,585.2300446000881,585.2300446000881,585.2300446000881,585.2177467001602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Reg,TRUE,N,NB-TB-K,DD_NB,PsychoPyStudy5Stim/DD_NB_7.png,Adam KNOWS there are ZERO cubes,Zero,h,b,N,-,N,0,103,103,153,585.2300446000881,NA,NA,NA,NA,NA,NA,NA,NA,NA,585.2181764000561,3.3310009166598e-4,585.2992863000836,585.6801146999933,585.7802345000673,587.7802504999563,588.1801811000332,588.2823568000458,588.2823568000458,589.2162156000268,b,1,0.9270085000898688,NA,589.2167178001255,589.2300436000805,589.2300436000805,589.2300436000805,589.2300436000805,589.217242800165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Reg,FALSE,N,FB-Ig,B_T,PsychoPyStudy5Stim/B_T_3.png,Adam KNOWS there are ZERO cubes,Zero,b,h,N,PropTrueNoKnow,Y,0,104,104,309,589.2300436000805,NA,NA,NA,NA,NA,NA,NA,NA,NA,589.217634000117,2.8869998641312e-4,589.3020025000442,589.6798748001456,589.780153100146,591.7801292000804,592.1799918999895,592.2825826001354,592.2825826001354,593.5328880001325,h,1,1.238173499936238,NA,593.5333167000208,593.546614699997,593.546614699997,593.546614699997,593.546614699997,593.5338004000951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Neg,FALSE,N,NB-TB-K,T_NB,PsychoPyStudy5Stim/T_NB_6.png,Adam does NOT KNOW there is ONE cube,One,b,h,Y,PropFalse,N,0,105,105,45,593.546614699997,NA,NA,NA,NA,NA,NA,NA,NA,NA,593.5341499000788,2.5749998167157e-4,593.6170950999949,593.9965266000945,594.0966606000438,596.0968786999583,596.496868400136,596.5991386000533,596.5991386000533,599.1165297999978,h,1,2.513580200029537,NA,599.1170282000676,599.1300045000389,599.1300045000389,599.1300045000389,599.1300045000389,599.1175899000373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Neg,FALSE,N,NB-TB-K,T_NB,PsychoPyStudy5Stim/T_NB_4.png,Adam does NOT KNOW there is ONE cube,One,b,h,Y,PropFalse,N,0,106,106,43,599.1300045000389,NA,NA,NA,NA,NA,NA,NA,NA,NA,599.1179716000333,2.9659993015229e-4,599.2088834000751,599.5798339000903,599.6799767001066,601.6801385001745,602.0801278001163,602.1822766000405,602.1822766000405,602.9331831999589,h,1,0.7383582999464124,NA,602.9338132999837,602.9466768000275,602.9466768000275,602.9466768000275,602.9466768000275,602.9345055001322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Neg,FALSE,N,NB-TB-K,T_NB,PsychoPyStudy5Stim/T_NB_7.png,Adam does NOT KNOW there is ONE cube,One,b,h,Y,PropFalse,N,0,107,107,46,602.9466768000275,NA,NA,NA,NA,NA,NA,NA,NA,NA,602.9349897000939,3.7389993667602e-4,603.0320482000243,603.413159100106,603.5133313999977,605.5133772001136,605.9135758001357,606.0158029999584,606.0158029999584,606.9497587999795,h,1,0.9204782999586314,NA,606.9503683000803,606.9633235000074,606.9633235000074,606.9633235000074,606.9633235000074,606.9509753000457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Neg,FALSE,N,TB-K,TD_B,PsychoPyStudy5Stim/TD_B_4.png,Adam does NOT KNOW there is ONE cube,One,b,h,Y,PropFalse,N,0,108,108,115,606.9633235000074,NA,NA,NA,NA,NA,NA,NA,NA,NA,606.9514438000042,3.6960002034902e-4,607.0437797999475,607.4131436999887,607.5132848001085,609.5134988999926,609.9134369001258,610.0159070000518,610.0159070000518,612.2497104001231,h,1,2.2246400001458824,NA,612.2502858999651,612.2633187000174,612.2633187000174,612.2633187000174,612.2633187000174,612.2509242000524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Belief,Reg,TRUE,N,NB-TB-K,TT_NB,PsychoPyStudy5Stim/TT_NB_7.png,Adam THINKS there are TWO cubes,Two,h,b,N,-,N,0,109,109,179,612.2633187000174,NA,NA,NA,NA,NA,NA,NA,NA,NA,612.2513649000321,3.4210016019642e-4,612.3455882000271,612.7299636001699,612.8301427001134,614.8303188001737,615.2299740000162,615.3323042001575,615.3323042001575,616.0494805001654,b,1,0.7004174999892712,NA,616.0500572000165,616.0632806001231,616.0632806001231,616.0632806001231,616.0632806001231,616.0506202001125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Belief,Reg,FALSE,N,NB-TB-K,TT_NB,PsychoPyStudy5Stim/TT_NB_6.png,Adam THINKS there are ZERO cubes,Zero,b,h,N,PropFalse,N,0,110,110,186,616.0632806001231,NA,NA,NA,NA,NA,NA,NA,NA,NA,616.0510346000083,3.0519999563694e-4,616.143532200018,616.5132488000672,616.6134724000003,618.6133689000271,619.0133688000496,619.1155143000651,619.1155143000651,619.8506694999523,h,1,0.7327624000608921,NA,619.8509800001048,619.8631305999588,619.8631305999588,619.8631305999588,619.8631305999588,619.8513258001767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Reg,FALSE,N,FB-Ig,B_T,PsychoPyStudy5Stim/B_T_4.png,Adam KNOWS there are ZERO cubes,Zero,b,h,N,PropTrueNoKnow,Y,0,111,111,310,619.8631305999588,NA,NA,NA,NA,NA,NA,NA,NA,NA,619.8515403999481,1.6890000551939e-4,619.96075009997,620.3299818001688,620.4301061001606,622.4301247000694,622.8300757000688,622.9323410999496,622.9323410999496,624.8994831000455,h,1,1.9567642000038177,NA,624.8999781999737,624.913214399945,624.913214399945,624.913214399945,624.913214399945,624.9005502001382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Neg,TRUE,N,TB-K,TD_B,PsychoPyStudy5Stim/TD_B_4.png,Adam does NOT KNOW there are TWO cubes,Two,h,b,Y,-,N,0,112,112,107,624.913214399945,NA,NA,NA,NA,NA,NA,NA,NA,NA,624.900924500078,2.9079988598823e-4,624.9915269000921,625.3632982000709,625.4633595000487,627.4632570999674,627.8636070999783,627.9657199999783,627.9657199999783,633.3665088999551,h,0,5.394515700172633,NA,633.3671564999968,633.3797914001625,633.3797914001625,633.3797914001625,633.3797914001625,633.3678372001741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Reality,Reg,TRUE,N,FB-Ig,B_TT,PsychoPyStudy5Stim/B_TT_1.png,"In REALITY, there are TWO cubes",Two,h,b,N,-,N,0,113,113,331,633.3797914001625,NA,NA,NA,NA,NA,NA,NA,NA,NA,633.3683603000827,4.1440012864768e-4,633.48998640012,633.8632247999776,633.96331380005,635.9633910001721,636.3633348001167,636.4654781001154,636.4654781001154,637.9159985000733,b,1,1.4475496001541617,NA,637.9163001000416,637.9297216001432,637.9297216001432,637.9297216001432,637.9297216001432,637.9166246000677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
