Statement_Type,Reg_Neg,Truth_Value,Experimental,Scenario,Stimuli_Type,Stimulus,Statement,Statement_Number,CorAnsOdd,CorAnsEven,Barrier,Why_False,Check_Trial,Exp_Trial.thisRepN,Exp_Trial.thisTrialN,Exp_Trial.thisN,Exp_Trial.thisIndex,thisRow.t,notes,Exp_Intro.started,Exp_Intro_Text.started,Exp_Intro_Press_SPACE_Text.started,Exp_Intro_Press_SPACE.started,Exp_Intro.stopped,Exp_Intro_Press_SPACE.keys,Exp_Intro_Press_SPACE.rt,Exp_Intro_Press_SPACE.duration,Exp_Routine.started,Exp_Routine_ISI.started,Exp_Routine_Statement_Primer.started,Exp_Routine_Statement_Primer.stopped,Exp_Routine_Statement.started,Exp_Routine_Image_Primer.started,Exp_Routine_Image_Primer.stopped,Exp_Routine_Image.started,Exp_Routine_Key_Resp.started,Exp_Routine.stopped,Exp_Routine_Key_Resp.keys,Exp_Routine_Key_Resp.corr,Exp_Routine_Key_Resp.rt,Exp_Routine_Key_Resp.duration,Break.started,Break_Text.started,Break_Text.stopped,Break_Key_Resp.started,Break_Key_Resp.stopped,Break.stopped,Break_Key_Resp.keys,Break_Key_Resp.rt,Break_Key_Resp.duration,Exp_End.started,Exp_End_Text.started,Exp_End_Key_Resp.started,Exp_End_Text.stopped,Exp_End_Key_Resp.stopped,Exp_End.stopped,Exp_End_Key_Resp.keys,participant,session,date,expName,psychopyVersion,frameRate,expStart
Belief,Reg,TRUE,N,TB-K-B,DD_B,PsychoPyStudy5Stim/DD_B_6.png,Adam THINKS there are ZERO cubes,Zero,h,b,N,-,N,0,9,9,231,68.98183830012567,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.97057310002856,4.0940009057521e-4,69.05764070013538,69.43170650000684,69.53215990005992,71.531996200094,71.93197250016965,72.03421700000763,72.03421700000763,73.00152550009079,b,1,0.9525115999858826,NA,73.00210730009712,73.01524440012872,73.01524440012872,73.01524440012872,73.01524440012872,73.00275590014644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Belief,Neg,FALSE,N,NB-TB-K,TT_NB,PsychoPyStudy5Stim/TT_NB_1.png,Adam does NOT THINK there are TWO cubes,Two,b,h,Y,PropFalse,N,0,10,10,72,73.01524440012872,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.00319570000283,3.4020002931356e-4,73.10476090013981,73.48179150000215,73.58209470007569,75.58199289999902,75.9819756001234,76.0842848001048,76.0842848001048,76.86811310006306,h,1,0.7669617000501603,NA,76.86859830003232,76.88181699998677,76.88181699998677,76.88181699998677,76.88181699998677,76.86913510016166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Belief,Neg,FALSE,N,NB-TB-K,T_NB,PsychoPyStudy5Stim/T_NB_4.png,Adam does NOT THINK there is ONE cube,One,b,h,Y,PropFalse,N,0,11,11,51,76.88181699998677,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.86950469994918,2.8619985096156e-4,76.95670050010085,77.33200570009649,77.43211110006087,79.43181330012158,79.83185820002109,79.93423660006374,79.93423660006374,82.40117940003984,h,1,2.452809900045395,NA,82.40153659996577,82.41513790003955,82.41513790003955,82.41513790003955,82.41513790003955,82.40193960000761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Neg,TRUE,Y,FB-Ig,D_B_T,PsychoPyStudy5Stim/D_B_T_4.png,Adam does NOT KNOW there is ONE cube,One,h,b,Y,-,N,0,12,12,11,82.41513790003955,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.40220750006847,2.0840018987655e-4,82.50196030014195,82.88195309997536,82.98191289999522,84.98202969995327,85.38200950017199,85.48434039996937,85.48434039996937,88.68465079995804,b,1,3.189993199892342,NA,88.68508930015378,88.69844730012119,88.69844730012119,88.69844730012119,88.69844730012119,88.68564320006408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Belief,Reg,TRUE,N,TB-K-B,DD_B,PsychoPyStudy5Stim/DD_B_3.png,Adam THINKS there are ZERO cubes,Zero,h,b,N,-,N,0,13,13,228,88.69844730012119,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.68597380002029,2.5670020841062e-4,88.78509630006738,89.16516530001536,89.26519650011323,91.26515959994867,91.66526750009508,91.76753109996208,91.76753109996208,92.53463400015607,b,1,0.7637229999527335,NA,92.53492380003443,92.54839950008318,92.54839950008318,92.54839950008318,92.54839950008318,92.53524120012298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Neg,FALSE,N,TB-K,TD_B,PsychoPyStudy5Stim/TD_B_2.png,Adam does NOT KNOW there is ONE cube,One,b,h,Y,PropFalse,N,0,14,14,113,92.54839950008318,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.5354480999522,1.6259984113276e-4,92.62586969998664,92.99845760012975,93.09871100005694,95.09862029994838,95.49858810007572,95.6009548001457,95.6009548001457,97.51867290004157,h,1,1.9137764000333848,NA,97.51937979995272,97.531857999973,97.531857999973,97.531857999973,97.531857999973,97.52010229998268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Reality,Reg,TRUE,N,TB-K-B,TT_B,PsychoPyStudy5Stim/TT_B_3.png,"In REALITY, there are TWO cubes",Two,h,b,N,-,N,0,15,15,251,97.531857999973,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.52065860014407,4.0899985469877e-4,97.61806370015256,97.99848120007664,98.09862930001692,100.09862469998188,100.49860480008648,100.60098260012457,100.60098260012457,102.1850269001443,b,1,1.5692246002145112,NA,102.1856742000673,102.19841479999012,102.19841479999012,102.19841479999012,102.19841479999012,102.18635840015486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Reality,Reg,FALSE,N,NB-TB-K,D_NB,PsychoPyStudy5Stim/D_NB_6.png,"In REALITY, there is ONE cube",One,b,h,N,PropFalse,N,0,16,16,138,102.19841479999012,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.1868519000709,3.8020010106265e-4,102.29541330016218,102.66523570008576,102.76532050012612,104.76532070012765,105.1651930999942,105.26740600005724,105.26740600005724,106.5683027000632,h,1,1.294965700013563,NA,106.5689646000974,106.58180829999036,106.58180829999036,106.58180829999036,106.58180829999036,106.5697149001062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Reality,Reg,TRUE,N,FB-Ig,B_TT,PsychoPyStudy5Stim/B_TT_2.png,"In REALITY, there are TWO cubes",Two,h,b,N,-,N,0,17,17,332,106.58180829999036,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.57027050014584,4.3939985334873e-4,106.67676139995456,107.04851780016908,107.14852309995332,109.14851510012522,109.54858070006594,109.65087620005944,109.65087620005944,110.81831120001152,b,1,1.1512392000295222,NA,110.8189493000973,110.83175320015287,110.83175320015287,110.83175320015287,110.83175320015287,110.81963860010728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Neg,TRUE,Y,FB-Ig,D_B_T,PsychoPyStudy5Stim/D_B_T_2.png,Adam does NOT KNOW there is ONE cube,One,h,b,Y,-,N,0,18,18,9,110.83175320015287,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.82013390003704,3.8340012542903e-4,110.91898289998062,111.29852950014174,111.39863710012288,113.39862130000256,113.7985940000508,113.90081900008954,113.90081900008954,115.05090090003796,b,1,1.1335380000527948,NA,115.0511998999864,115.06497099995612,115.06497099995612,115.06497099995612,115.06497099995612,115.05152259999886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Reg,FALSE,N,TB-K-B,DD_B,PsychoPyStudy5Stim/DD_B_2.png,Adam KNOWS there is ONE cube,One,b,h,N,PropFalse,N,0,19,19,225,115.06497099995612,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.05173319997266,1.6549997963011e-4,115.14088780013844,115.5150910001248,115.61519720009528,117.61522080004217,118.01525690010747,118.1175037000794,118.1175037000794,122.60222110012546,h,1,4.477554599987343,NA,122.60302420007064,122.61506490013562,122.61506490013562,122.61506490013562,122.61506490013562,122.6039142999798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Reality,Reg,FALSE,N,NB-TB-K,DT_NB,PsychoPyStudy5Stim/TD_NB_1.png,"In REALITY, there are ZERO cubes",Zero,b,h,N,PropFalse,N,0,20,20,169,122.61506490013562,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.60455420007928,4.9200002104043e-4,122.70253790006971,123.08178690006024,123.1819385001436,125.18180480017328,125.58184520015492,125.68415960017592,125.68415960017592,127.3351764001418,h,1,1.6469878000207243,NA,127.33583810017444,127.34830860001966,127.34830860001966,127.34830860001966,127.34830860001966,127.3365476001054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Neg,TRUE,Y,FB-Ig,T_B_T,PsychoPyStudy5Stim/T_B_T_2.png,Adam does NOT KNOW there are TWO cubes,Two,h,b,Y,-,N,0,21,21,1,127.34830860001966,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.33703429996967,3.722000401467e-4,127.43150270008482,127.8150939999614,127.915232000174,129.91521829995327,130.31524730008096,130.41745180008002,130.41745180008002,131.43467170000076,h,0,1.0088553000241518,NA,131.4351159001235,131.44830660009757,131.44830660009757,131.44830660009757,131.44830660009757,131.43559020012617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Belief,Neg,FALSE,N,NB-TB-K,TT_NB,PsychoPyStudy5Stim/TT_NB_5.png,Adam does NOT THINK there are TWO cubes,Two,b,h,Y,PropFalse,N,0,22,22,76,131.44830660009757,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.43586680013686,2.1399999968707e-4,131.52255430002697,131.89853190002032,131.99863589997403,133.9986112001352,134.39846070017666,134.50124430004507,134.50124430004507,138.61814959999174,h,1,4.101310100173578,NA,138.61853850004263,138.63162530004047,138.63162530004047,138.63162530004047,138.63162530004047,138.61900190007873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Reality,Reg,FALSE,N,TB-Ig,D_B,PsychoPyStudy5Stim/D_B_D_2.png,"In REALITY, there is ONE cube",One,b,h,N,NA,N,0,23,23,213,138.63162530004047,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.61930380016565,2.3430003784596e-4,138.72628089995123,139.09839530009776,139.1984977000393,141.1984713000711,141.59841780015267,141.70066800015047,141.70066800015047,142.81782660004683,h,1,1.101407999871299,NA,142.8183383999858,142.83162500010803,142.83162500010803,142.83162500010803,142.83162500010803,142.81887169997208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Reality,Reg,TRUE,N,FB-Ig,B_T,PsychoPyStudy5Stim/B_T_2.png,"In REALITY, there is ONE cube",One,h,b,N,-,N,0,24,24,318,142.83162500010803,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.81927120010369,2.959999255836e-4,142.90637840004638,143.28168590017594,143.38181210006587,145.38184110005386,145.78168380004354,145.88402760005556,145.88402760005556,147.01744970004074,b,1,1.1190328998491168,NA,147.01775240013376,147.03144060005434,147.03144060005434,147.03144060005434,147.03144060005434,147.01806010003202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Neg,FALSE,N,TB-K,TD_B,PsychoPyStudy5Stim/TD_B_5.png,Adam does NOT KNOW there is ONE cube,One,b,h,Y,PropFalse,N,0,25,25,116,147.03144060005434,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.01829140004702,1.8239999189972e-4,147.10537180001847,147.48143619997427,147.5816071999725,149.58186829998158,149.98174530011602,150.0840144001413,150.0840144001413,153.80075359996408,h,1,3.7019980000332,NA,153.80104609997943,153.81484560016543,153.81484560016543,153.81484560016543,153.81484560016543,153.8013704000041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Reg,TRUE,N,TB-K-B,DD_B,PsychoPyStudy5Stim/DD_B_3.png,Adam KNOWS there are ZERO cubes,Zero,h,b,N,-,N,0,26,26,217,153.81484560016543,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.80158210010268,1.6740011051297e-4,153.88644869998097,154.26491779997014,154.36506019998342,156.36509570013732,156.765060500009,156.86728280014358,156.86728280014358,158.38494980009273,h,0,1.5031236000359058,NA,158.3856848999858,158.3982796999626,158.3982796999626,158.3982796999626,158.3982796999626,158.38643900002353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Neg,TRUE,N,NB-TB-K,T_NB,PsychoPyStudy5Stim/T_NB_3.png,Adam does NOT KNOW there are TWO cubes,Two,h,b,Y,-,N,0,27,27,34,158.3982796999626,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.386955199996,3.9790011942386e-4,158.47402840014547,158.8482638001442,158.94849240011536,160.9484954001382,161.34824159997515,161.4506063000299,161.4506063000299,166.40091180009767,h,0,4.9351675000507385,NA,166.4012168000918,166.414747599978,166.414747599978,166.414747599978,166.414747599978,166.4015443001408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Reg,FALSE,N,FB-Ig,D_B_T,PsychoPyStudy5Stim/D_B_T_6.png,Adam KNOWS there are TWO cubes,Two,b,h,N,PropFalse,N,0,28,28,296,166.414747599978,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.40175920003094,1.6839988529682e-4,166.4940804000944,166.86510509997606,166.96498259995133,168.96482310001738,169.36493339994922,169.46862379997037,169.46862379997037,171.91804959997535,h,1,2.4374265000224113,NA,171.9187058000825,171.93157460005023,171.93157460005023,171.93157460005023,171.93157460005023,171.9194511000533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Reality,Reg,FALSE,N,TB-K-B,TD_B,PsychoPyStudy5Stim/TD_B_6.png,"In REALITY, there are ZERO cubes",Zero,b,h,N,PropFalse,N,0,29,29,273,171.93157460005023,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.9199954001233,4.2699999175965e-4,172.0160721000284,172.3981431000866,172.49825599999167,174.49842189997435,174.8982269000262,175.00058980006725,175.00058980006725,176.0178162001539,h,1,1.0014671999961138,NA,176.01839800016023,176.03153250017203,176.03153250017203,176.03153250017203,176.03153250017203,176.01905510015786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Reg,TRUE,N,TB-K-B,TD_B,PsychoPyStudy5Stim/TD_B_6.png,Adam KNOWS there is ONE cube,One,h,b,N,-,N,0,30,30,256,176.03153250017203,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.01949860015884,3.4410017542541e-4,176.1215592001099,176.4981051001232,176.59824530011974,178.59831130015664,178.99831230007112,179.10038159997202,179.10038159997202,179.86840620008297,b,1,0.7579669000115246,NA,179.8692079000175,179.88156550005078,179.88156550005078,179.88156550005078,179.88156550005078,179.87010960001498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Belief,Reg,TRUE,N,TB-K-B,TT_B,PsychoPyStudy5Stim/TT_B_7.png,Adam THINKS there are TWO cubes,Two,h,b,N,-,N,0,31,31,248,179.88156550005078,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.87075140001252,4.9460004083812e-4,179.97195300017484,180.34820719994605,180.44820780004375,182.44835339998824,182.84831960010345,182.95057790004648,182.95057790004648,183.81751870014705,b,1,0.8510910000186414,NA,183.81796010001565,183.831426900113,183.831426900113,183.831426900113,183.831426900113,183.81841930001977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
Knowledge,Reg,FALSE,N,FB-Ig,T_B_T,PsychoPyStudy5Stim/T_B_T_1.png,Adam KNOWS there are ZERO cubes,Zero,b,h,N,PropFalse,N,0,32,32,275,183.831426900113,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.8187498000916,2.559998538345e-4,183.90597230009735,184.2814734999556,184.38171590003185,186.3817031001672,186.78162860008888,186.8838544001337,186.8838544001337,188.61775380000472,h,1,1.7177218000870198,NA,188.6182266999967,188.63145670015365,188.63145670015365,188.63145670015365,188.63145670015365,188.61872290004976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,048,001,2025-10-17_09h41.20.058,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-17 09h41.40.733239 +0100
