Statement_Type,Reg_Neg,Truth_Value,Experimental,Scenario,Stimuli_Type,Stimulus,Statement,Statement_Number,CorAnsOdd,CorAnsEven,Barrier,Why_False,Check_Trial,Exp_Trial.thisRepN,Exp_Trial.thisTrialN,Exp_Trial.thisN,Exp_Trial.thisIndex,thisRow.t,notes,Exp_Intro.started,Exp_Intro_Text.started,Exp_Intro_Press_SPACE_Text.started,Exp_Intro_Press_SPACE.started,Exp_Intro.stopped,Exp_Intro_Press_SPACE.keys,Exp_Intro_Press_SPACE.rt,Exp_Intro_Press_SPACE.duration,Exp_Routine.started,Exp_Routine_ISI.started,Exp_Routine_Statement_Primer.started,Exp_Routine_Statement_Primer.stopped,Exp_Routine_Statement.started,Exp_Routine_Image_Primer.started,Exp_Routine_Image_Primer.stopped,Exp_Routine_Image.started,Exp_Routine_Key_Resp.started,Exp_Routine.stopped,Exp_Routine_Key_Resp.keys,Exp_Routine_Key_Resp.corr,Exp_Routine_Key_Resp.rt,Exp_Routine_Key_Resp.duration,Break.started,Break_Text.started,Break_Text.stopped,Break_Key_Resp.started,Break_Key_Resp.stopped,Break.stopped,Break_Key_Resp.keys,Break_Key_Resp.rt,Break_Key_Resp.duration,Exp_End.started,Exp_End_Text.started,Exp_End_Key_Resp.started,Exp_End.stopped,Exp_End_Key_Resp.keys,Exp_End_Key_Resp.rt,Exp_End_Key_Resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00289270002394914,0.02427249995525926,2.006502900039777,2.006502900039777,7.931020100018941,space,5.905289500020444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,044,001,2025-10-15_15h04.28.698,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-15 15h04.44.759716 +0100
Belief,Reg,FALSE,N,FB-Ig,T_B_T,PsychoPyStudy5Stim/T_B_T_5.png,Adam THINKS there are ZERO cubes,Zero,b,h,N,PropFalse,N,0,0,0,287,8.043998399982229,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.040850599994883,0.10983730002772064,8.134496700018644,8.505793999996968,8.605934599996544,10.606016100035047,11.005939899943767,11.126159899984486,11.126159899984486,13.709076400031336,h,1,2.578771000029519,NA,13.710624899948016,13.722403299994768,13.722403299994768,13.722403299994768,13.722403299994768,13.711245800019242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,044,001,2025-10-15_15h04.28.698,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-15 15h04.44.759716 +0100
Knowledge,Neg,FALSE,N,TB-K,TD_B,PsychoPyStudy5Stim/TD_B_6.png,Adam does NOT KNOW there is ONE cube,One,b,h,Y,PropFalse,N,0,1,1,117,13.722403299994768,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.712211600039154,3.768999595195e-4,13.808018099982291,14.188932799967006,14.289334599976428,16.28914899996016,16.689264999935403,16.791607399936765,16.791607399936765,20.408716700039804,h,1,3.6086998999817297,NA,20.409202500013635,20.4223076000344,20.4223076000344,20.4223076000344,20.4223076000344,20.409751300001517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,044,001,2025-10-15_15h04.28.698,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-15 15h04.44.759716 +0100
Knowledge,Reg,TRUE,N,NB-TB-K,T_NB,PsychoPyStudy5Stim/T_NB_1.png,Adam KNOWS there is ONE cube,One,h,b,N,-,N,0,2,2,140,20.4223076000344,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.410127399954945,2.9629992786794e-4,20.51917800004594,20.889115800033323,20.989231299958192,22.98910170001909,23.38907090004068,23.491470100008883,23.491470100008883,24.95880899997428,b,1,1.4527559999842197,NA,24.95936720003374,24.972344400011934,24.972344400011934,24.972344400011934,24.972344400011934,24.959989800001495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,044,001,2025-10-15_15h04.28.698,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-15 15h04.44.759716 +0100
Belief,Reg,FALSE,N,NB-TB-K,TT_NB,PsychoPyStudy5Stim/TT_NB_2.png,Adam THINKS there are ZERO cubes,Zero,b,h,N,PropFalse,N,0,3,3,182,24.972344400011934,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.960426999954507,3.4419994335621e-4,25.044102199957702,25.42245199996978,25.52258129999973,27.522507300018333,27.92249789997004,28.024837199947797,28.024837199947797,30.108947000000622,h,1,2.071540300035849,NA,30.10956809995696,30.122334399959072,30.122334399959072,30.122334399959072,30.122334399959072,30.110205200035125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,044,001,2025-10-15_15h04.28.698,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-15 15h04.44.759716 +0100
Reality,Reg,FALSE,N,TB-K-B,DD_B,PsychoPyStudy5Stim/DD_B_8.png,"In REALITY, there is ONE cube",One,b,h,N,PropFalse,N,0,4,4,239,30.122334399959072,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.11069799994584,3.6810000892728e-4,30.203500899951905,30.589089900022373,30.689205699949525,32.6890970999375,33.089073100010864,33.19154589995742,33.19154589995742,35.37532570003532,h,1,2.1768080999609083,NA,35.375826100003906,35.388990100007504,35.388990100007504,35.388990100007504,35.388990100007504,35.37637369998265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,044,001,2025-10-15_15h04.28.698,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-15 15h04.44.759716 +0100
Belief,Neg,FALSE,N,TB-K,TD_B,PsychoPyStudy5Stim/TD_B_7.png,Adam does NOT THINK there is ONE cube,One,b,h,Y,PropFalse,N,0,5,5,126,35.388990100007504,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.37675679998938,3.0029995832592e-4,35.473257899982855,35.855605100048706,35.95576569996774,37.955811599968,38.35579689999577,38.45841840002686,38.45841840002686,50.225376400048845,h,1,11.758348900009878,NA,50.225976999965496,50.23889040003996,50.23889040003996,50.23889040003996,50.23889040003996,50.22658959997352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,044,001,2025-10-15_15h04.28.698,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-15 15h04.44.759716 +0100
Knowledge,Neg,FALSE,N,TB-K,TD_B,PsychoPyStudy5Stim/TD_B_4.png,Adam does NOT KNOW there is ONE cube,One,b,h,Y,PropFalse,N,0,6,6,115,50.23889040003996,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.22705810004845,3.4919998142868e-4,50.33790299994871,50.72232149995398,50.822466999990866,52.82233520003501,53.222414499963634,53.324886100017466,53.324886100017466,54.89175469998736,h,1,1.5556188999908045,NA,54.89216849999502,54.90558749996126,54.90558749996126,54.90558749996126,54.90558749996126,54.8926101999823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,044,001,2025-10-15_15h04.28.698,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-15 15h04.44.759716 +0100
Reality,Reg,TRUE,N,TB-K-B,DD_B,PsychoPyStudy5Stim/DD_B_6.png,"In REALITY, there are ZERO cubes",Zero,h,b,N,-,N,0,7,7,237,54.90558749996126,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.89290820003953,2.3479992523789e-4,54.99066909996327,55.37228949996643,55.47241339995526,57.47240490000695,57.872354899998754,57.974679499980994,57.974679499980994,59.625420399941504,b,1,1.649083000025712,NA,59.62593969993759,59.63887230004184,59.63887230004184,59.63887230004184,59.63887230004184,59.62648600002285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,044,001,2025-10-15_15h04.28.698,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-15 15h04.44.759716 +0100
Knowledge,Reg,TRUE,N,NB-TB-K,DD_NB,PsychoPyStudy5Stim/DD_NB_7.png,Adam KNOWS there are ZERO cubes,Zero,h,b,N,-,N,0,8,8,153,59.63887230004184,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.62688889994752,2.9960006941109e-4,59.7200632999884,60.10554320004303,60.205857199965976,62.20568909996655,62.60571030003484,62.70809119998012,62.70809119998012,64.30854140000883,b,1,1.588075099978596,NA,64.30903260002378,64.32215030002408,64.32215030002408,64.32215030002408,64.32215030002408,64.30958679993637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,044,001,2025-10-15_15h04.28.698,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-15 15h04.44.759716 +0100
Reality,Reg,FALSE,N,NB-TB-K,D_NB,PsychoPyStudy5Stim/D_NB_8.png,"In REALITY, there are TWO cubes",Two,b,h,N,PropFalse,N,0,9,9,139,64.32215030002408,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.30996230000164,2.9530003666877e-4,64.40555359993596,64.78885929996613,64.88914470002055,66.88896230002865,67.28897630004212,67.39132079994306,67.39132079994306,68.7584549000021,h,1,1.3524762999732047,NA,68.75897460000124,68.77219489996787,68.77219489996787,68.77219489996787,68.77219489996787,68.75950129993726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,044,001,2025-10-15_15h04.28.698,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-15 15h04.44.759716 +0100
Belief,Reg,FALSE,N,TB-K-B,TD_B,PsychoPyStudy5Stim/TD_B_8.png,Adam THINKS there are ZERO cubes,Zero,b,h,N,PropFalse,N,0,10,10,270,68.77219489996787,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.7599087000126,3.2880005892366e-4,68.85063849994913,69.22230839997064,69.32240930001717,71.32236400002148,71.72240550001152,71.82469639996998,71.82469639996998,73.9588915000204,h,1,2.1276631000218913,NA,73.95945820002817,73.97220479999669,73.97220479999669,73.97220479999669,73.97220479999669,73.96006129996385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,044,001,2025-10-15_15h04.28.698,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-15 15h04.44.759716 +0100
Reality,Reg,FALSE,N,TB-Ig,D_B,PsychoPyStudy5Stim/D_B_2.png,"In REALITY, there is ONE cube",One,b,h,N,-,N,0,11,11,204,73.97220479999669,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.96050369995646,3.5149999894201e-4,74.04969879996497,74.42224260000512,74.52235460001975,76.52224349998869,76.92225910001434,77.0245891000377,77.0245891000377,78.67549930000678,h,1,1.6404227999737486,NA,78.67615690000821,78.68884359998628,78.68884359998628,78.68884359998628,78.68884359998628,78.676844600006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,044,001,2025-10-15_15h04.28.698,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-15 15h04.44.759716 +0100
