Statement_Type,Reg_Neg,Truth_Value,Experimental,Scenario,Stimuli_Type,Stimulus,Statement,Statement_Number,CorAnsOdd,CorAnsEven,Barrier,Why_False,Check_Trial,Exp_Trial.thisRepN,Exp_Trial.thisTrialN,Exp_Trial.thisN,Exp_Trial.thisIndex,thisRow.t,notes,Exp_Intro.started,Exp_Intro_Text.started,Exp_Intro_Press_SPACE_Text.started,Exp_Intro_Press_SPACE.started,Exp_Intro.stopped,Exp_Intro_Press_SPACE.keys,Exp_Intro_Press_SPACE.rt,Exp_Intro_Press_SPACE.duration,Exp_Routine.started,Exp_Routine_ISI.started,Exp_Routine_Statement_Primer.started,Exp_Routine_Statement_Primer.stopped,Exp_Routine_Statement.started,Exp_Routine_Image_Primer.started,Exp_Routine_Image_Primer.stopped,Exp_Routine_Image.started,Exp_Routine_Key_Resp.started,Exp_Routine.stopped,Exp_Routine_Key_Resp.keys,Exp_Routine_Key_Resp.corr,Exp_Routine_Key_Resp.rt,Exp_Routine_Key_Resp.duration,Break.started,Break_Text.started,Break_Text.stopped,Break_Key_Resp.started,Break_Key_Resp.stopped,Break.stopped,Break_Key_Resp.keys,Break_Key_Resp.rt,Break_Key_Resp.duration,Exp_End.started,Exp_End_Text.started,Exp_End_Key_Resp.started,Exp_End.stopped,Exp_End_Key_Resp.keys,Exp_End_Key_Resp.rt,Exp_End_Key_Resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00293079996481537,0.02507929992862045,1.999539899872616,1.999539899872616,5.593716699862853,space,3.5724372998811305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,011,001,2025-10-02_13h42.08.769,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-02 13h42.20.589105 +0100
Knowledge,Neg,FALSE,N,TB-K,TT_B,PsychoPyStudy5Stim/TT_B_4.png,Adam does NOT KNOW there are TWO cubes,Two,b,h,Y,PropFalse,N,0,0,0,91,5.732774299802259,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.729529099771753,0.13578490004874766,5.831272799987346,6.215393199818209,6.315309499856085,8.315440999809653,8.715461899992079,8.838392799952999,8.838392799952999,10.18498139991425,b,1,1.3420261000283062,NA,10.186124099884182,10.198552899993956,10.198552899993956,10.198552899993956,10.198552899993956,10.18671949999407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,011,001,2025-10-02_13h42.08.769,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-02 13h42.20.589105 +0100
Knowledge,Neg,FALSE,N,TB-K,TD_B,PsychoPyStudy5Stim/TD_B_4.png,Adam does NOT KNOW there is ONE cube,One,b,h,Y,PropFalse,N,0,1,1,115,10.198552899993956,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.187358299968764,3.1649996526539e-4,10.284158099908382,10.665392799768597,10.765321199782193,12.765416099922732,13.1655120998621,13.267671399982646,13.267671399982646,17.484664799878374,b,1,4.201096100034192,NA,17.485117999836802,17.498548299772665,17.498548299772665,17.498548299772665,17.498548299772665,17.485614799894392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,011,001,2025-10-02_13h42.08.769,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-02 13h42.20.589105 +0100
Knowledge,Reg,TRUE,N,NB-TB-K,D_NB,PsychoPyStudy5Stim/D_NB_1.png,Adam KNOWS there are ZERO cubes,Zero,h,b,N,-,N,0,2,2,128,17.498548299772665,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.48594869999215,2.6430003345012e-4,17.588051199913025,17.965195399941877,18.06552609987557,20.065422699786723,20.465281499782577,20.567687699804083,20.567687699804083,21.73526049987413,h,1,1.164765699999407,NA,21.735910299932584,21.74850819981657,21.74850819981657,21.74850819981657,21.74850819981657,21.736627399921417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,011,001,2025-10-02_13h42.08.769,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-02 13h42.20.589105 +0100
Belief,Neg,TRUE,N,TB-K,TT_B,PsychoPyStudy5Stim/TT_B_3.png,Adam does NOT THINK there is ONE cube,One,h,b,Y,-,N,0,3,3,86,21.74850819981657,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.737139499979097,4.0520005859434e-4,21.827231699833646,22.198466699803248,22.29887709999457,24.29863569978625,24.69870809977874,24.80104389996268,24.80104389996268,28.61843689996749,h,1,3.802991300122813,NA,28.618920699926093,28.63173949997872,28.63173949997872,28.63173949997872,28.63173949997872,28.61946799978614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,011,001,2025-10-02_13h42.08.769,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-02 13h42.20.589105 +0100
Knowledge,Reg,TRUE,N,TB-K-B,TT_B,PsychoPyStudy5Stim/TT_B_5.png,Adam KNOWS there are TWO cubes,Two,h,b,N,-,N,0,4,4,241,28.63173949997872,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.619839699938893,2.9390002600848e-4,28.71038019983098,29.08193499990739,29.182061899919063,31.181992099853233,31.58197819977067,31.684288599994034,31.684288599994034,32.50135779986158,h,1,0.8078811001032591,NA,32.50184479984455,32.51516369986348,32.51516369986348,32.51516369986348,32.51516369986348,32.502370699774474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,011,001,2025-10-02_13h42.08.769,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-02 13h42.20.589105 +0100
Reality,Reg,TRUE,N,FB-Ig,B_TT,PsychoPyStudy5Stim/B_TT_3.png,"In REALITY, there are TWO cubes",Two,h,b,N,-,N,0,5,5,333,32.51516369986348,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5027429999318,2.9410002753138e-4,32.60636599990539,32.98192399996333,33.0820342998486,35.08206409984268,35.481944099999964,35.584173399955034,35.584173399955034,36.22005479992367,h,1,0.6282845998648554,NA,36.221245399909094,36.232014999957755,36.232014999957755,36.232014999957755,36.232014999957755,36.22260389989242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,011,001,2025-10-02_13h42.08.769,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-02 13h42.20.589105 +0100
Belief,Neg,TRUE,Y,FB-Ig,T_B_T,PsychoPyStudy5Stim/T_B_T_7.png,Adam does NOT THINK there are TWO cubes,Two,h,b,Y,-,N,0,6,6,22,36.232014999957755,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.22356859990395,7.5910007581114e-4,36.30633419984952,36.68187459977344,36.78194609982893,38.78188949986361,39.181962199974805,39.284389899810776,39.284389899810776,41.70179309998639,h,1,2.400625899899751,NA,41.702455199789256,41.71515509998426,41.71515509998426,41.71515509998426,41.71515509998426,41.703192099928856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,011,001,2025-10-02_13h42.08.769,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-02 13h42.20.589105 +0100
Belief,Neg,FALSE,N,NB-TB-K,T_NB,PsychoPyStudy5Stim/T_NB_7.png,Adam does NOT THINK there is ONE cube,One,b,h,Y,PropFalse,N,0,7,7,54,41.71515509998426,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.70370419998653,4.0500005707144e-4,41.79713869979605,42.181767999893054,42.28180269990117,44.28179549984634,44.68194799986668,44.78411449980922,44.78411449980922,46.20168800000101,b,1,1.4036549997981638,NA,46.20236639981158,46.21517059998587,46.21517059998587,46.21517059998587,46.21517059998587,46.20308449980803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,011,001,2025-10-02_13h42.08.769,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-02 13h42.20.589105 +0100
Reality,Reg,FALSE,N,TB-K-B,DD_B,PsychoPyStudy5Stim/DD_B_9.png,"In REALITY, there are TWO cubes",Two,b,h,N,PropFalse,N,0,8,8,240,46.21517059998587,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.20356989977881,3.8129999302327e-4,46.31200129981153,46.68188099982217,46.781772299902514,48.78185439994559,49.18189159990288,49.284231999889016,49.284231999889016,50.3513259999454,b,1,1.0555434999987483,NA,50.35188109986484,50.36513569997624,50.36513569997624,50.36513569997624,50.36513569997624,50.352480799891055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,011,001,2025-10-02_13h42.08.769,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-02 13h42.20.589105 +0100
Belief,Reg,FALSE,N,NB-TB-K,TT_NB,PsychoPyStudy5Stim/TT_NB_4.png,Adam THINKS there are ZERO cubes,Zero,b,h,N,PropFalse,N,0,9,9,184,50.36513569997624,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.352909999899566,3.4000002779066e-4,50.45368229993619,50.83193359989673,50.9320982999634,52.93188239983283,53.33197109983303,53.43429129989818,53.43429129989818,54.88502239994705,b,1,1.43400299991481,NA,54.88569669984281,54.898415099829435,54.898415099829435,54.898415099829435,54.898415099829435,54.88643089984544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,011,001,2025-10-02_13h42.08.769,Study_5_PsychoPy_Experiment,2024.1.5,NA,2025-10-02 13h42.20.589105 +0100
