Condition,TrueFalse,Scenario,StimType,Stimulus,Statement,StatementNum,CorAnsEven,CorAnsOdd,TotalObjects,TotalDistractors,TotalTargets,VisibleObjects,VisibleDistractors,VisibleTargets,HiddenObjects,HiddenDistractors,HiddenTargets,Barrier,WhyFalse,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpISI.started,ExpPrimerText.started,ExpPrimerText.stopped,ExpText.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndPressSPACE.keys,ExpEndPressSPACE.rt,participant,session,date,expName,psychopyVersion,frameRate
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.178114999998797,29.16160160000072,29.16160160000072,space,17.51577559999714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,036,001,2024-10-22_16h33.56.977,PsychoPy Exp,2023.1.2,59.980554304606756
Knowledge,FALSE,TB-Ig,D_B_D,PsychoPyStudy2Stim/D_B_D_1.png,Adam KNOWS there are ZERO cubes,0,h,b,2,2,0,1,1,0,1,1,0,B,PropTrueNoKnowledge,0,0,0,292,NA,NA,NA,NA,NA,0.19960109999738052,46.958459100002074,47.34393760000239,47.44406650000019,49.444222099999024,49.8440479000019,49.9716064000022,49.9716064000022,h,1,12.785493600000336,62.77728070000012,62.77728070000012,62.77728070000012,62.77728070000012,NA,NA,NA,NA,NA,NA,036,001,2024-10-22_16h33.56.977,PsychoPy Exp,2023.1.2,59.980554304606756
Knowledge,FALSE,TB-K,TD_NB,PsychoPyStudy2Stim/TD_NB_1.png,Adam KNOWS there are ZERO cubes,0,h,b,2,1,1,2,1,1,0,0,0,NB,PropFalse,0,1,1,279,NA,NA,NA,NA,NA,0.00111739999920246,62.87921389999974,63.26062810000076,63.360798100002285,65.3606507000004,65.76063500000237,65.86305400000128,65.86305400000128,h,1,4.685960999999224,70.57720500000141,70.57720500000141,70.57720500000141,70.57720500000141,NA,NA,NA,NA,NA,NA,036,001,2024-10-22_16h33.56.977,PsychoPy Exp,2023.1.2,59.980554304606756
Belief,FALSE,TB-Ig,D_B_D,PsychoPyStudy2Stim/D_B_D_1.png,Adam THINKS there is ONE cube,1,h,b,2,2,0,1,1,0,1,1,0,B,PropFalse,0,2,2,184,NA,NA,NA,NA,NA,5.8490000083111e-4,70.6656976000013,71.04393680000067,71.14409380000143,73.14420539999992,73.54397790000075,73.64618179999889,73.64618179999889,h,1,5.687420199999906,79.36045530000047,79.36045530000047,79.36045530000047,79.36045530000047,NA,NA,NA,NA,NA,NA,036,001,2024-10-22_16h33.56.977,PsychoPy Exp,2023.1.2,59.980554304606756
Reality,TRUE,TB-K,D_NB,PsychoPyStudy2Stim/D_NB_1.png,"In REALITY, there are ZERO cubes",0,b,h,1,1,0,1,1,0,0,0,0,NB,-,0,3,3,0,NA,NA,NA,NA,NA,3.8800000038463e-4,79.43231939999896,79.81057990000045,79.91083580000122,81.91061640000044,82.31072610000047,82.4129568999997,82.4129568999997,b,1,1.9283520999997563,84.3606491999999,84.3606491999999,84.3606491999999,84.3606491999999,NA,NA,NA,NA,NA,NA,036,001,2024-10-22_16h33.56.977,PsychoPy Exp,2023.1.2,59.980554304606756
Belief,TRUE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_3.png,Adam THINKS there is ONE cube,1,b,h,2,0,2,1,0,1,1,0,1,B,-,0,4,4,154,NA,NA,NA,NA,NA,0.00167969999893102,84.43641290000232,84.81058259999918,84.91061030000128,86.91057509999882,87.31068059999961,87.41294850000122,87.41294850000122,b,1,3.448085500000161,90.87709670000186,90.87709670000186,90.87709670000186,90.87709670000186,NA,NA,NA,NA,NA,NA,036,001,2024-10-22_16h33.56.977,PsychoPy Exp,2023.1.2,59.980554304606756
Belief,TRUE,TB-Ig,D_B,PsychoPyStudy2Stim/D_B_1.png,Adam THINKS there are ZERO cubes,0,b,h,1,1,0,1,1,0,0,0,0,B,-,0,5,5,126,NA,NA,NA,NA,NA,4.6870000005583e-4,90.95550430000004,91.3272007000014,91.42737510000006,93.4273893999998,93.82726520000142,93.92955970000185,93.92955970000185,b,1,3.41177080000125,97.36055300000226,97.36055300000226,97.36055300000226,97.36055300000226,NA,NA,NA,NA,NA,NA,036,001,2024-10-22_16h33.56.977,PsychoPy Exp,2023.1.2,59.980554304606756
Belief,TRUE,TB-K-B,TT_B,PsychoPyStudy2Stim/TT_B_12.png,Adam THINKS there are TWO cubes,2,b,h,2,0,2,2,0,2,0,0,0,B,-,0,6,6,145,NA,NA,NA,NA,NA,0.00170509999952628,97.43951860000016,97.81054360000051,97.91066680000222,99.91052750000016,100.3106269000018,100.41329960000076,100.41329960000076,b,1,3.5436162000005424,103.97714970000015,103.97714970000015,103.97714970000015,103.97714970000015,NA,NA,NA,NA,NA,NA,036,001,2024-10-22_16h33.56.977,PsychoPy Exp,2023.1.2,59.980554304606756
Reality,TRUE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_1.png,"In REALITY, there are TWO cubes",2,b,h,2,0,2,1,0,1,1,0,1,B,-,0,7,7,44,NA,NA,NA,NA,NA,4.4259999776841e-4,104.0571783000014,104.42708349999884,104.5271967000008,106.5273257000008,106.92735820000236,107.02955490000022,107.02955490000022,b,1,3.2233417999996163,110.27705950000018,110.27705950000018,110.27705950000018,110.27705950000018,NA,NA,NA,NA,NA,NA,036,001,2024-10-22_16h33.56.977,PsychoPy Exp,2023.1.2,59.980554304606756
Belief,TRUE,TB-K-B,TT_B,PsychoPyStudy2Stim/TT_B_5.png,Adam THINKS there are TWO cubes,2,b,h,2,0,2,2,0,2,0,0,0,B,-,0,8,8,138,NA,NA,NA,NA,NA,4.521000009845e-4,110.36759499999972,110.74381469999936,110.84397249999893,112.8439900000012,113.24399850000192,113.34617179999988,113.34617179999988,b,1,2.2587731999992684,115.62715450000178,115.62715450000178,115.62715450000178,115.62715450000178,NA,NA,NA,NA,NA,NA,036,001,2024-10-22_16h33.56.977,PsychoPy Exp,2023.1.2,59.980554304606756
