Condition,TrueFalse,Scenario,StimType,Stimulus,Statement,StatementNum,CorAnsEven,CorAnsOdd,TotalObjects,TotalDistractors,TotalTargets,VisibleObjects,VisibleDistractors,VisibleTargets,HiddenObjects,HiddenDistractors,HiddenTargets,Barrier,WhyFalse,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpISI.started,ExpPrimerText.started,ExpPrimerText.stopped,ExpText.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndText.stopped,ExpEndPressSPACE.stopped,ExpEndPressSPACE.keys,participant,session,date,expName,psychopyVersion,frameRate
Knowledge,TRUE,TB-K,DD_NB,PsychoPyStudy2Stim/DD_NB_3.png,Adam KNOWS there are ZERO cubes,0,b,h,2,2,0,2,2,0,0,0,0,NB,-,0,9,9,224,NA,NA,NA,NA,NA,0.00170299969613552,75.63725440017879,76.01987420022488,76.1201732000336,78.12018630001694,78.52018060022965,78.62244109995663,78.62244109995663,b,1,1.605521299876273,80.2534054000862,80.2534054000862,80.2534054000862,80.2534054000862,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Reality,FALSE,TB-Ig,D_B,PsychoPyStudy2Stim/D_B_3.png,"In REALITY, there are TWO cubes",2,h,b,1,1,0,1,1,0,0,0,0,B,PropFalse,0,10,10,74,NA,NA,NA,NA,NA,0.00172109995037317,80.34336180007085,80.72000170033425,80.81999609991908,82.82012590020895,83.21997680002823,83.32255670009181,83.32255670009181,h,1,1.0889729000627997,84.43664530012757,84.43664530012757,84.43664530012757,84.43664530012757,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Belief,TRUE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_4.png,Adam THINKS there is ONE cube,1,b,h,2,0,2,1,0,1,1,0,1,B,-,0,11,11,155,NA,NA,NA,NA,NA,7.7399984002113e-4,84.52126040030271,84.90332970023155,85.00344810029492,87.00329910032451,87.40343290008605,87.50583360018209,87.50583360018209,b,1,1.6980129000730813,89.21979980031028,89.21979980031028,89.21979980031028,89.21979980031028,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Knowledge,FALSE,TB-Ig,D_B_D,PsychoPyStudy2Stim/D_B_D_4.png,Adam KNOWS there are ZERO cubes,0,h,b,2,2,0,1,1,0,1,1,0,B,PropTrueNoKnowledge,0,12,12,295,NA,NA,NA,NA,NA,5.443999543786e-4,89.30111190024763,89.68664770014584,89.78667540010065,91.78676500031725,92.18673729989678,92.2891239002347,92.2891239002347,h,1,2.5475110998377204,94.8533848002553,94.8533848002553,94.8533848002553,94.8533848002553,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Belief,FALSE,FB-Ig,D_B_T,PsychoPyStudy2Stim/D_B_T_3.png,Adam THINKS there is ONE cube,1,h,b,2,1,1,1,1,0,1,0,1,B,PropTrueNoBelief,0,13,13,214,NA,NA,NA,NA,NA,0.00168889993801713,94.94562279991806,95.31992440018804,95.42009600019082,97.41989930020644,97.82000600034372,97.92247590003537,97.92247590003537,h,1,1.545612399931997,99.48669210029766,99.48669210029766,99.48669210029766,99.48669210029766,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Knowledge,FALSE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_1.png,Adam KNOWS there are TWO cubes,2,h,b,2,0,2,1,0,1,1,0,1,B,PropTrueNoKnowledge,0,14,14,312,NA,NA,NA,NA,NA,0.00168839981779456,99.57369740027934,99.95301870023832,100.05311900004745,102.05312700010836,102.45341870002449,102.55564140016212,102.55564140016212,h,1,1.481062900274992,104.05331700015812,104.05331700015812,104.05331700015812,104.05331700015812,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Reality,TRUE,TB-K,TD_NB,PsychoPyStudy2Stim/TD_NB_2.png,"In REALITY, there is ONE cube",1,b,h,2,1,1,2,1,1,0,0,0,NB,-,0,15,15,10,NA,NA,NA,NA,NA,0.00171280000358819,104.14261220023036,104.51992279989643,104.62004760000856,106.62006140034646,107.0199927999638,107.12226990005,107.12226990005,b,1,0.9372276002541184,108.08653250010684,108.08653250010684,108.08653250010684,108.08653250010684,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Belief,FALSE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_1.png,Adam THINKS there are TWO cubes,2,h,b,2,0,2,1,0,1,1,0,1,B,PropTrueNoBelief,0,16,16,200,NA,NA,NA,NA,NA,5.9399986639618e-4,108.16257470007986,108.53657020023093,108.63667039992288,110.63668789993972,111.03658990003169,111.13907980034128,111.13907980034128,h,1,1.200350500177592,112.36977170035244,112.36977170035244,112.36977170035244,112.36977170035244,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Belief,FALSE,TB-K,DD_NB,PsychoPyStudy2Stim/DD_NB_1.png,Adam THINKS there is ONE cube,1,h,b,2,2,0,2,2,0,0,0,0,NB,PropFalse,0,17,17,168,NA,NA,NA,NA,NA,9.3809980899095e-4,112.44726609997451,112.81994289997964,112.91984539991245,114.91975030023605,115.31971800001338,115.42236250033602,115.42236250033602,h,1,2.69309620000422,118.13631490012632,118.13631490012632,118.13631490012632,118.13631490012632,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Reality,TRUE,TB-K-B,DD_B,PsychoPyStudy2Stim/DD_B_13.png,"In REALITY, there are ZERO cubes",0,b,h,2,2,0,2,2,0,0,0,0,B,-,0,18,18,26,NA,NA,NA,NA,NA,5.1110005006194e-4,118.21979640005156,118.6029519001022,118.70305800018832,120.70304980035873,121.10319840023294,121.20584310032427,121.20584310032427,b,1,1.3496294999495149,122.5862362002954,122.5862362002954,122.5862362002954,122.5862362002954,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Knowledge,FALSE,FB-Ig,D_B_T,PsychoPyStudy2Stim/D_B_T_3.png,Adam KNOWS there is ONE cube,1,h,b,2,1,1,1,1,0,1,0,1,B,PropTrueNoKnowledge,0,19,19,320,NA,NA,NA,NA,NA,3.9880024269223e-4,122.67395460000262,123.0529243000783,123.15305560035632,125.15305180009454,125.55302949994802,125.65580710023642,125.65580710023642,h,1,0.981391499750316,126.65288920002058,126.65288920002058,126.65288920002058,126.65288920002058,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Reality,FALSE,FB-Ig,D_B_T,PsychoPyStudy2Stim/D_B_T_2.png,"In REALITY, there are ZERO cubes",0,h,b,2,1,1,1,1,0,1,0,1,B,PropFalse,0,20,20,105,NA,NA,NA,NA,NA,4.1119987145066e-4,126.73015800025314,127.10292760003358,127.20299019990487,129.20302079990506,129.60299440007657,129.70582220004871,129.70582220004871,h,1,0.7148990998975933,130.43629200011492,130.43629200011492,130.43629200011492,130.43629200011492,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Reality,TRUE,TB-K,D_NB,PsychoPyStudy2Stim/D_NB_2.png,"In REALITY, there are ZERO cubes",0,b,h,1,1,0,1,1,0,0,0,0,NB,-,0,21,21,1,NA,NA,NA,NA,NA,4.1340012103319e-4,130.50686149997637,130.88624850008637,130.9862798000686,132.98636580025777,133.38628270011395,133.4893491002731,133.4893491002731,b,1,0.9540166999213398,134.4695374001749,134.4695374001749,134.4695374001749,134.4695374001749,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Knowledge,FALSE,TB-K,T_NB,PsychoPyStudy2Stim/T_NB_2.png,Adam KNOWS there are TWO cubes,2,h,b,1,0,1,1,0,1,0,0,0,NB,PropFalse,0,22,22,274,NA,NA,NA,NA,NA,4.3019978329539e-4,134.544483799953,134.9194883001037,135.01975580025464,137.01964220032096,137.41965830000115,137.5232357000932,137.5232357000932,h,1,0.7442220998927951,138.28618009993806,138.28618009993806,138.28618009993806,138.28618009993806,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Reality,FALSE,TB-Ig,D_B_D,PsychoPyStudy2Stim/D_B_D_4.png,"In REALITY, there are TWO cubes",2,h,b,2,2,0,1,1,0,1,1,0,B,PropFalse,0,23,23,79,NA,NA,NA,NA,NA,4.644002765417e-4,138.37721260031685,138.75289090024307,138.8530192002654,140.85290900012478,141.25291160028428,141.35577889997512,141.35577889997512,h,1,0.6714625996537507,142.0527953999117,142.0527953999117,142.0527953999117,142.0527953999117,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Knowledge,TRUE,TB-K-B,DD_B,PsychoPyStudy2Stim/DD_B_9.png,Adam KNOWS there are ZERO cubes,0,b,h,2,2,0,2,2,0,0,0,0,B,-,0,24,24,242,NA,NA,NA,NA,NA,4.0150014683604e-4,142.1436789999716,142.5195641000755,142.61963140033183,144.61962180025876,145.01964080007747,145.12236079992726,145.12236079992726,b,1,0.5769150997512043,145.7195627000183,145.7195627000183,145.7195627000183,145.7195627000183,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Reality,TRUE,TB-K,D_NB,PsychoPyStudy2Stim/D_NB_1.png,"In REALITY, there are ZERO cubes",0,b,h,1,1,0,1,1,0,0,0,0,NB,-,0,25,25,0,NA,NA,NA,NA,NA,4.7209998592734e-4,145.79677010001615,146.1694690999575,146.26955400034785,148.26961890002713,148.66954870009795,148.77215210022405,148.77215210022405,h,0,1.2480971002951264,150.0362865999341,150.0362865999341,150.0362865999341,150.0362865999341,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Belief,FALSE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_5.png,Adam THINKS there are TWO cubes,2,h,b,2,0,2,1,0,1,1,0,1,B,PropTrueNoBelief,0,26,26,204,NA,NA,NA,NA,NA,0.00170859973877668,150.11344780027866,150.48642390035093,150.58646450005472,152.58640999998897,152.98653370002285,153.08897279994562,153.08897279994562,h,1,1.1475307000800967,154.25290019996464,154.25290019996464,154.25290019996464,154.25290019996464,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Knowledge,TRUE,TB-K,D_NB,PsychoPyStudy2Stim/D_NB_3.png,Adam KNOWS there are ZERO cubes,0,b,h,1,1,0,1,1,0,0,0,0,NB,-,0,27,27,218,NA,NA,NA,NA,NA,6.2219984829425e-4,154.32498970022425,154.70275750011206,154.80292160017416,156.80309500033036,157.20322300028056,157.30568729992956,157.30568729992956,b,1,1.1621505999937654,158.4862293000333,158.4862293000333,158.4862293000333,158.4862293000333,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Reality,FALSE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_2.png,"In REALITY, there is ONE cube",1,h,b,2,0,2,1,0,1,1,0,1,B,PropFalse,0,28,28,99,NA,NA,NA,NA,NA,0.00169620011001825,158.56237580021843,158.93635890027508,159.0363398999907,161.03650119993836,161.43650009995326,161.5389809999615,161.5389809999615,h,1,1.2883470002561808,162.85285950032994,162.85285950032994,162.85285950032994,162.85285950032994,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Reality,FALSE,TB-K,D_NB,PsychoPyStudy2Stim/D_NB_2.png,"In REALITY, there is ONE cube",1,h,b,1,1,0,1,1,0,0,0,0,NB,PropFalse,0,29,29,55,NA,NA,NA,NA,NA,4.0080025792121e-4,162.91745130019262,163.30301730008796,163.40312010003254,165.40317919990048,165.80312940012664,165.9054232002236,165.9054232002236,h,1,1.5782599998638034,167.50291340006515,167.50291340006515,167.50291340006515,167.50291340006515,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Belief,TRUE,TB-K-B,TT_B,PsychoPyStudy2Stim/TT_B_5.png,Adam THINKS there are TWO cubes,2,b,h,2,0,2,2,0,2,0,0,0,B,-,0,30,30,138,NA,NA,NA,NA,NA,0.00180460000410676,167.57510549994186,167.95300900004804,168.05314800003543,170.05296300025657,170.453056700062,170.55544550018385,170.55544550018385,b,1,0.7521331999450922,171.33639540011063,171.33639540011063,171.33639540011063,171.33639540011063,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Reality,TRUE,TB-Ig,D_B_D,PsychoPyStudy2Stim/D_B_D_1.png,"In REALITY, there are ZERO cubes",0,b,h,2,2,0,1,1,0,1,1,0,B,-,0,31,31,22,NA,NA,NA,NA,NA,0.00169430021196603,171.4331483002752,171.80297640012577,171.90300950035453,173.9031062000431,174.30311750015244,174.4054938000627,174.4054938000627,b,1,2.2697304002940655,176.70272550033403,176.70272550033403,176.70272550033403,176.70272550033403,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Knowledge,TRUE,TB-K,TD_NB,PsychoPyStudy2Stim/TD_NB_3.png,Adam KNOWS there is ONE cube,1,b,h,2,1,1,2,1,1,0,0,0,NB,-,0,32,32,227,NA,NA,NA,NA,NA,3.8889981806278e-4,176.7744420999661,177.1530329999514,177.25311180017889,179.25322180008516,179.65315680019555,179.75547809991986,179.75547809991986,b,1,0.8721230002120137,180.65274020005015,180.65274020005015,180.65274020005015,180.65274020005015,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Reality,FALSE,TB-K,TD_NB,PsychoPyStudy2Stim/TD_NB_2.png,"In REALITY, there are ZERO cubes",0,h,b,2,1,1,2,1,1,0,0,0,NB,PropFalse,0,33,33,64,NA,NA,NA,NA,NA,0.00124200014397501,180.7206544000655,181.1028971001506,181.2031056000851,183.20285309990868,183.6031134002842,183.7055509001948,183.7055509001948,b,0,0.8826332003809512,184.61967170005664,184.61967170005664,184.61967170005664,184.61967170005664,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Knowledge,FALSE,TB-K-B,TD_B,PsychoPyStudy2Stim/TD_B_11.png,Adam KNOWS there are ZERO cubes,0,h,b,2,1,1,2,1,1,0,0,0,B,PropFalse,0,34,34,299,NA,NA,NA,NA,NA,0.00169349974021315,184.73836480034515,185.1196070001461,185.2198169999756,187.21967180026695,187.61970250029117,187.72203870024532,187.72203870024532,h,1,0.8501935000531375,188.60297040035948,188.60297040035948,188.60297040035948,188.60297040035948,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Belief,FALSE,TB-K,T_NB,PsychoPyStudy2Stim/T_NB_1.png,Adam THINKS there are ZERO cubes,0,h,b,1,0,1,1,0,1,0,0,0,NB,PropFalse,0,35,35,165,NA,NA,NA,NA,NA,0.00170479994267225,188.69948490010577,189.0696282000281,189.1697295000777,191.16971530020237,191.56957860011607,191.6721188002266,191.6721188002266,h,1,1.083035399671644,192.786234700121,192.786234700121,192.786234700121,192.786234700121,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Knowledge,TRUE,TB-K,D_NB,PsychoPyStudy2Stim/D_NB_2.png,Adam KNOWS there are ZERO cubes,0,b,h,1,1,0,1,1,0,0,0,0,NB,-,0,36,36,217,NA,NA,NA,NA,NA,6.169001571834e-4,192.85816169995817,193.2361484002322,193.33637030003592,195.33628910034895,195.73630980029705,195.8387827002443,195.8387827002443,b,1,2.612896699924022,198.4692756999284,198.4692756999284,198.4692756999284,198.4692756999284,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Belief,TRUE,FB-Ig,D_B_T,PsychoPyStudy2Stim/D_B_T_2.png,Adam THINKS there are ZERO cubes,0,b,h,2,1,1,1,1,0,1,0,1,B,-,0,37,37,159,NA,NA,NA,NA,NA,4.2770011350512e-4,198.55357490014285,198.93594710016623,199.03625439992177,201.03608320001513,201.436215700116,201.53862969996408,201.53862969996408,b,1,1.0810557999648154,202.6361437002197,202.6361437002197,202.6361437002197,202.6361437002197,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Knowledge,FALSE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_6.png,Adam KNOWS there is ONE cube,1,h,b,2,0,2,1,0,1,1,0,1,B,PropFalse,0,38,38,305,NA,NA,NA,NA,NA,6.0100015252828e-4,202.721311500296,203.10287429997695,203.20297629991543,205.2029603002593,205.6029244000092,205.705309800338,205.705309800338,h,1,1.7939435997977853,207.519570000004,207.519570000004,207.519570000004,207.519570000004,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Reality,TRUE,TB-K,T_NB,PsychoPyStudy2Stim/T_NB_2.png,"In REALITY, there is ONE cube",1,b,h,1,0,1,1,0,1,0,0,0,NB,-,0,39,39,4,NA,NA,NA,NA,NA,0.00154049973934888,207.6092219999991,207.9861759003252,208.08618970029056,210.0862926002592,210.4862700002268,210.58852409990504,210.58852409990504,b,1,0.63920470001176,211.25288160005584,211.25288160005584,211.25288160005584,211.25288160005584,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Knowledge,FALSE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_5.png,Adam KNOWS there are TWO cubes,2,h,b,2,0,2,1,0,1,1,0,1,B,PropTrueNoKnowledge,0,40,40,310,NA,NA,NA,NA,NA,0.00169930001720786,211.34230139991269,211.7194825001061,211.81948380032551,213.8195087001659,214.21966319996864,214.3220081999898,214.3220081999898,h,1,0.6330132000148296,214.9860505000688,214.9860505000688,214.9860505000688,214.9860505000688,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Knowledge,FALSE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_2.png,Adam KNOWS there is ONE cube,1,h,b,2,0,2,1,0,1,1,0,1,B,PropFalse,0,41,41,301,NA,NA,NA,NA,NA,3.9780000224709e-4,215.0587594001554,215.43618840025735,215.53604600019753,217.5363680999726,217.9361296002753,218.03872549999505,218.03872549999505,h,1,0.8926678998395801,218.9528581001796,218.9528581001796,218.9528581001796,218.9528581001796,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
Belief,TRUE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_1.png,Adam THINKS there is ONE cube,1,b,h,2,0,2,1,0,1,1,0,1,B,-,0,42,42,152,NA,NA,NA,NA,NA,0.00170279992744326,219.02720190025863,219.40282110031697,219.50292359991,221.50296660000456,221.9029425000772,222.00526690017432,222.00526690017432,b,1,0.8618744001723826,222.88603790011257,222.88603790011257,222.88603790011257,222.88603790011257,NA,NA,NA,NA,NA,NA,NA,026,001,2024-10-15_12h06.27.366,PsychoPy Exp,2023.1.2,60.02653178931638
