Condition,TrueFalse,Scenario,StimType,Stimulus,Statement,StatementNum,CorAnsEven,CorAnsOdd,TotalObjects,TotalDistractors,TotalTargets,VisibleObjects,VisibleDistractors,VisibleTargets,HiddenObjects,HiddenDistractors,HiddenTargets,Barrier,WhyFalse,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpISI.started,ExpPrimerText.started,ExpPrimerText.stopped,ExpText.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndPressSPACE.keys,ExpEndPressSPACE.rt,participant,session,date,expName,psychopyVersion,frameRate
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.68912250001449,18.657026500091888,18.657026500091888,space,24.482540600001812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041,001,2024-10-28_14h44.07.908,PsychoPy Exp,2023.1.2,59.956064224537215
Belief,FALSE,TB-K,DD_NB,PsychoPyStudy2Stim/DD_NB_3.png,Adam THINKS there are TWO cubes,2,h,b,2,2,0,2,2,0,0,0,0,NB,PropFalse,0,0,0,170,NA,NA,NA,NA,NA,0.1976556000299752,43.43894530006219,43.82276830007322,43.92286799999419,45.92287120001856,46.32272150006611,46.45547240006272,46.45547240006272,b,1,2.1797647998901084,48.65609950001817,48.65609950001817,48.65609950001817,48.65609950001817,NA,NA,NA,NA,NA,NA,041,001,2024-10-28_14h44.07.908,PsychoPy Exp,2023.1.2,59.956064224537215
Reality,TRUE,TB-K,D_NB,PsychoPyStudy2Stim/D_NB_1.png,"In REALITY, there are ZERO cubes",0,b,h,1,1,0,1,1,0,0,0,0,NB,-,0,1,1,0,NA,NA,NA,NA,NA,5.8819993864744e-4,48.752297500032,49.122747100074776,49.22276870009955,51.222880300018005,51.62290380010381,51.72506740002427,51.72506740002427,h,1,2.654271199950017,54.40603260009084,54.40603260009084,54.40603260009084,54.40603260009084,NA,NA,NA,NA,NA,NA,041,001,2024-10-28_14h44.07.908,PsychoPy Exp,2023.1.2,59.956064224537215
Knowledge,FALSE,TB-K-B,TD_B,PsychoPyStudy2Stim/TD_B_11.png,Adam KNOWS there are ZERO cubes,0,h,b,2,1,1,2,1,1,0,0,0,B,PropFalse,0,2,2,299,NA,NA,NA,NA,NA,0.00146860000677406,54.48796709999442,54.87268990010489,54.97291310003493,56.97289760003332,57.372806500061415,57.475150900078006,57.475150900078006,b,1,4.7124435000587255,62.20611680008005,62.20611680008005,62.20611680008005,62.20611680008005,NA,NA,NA,NA,NA,NA,041,001,2024-10-28_14h44.07.908,PsychoPy Exp,2023.1.2,59.956064224537215
Belief,TRUE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_4.png,Adam THINKS there is ONE cube,1,b,h,2,0,2,1,0,1,1,0,1,B,-,0,3,3,155,NA,NA,NA,NA,NA,0.00227729999460279,62.302965600043535,62.67271170008462,62.77283960010391,64.7728577000089,65.17286650009919,65.2752297000261,65.2752297000261,h,1,1.984556499985047,67.27271630009636,67.27271630009636,67.27271630009636,67.27271630009636,NA,NA,NA,NA,NA,NA,041,001,2024-10-28_14h44.07.908,PsychoPy Exp,2023.1.2,59.956064224537215
Knowledge,TRUE,TB-K,D_NB,PsychoPyStudy2Stim/D_NB_3.png,Adam KNOWS there are ZERO cubes,0,b,h,1,1,0,1,1,0,0,0,0,NB,-,0,4,4,218,NA,NA,NA,NA,NA,0.00206089997664093,67.3646119000623,67.73943930002861,67.83941060001962,69.83952740009408,70.23945760005154,70.34183220006526,70.34183220006526,h,1,1.5736381999449804,71.93938970007002,71.93938970007002,71.93938970007002,71.93938970007002,NA,NA,NA,NA,NA,NA,041,001,2024-10-28_14h44.07.908,PsychoPy Exp,2023.1.2,59.956064224537215
Belief,TRUE,TB-K-B,TT_B,PsychoPyStudy2Stim/TT_B_2.png,Adam THINKS there are TWO cubes,2,b,h,2,0,2,2,0,2,0,0,0,B,-,0,5,5,135,NA,NA,NA,NA,NA,0.00180620001628994,72.04034659999888,72.42267580004409,72.52280989999417,74.52278710005339,74.92275460006204,75.02506470005028,75.02506470005028,h,1,1.7472810000181198,76.7894162000157,76.7894162000157,76.7894162000157,76.7894162000157,NA,NA,NA,NA,NA,NA,041,001,2024-10-28_14h44.07.908,PsychoPy Exp,2023.1.2,59.956064224537215
Knowledge,FALSE,TB-K,TD_NB,PsychoPyStudy2Stim/TD_NB_3.png,Adam KNOWS there are TWO cubes,2,h,b,2,1,1,2,1,1,0,0,0,NB,PropFalse,0,6,6,281,NA,NA,NA,NA,NA,0.00198260007891804,76.86089860007633,77.23928530002013,77.33932280004956,79.33943040005397,79.73941180005204,79.84189680009149,79.84189680009149,b,1,2.01708330004476,81.88905950007029,81.88905950007029,81.88905950007029,81.88905950007029,NA,NA,NA,NA,NA,NA,041,001,2024-10-28_14h44.07.908,PsychoPy Exp,2023.1.2,59.956064224537215
Knowledge,TRUE,TB-K-B,TT_B,PsychoPyStudy2Stim/TT_B_22.png,Adam KNOWS there are TWO cubes,2,b,h,2,0,2,2,0,2,0,0,0,B,-,0,7,7,255,NA,NA,NA,NA,NA,5.0709990318864e-4,81.96297530003358,82.33932360005565,82.43946910009254,84.43950060009956,84.83942440000828,84.94163880008273,84.94163880008273,h,1,1.350135000073351,86.32249130005948,86.32249130005948,86.32249130005948,86.32249130005948,NA,NA,NA,NA,NA,NA,041,001,2024-10-28_14h44.07.908,PsychoPy Exp,2023.1.2,59.956064224537215
Belief,FALSE,FB-Ig,D_B_T,PsychoPyStudy2Stim/D_B_T_3.png,Adam THINKS there is ONE cube,1,h,b,2,1,1,1,1,0,1,0,1,B,PropTrueNoBelief,0,8,8,214,NA,NA,NA,NA,NA,5.210000090301e-4,86.39919230004307,86.77265550009906,86.87261850002687,88.87260870006867,89.27265749999788,89.3750189000275,89.3750189000275,b,1,2.2203953999560326,91.62266690004616,91.62266690004616,91.62266690004616,91.62266690004616,NA,NA,NA,NA,NA,NA,041,001,2024-10-28_14h44.07.908,PsychoPy Exp,2023.1.2,59.956064224537215
Belief,TRUE,TB-K,D_NB,PsychoPyStudy2Stim/D_NB_2.png,Adam THINKS there are ZERO cubes,0,b,h,1,1,0,1,1,0,0,0,0,NB,-,0,9,9,109,NA,NA,NA,NA,NA,0.0020085999276489,91.693791600060635,92.07258969999384,92.17259100009689,94.17268030007835,94.5727474000305,94.67496080009732,94.67496080009732,h,1,2.688403300009668,97.38929550000466,97.38929550000466,97.38929550000466,97.38929550000466,NA,NA,NA,NA,NA,NA,041,001,2024-10-28_14h44.07.908,PsychoPy Exp,2023.1.2,59.956064224537215
Knowledge,TRUE,TB-K-B,DD_B,PsychoPyStudy2Stim/DD_B_5.png,Adam KNOWS there are ZERO cubes,0,b,h,2,2,0,2,2,0,0,0,0,B,-,0,10,10,238,NA,NA,NA,NA,NA,0.00183500000275671,97.46998860000168,97.83924210001716,97.93940640008076,99.93945659999736,100.3392011000542,100.44172910007184,100.44172910007184,h,1,1.2413598999846729,101.70595970004796,101.70595970004796,101.70595970004796,101.70595970004796,NA,NA,NA,NA,NA,NA,041,001,2024-10-28_14h44.07.908,PsychoPy Exp,2023.1.2,59.956064224537215
