Condition,TrueFalse,Scenario,StimType,Stimulus,Statement,StatementNum,CorAnsEven,CorAnsOdd,TotalObjects,TotalDistractors,TotalTargets,VisibleObjects,VisibleDistractors,VisibleTargets,HiddenObjects,HiddenDistractors,HiddenTargets,Barrier,WhyFalse,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpISI.started,ExpPrimerText.started,ExpPrimerText.stopped,ExpText.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndPressSPACE.keys,ExpEndPressSPACE.rt,participant,session,date,expName,psychopyVersion,frameRate
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.448846200015396,27.438071799930185,27.438071799930185,space,21.48350099986419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,015,001,2024-10-08_15h31.36.635,PsychoPy Exp,2023.1.2,59.9680010264701
Knowledge,TRUE,TB-K,TT_NB,PsychoPyStudy2Stim/TT_NB_2.png,Adam KNOWS there are TWO cubes,2,b,h,2,0,2,2,0,2,0,0,0,NB,-,0,0,0,229,NA,NA,NA,NA,NA,0.1914384001865983,49.22748320014216,49.623140200041234,49.721274900017306,51.72271340014413,52.121223900001496,52.248160199960694,52.248160199960694,h,1,1.7451100000180304,54.0213025000412,54.0213025000412,54.0213025000412,54.0213025000412,NA,NA,NA,NA,NA,NA,015,001,2024-10-08_15h31.36.635,PsychoPy Exp,2023.1.2,59.9680010264701
Knowledge,FALSE,TB-Ig,D_B_D,PsychoPyStudy2Stim/D_B_D_3.png,Adam KNOWS there are ZERO cubes,0,h,b,2,2,0,1,1,0,1,1,0,B,PropTrueNoKnowledge,0,1,1,294,NA,NA,NA,NA,NA,4.6500004827976e-4,54.0971242999658,54.48827910004184,54.58834529994056,56.58813049993478,56.98804700002074,57.087913000024855,57.087913000024855,h,0,2.2014194999355823,59.32122240005992,59.32122240005992,59.32122240005992,59.32122240005992,NA,NA,NA,NA,NA,NA,015,001,2024-10-08_15h31.36.635,PsychoPy Exp,2023.1.2,59.9680010264701
Belief,TRUE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_5.png,Adam THINKS there is ONE cube,1,b,h,2,0,2,1,0,1,1,0,1,B,-,0,2,2,156,NA,NA,NA,NA,NA,5.0030020065605e-4,59.39774490008131,59.78822969994508,59.88845490012318,61.88798790005967,62.287769000045955,62.38769240002148,62.38769240002148,h,1,2.0542237001936883,64.47127169999294,64.47127169999294,64.47127169999294,64.47127169999294,NA,NA,NA,NA,NA,NA,015,001,2024-10-08_15h31.36.635,PsychoPy Exp,2023.1.2,59.9680010264701
Knowledge,TRUE,TB-K-B,DD_B,PsychoPyStudy2Stim/DD_B_4.png,Adam KNOWS there are ZERO cubes,0,b,h,2,2,0,2,2,0,0,0,0,B,-,0,3,3,237,NA,NA,NA,NA,NA,4.9959984607994e-4,64.5515767999459,64.95460880012251,65.0547809000127,67.0551628000103,67.4553519000765,67.5544172001537,67.5544172001537,h,1,1.1107109000440687,68.68791060009971,68.68791060009971,68.68791060009971,68.68791060009971,NA,NA,NA,NA,NA,NA,015,001,2024-10-08_15h31.36.635,PsychoPy Exp,2023.1.2,59.9680010264701
Belief,FALSE,TB-K,DD_NB,PsychoPyStudy2Stim/DD_NB_3.png,Adam THINKS there are TWO cubes,2,h,b,2,2,0,2,2,0,0,0,0,NB,PropFalse,0,4,4,170,NA,NA,NA,NA,NA,5.0530000589787e-4,68.76819139998406,69.17128430004232,69.27160890004598,71.2719056000933,71.67116750008427,71.77105300012045,71.77105300012045,b,1,0.9985607000999152,72.78789629996754,72.78789629996754,72.78789629996754,72.78789629996754,NA,NA,NA,NA,NA,NA,015,001,2024-10-08_15h31.36.635,PsychoPy Exp,2023.1.2,59.9680010264701
Reality,FALSE,TB-K,DD_NB,PsychoPyStudy2Stim/DD_NB_1.png,"In REALITY, there is ONE cube",1,h,b,2,2,0,2,2,0,0,0,0,NB,PropFalse,0,5,5,60,NA,NA,NA,NA,NA,5.1419995725154e-4,72.8618910999503,73.25466089998372,73.35505410004407,75.35481039993465,75.75451830006205,75.85425470001064,75.85425470001064,b,1,1.2752042000647634,77.15453499997966,77.15453499997966,77.15453499997966,77.15453499997966,NA,NA,NA,NA,NA,NA,015,001,2024-10-08_15h31.36.635,PsychoPy Exp,2023.1.2,59.9680010264701
Knowledge,FALSE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_3.png,Adam KNOWS there is ONE cube,1,h,b,2,0,2,1,0,1,1,0,1,B,PropFalse,0,6,6,302,NA,NA,NA,NA,NA,4.9759983085095e-4,77.23593630013056,77.63769360003062,77.7379149000626,79.73802660009824,80.1378842999693,80.23774560005404,80.23774560005404,h,0,2.307362399995327,82.57121980004013,82.57121980004013,82.57121980004013,82.57121980004013,NA,NA,NA,NA,NA,NA,015,001,2024-10-08_15h31.36.635,PsychoPy Exp,2023.1.2,59.9680010264701
Knowledge,TRUE,TB-K-B,TT_B,PsychoPyStudy2Stim/TT_B_21.png,Adam KNOWS there are TWO cubes,2,b,h,2,0,2,2,0,2,0,0,0,B,-,0,7,7,254,NA,NA,NA,NA,NA,4.9040000885725e-4,82.65148909995332,83.05463850009255,83.15516449999996,85.1551367000211,85.55452929995954,85.65435259998776,85.65435259998776,h,1,1.3307463999371976,87.00513980002142,87.00513980002142,87.00513980002142,87.00513980002142,NA,NA,NA,NA,NA,NA,015,001,2024-10-08_15h31.36.635,PsychoPy Exp,2023.1.2,59.9680010264701
Reality,TRUE,TB-K-B,DD_B,PsychoPyStudy2Stim/DD_B_13.png,"In REALITY, there are ZERO cubes",0,b,h,2,2,0,2,2,0,0,0,0,B,-,0,8,8,26,NA,NA,NA,NA,NA,7.8210001811385e-4,87.08478859998286,87.48851429997012,87.58790970011614,89.58839419996366,89.98786310013384,90.0877040999476,90.0877040999476,h,1,2.393344799987972,92.5047043999657,92.5047043999657,92.5047043999657,92.5047043999657,NA,NA,NA,NA,NA,NA,015,001,2024-10-08_15h31.36.635,PsychoPy Exp,2023.1.2,59.9680010264701
