Condition,TrueFalse,Scenario,StimType,Stimulus,Statement,StatementNum,CorAnsEven,CorAnsOdd,TotalObjects,TotalDistractors,TotalTargets,VisibleObjects,VisibleDistractors,VisibleTargets,HiddenObjects,HiddenDistractors,HiddenTargets,Barrier,WhyFalse,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpISI.started,ExpPrimerText.started,ExpPrimerText.stopped,ExpText.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndText.stopped,ExpEndPressSPACE.stopped,ExpEndPressSPACE.keys,participant,session,date,expName,psychopyVersion,frameRate
Knowledge,FALSE,TB-Ig,D_B_D,PsychoPyStudy2Stim/D_B_D_3.png,Adam KNOWS there are ZERO cubes,0,h,b,2,2,0,1,1,0,1,1,0,B,PropTrueNoKnowledge,0,30,30,294,NA,NA,NA,NA,NA,3.9570010267198e-4,190.8188689001836,191.19663580018096,191.2967718001455,193.29678230010904,193.69660160015337,193.79904970014468,193.79904970014468,b,0,0.989140999969095,194.8133310000412,194.8133310000412,194.8133310000412,194.8133310000412,NA,NA,NA,NA,NA,NA,NA,016,001,2024-10-09_10h59.11.569,PsychoPy Exp,2023.1.2,60.06060117452972
Reality,FALSE,FB-Ig,D_B_T,PsychoPyStudy2Stim/D_B_T_1.png,"In REALITY, there are ZERO cubes",0,h,b,2,1,1,1,1,0,1,0,1,B,PropFalse,0,31,31,104,NA,NA,NA,NA,NA,0.00174400000832974,194.89208860020153,195.26301420014352,195.36339650000448,197.36338980006985,197.76337080006488,197.8655625001993,197.8655625001993,h,1,3.106619599973783,200.99653950007632,200.99653950007632,200.99653950007632,200.99653950007632,NA,NA,NA,NA,NA,NA,NA,016,001,2024-10-09_10h59.11.569,PsychoPy Exp,2023.1.2,60.06060117452972
Knowledge,FALSE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_5.png,Adam KNOWS there is ONE cube,1,h,b,2,0,2,1,0,1,1,0,1,B,PropFalse,0,32,32,304,NA,NA,NA,NA,NA,0.00149530009366571,201.08397580008025,201.46322170016356,201.56336490018293,203.56334610003975,203.963372600032,204.0656839001458,204.0656839001458,b,0,1.8025364000350237,205.89668300002813,205.89668300002813,205.89668300002813,205.89668300002813,NA,NA,NA,NA,NA,NA,NA,016,001,2024-10-09_10h59.11.569,PsychoPy Exp,2023.1.2,60.06060117452972
Reality,FALSE,FB-Ig,D_B_T,PsychoPyStudy2Stim/D_B_T_2.png,"In REALITY, there are ZERO cubes",0,h,b,2,1,1,1,1,0,1,0,1,B,PropFalse,0,33,33,105,NA,NA,NA,NA,NA,0.00133990007452666,205.978537700139,206.36322500021197,206.4633553000167,208.46337650017813,208.86328620021231,208.96559340017848,208.96559340017848,b,0,2.1183114000596106,211.1131892001722,211.1131892001722,211.1131892001722,211.1131892001722,NA,NA,NA,NA,NA,NA,NA,016,001,2024-10-09_10h59.11.569,PsychoPy Exp,2023.1.2,60.06060117452972
Knowledge,TRUE,TB-K,T_NB,PsychoPyStudy2Stim/T_NB_1.png,Adam KNOWS there is ONE cube,1,b,h,1,0,1,1,0,1,0,0,0,NB,-,0,34,34,219,NA,NA,NA,NA,NA,0.00147009990178048,211.20423720008696,211.57986660022289,211.679845900042,213.67994930013083,214.07999500003643,214.18215100001544,214.18215100001544,b,1,1.3984286999329925,215.5963957000058,215.5963957000058,215.5963957000058,215.5963957000058,NA,NA,NA,NA,NA,NA,NA,016,001,2024-10-09_10h59.11.569,PsychoPy Exp,2023.1.2,60.06060117452972
Belief,TRUE,TB-K,TT_NB,PsychoPyStudy2Stim/TT_NB_3.png,Adam THINKS there are TWO cubes,2,b,h,2,0,2,2,0,2,0,0,0,NB,-,0,35,35,122,NA,NA,NA,NA,NA,4.1450001299381e-4,215.6639353001956,216.0465110000223,216.14663700014353,218.14662820007652,218.54664900014177,218.64887060015465,218.64887060015465,b,1,1.8672276998404411,220.54648240003735,220.54648240003735,220.54648240003735,220.54648240003735,NA,NA,NA,NA,NA,NA,NA,016,001,2024-10-09_10h59.11.569,PsychoPy Exp,2023.1.2,60.06060117452972
Reality,TRUE,TB-K-B,TD_B,PsychoPyStudy2Stim/TD_B_3.png,"In REALITY, there is ONE cube",1,b,h,2,1,1,2,1,1,0,0,0,B,-,0,36,36,32,NA,NA,NA,NA,NA,0.00158130005002021,220.64304480003193,221.0131834000349,221.1132505000569,223.1131785002071,223.5132531002164,223.61554690008052,223.61554690008052,b,1,1.3002559000160543,224.94646750018,224.94646750018,224.94646750018,224.94646750018,NA,NA,NA,NA,NA,NA,NA,016,001,2024-10-09_10h59.11.569,PsychoPy Exp,2023.1.2,60.06060117452972
Reality,FALSE,TB-Ig,D_B,PsychoPyStudy2Stim/D_B_2.png,"In REALITY, there are TWO cubes",2,h,b,1,1,0,1,1,0,0,0,0,B,PropFalse,0,37,37,73,NA,NA,NA,NA,NA,0.0011523999273777,225.0382220000029,225.41312630008903,225.5132776000537,227.51310670003295,227.91310570016503,228.01556660002095,228.01556660002095,h,1,0.6207165000960231,228.66317450022325,228.66317450022325,228.66317450022325,228.66317450022325,NA,NA,NA,NA,NA,NA,NA,016,001,2024-10-09_10h59.11.569,PsychoPy Exp,2023.1.2,60.06060117452972
Reality,FALSE,FB-Ig,D_B_T,PsychoPyStudy2Stim/D_B_T_4.png,"In REALITY, there are ZERO cubes",0,h,b,2,1,1,1,1,0,1,0,1,B,PropFalse,0,38,38,107,NA,NA,NA,NA,NA,0.00170829985290765,228.7466635000892,229.1296407000627,229.22980660013857,231.22993540018797,231.62996130017564,231.73212250019424,231.73212250019424,b,0,1.5195950001943856,233.27971050003543,233.27971050003543,233.27971050003543,233.27971050003543,NA,NA,NA,NA,NA,NA,NA,016,001,2024-10-09_10h59.11.569,PsychoPy Exp,2023.1.2,60.06060117452972
Belief,FALSE,TB-Ig,D_B,PsychoPyStudy2Stim/D_B_4.png,Adam THINKS there is ONE cube,1,h,b,1,1,0,1,1,0,0,0,0,B,PropFalse,0,39,39,183,NA,NA,NA,NA,NA,4.3300003744661e-4,233.3535591000691,233.72978739999235,233.8299066000618,235.82985420012847,236.22989270021208,236.33217660011724,236.33217660011724,h,1,2.583931199973449,238.9463456000667,238.9463456000667,238.9463456000667,238.9463456000667,NA,NA,NA,NA,NA,NA,NA,016,001,2024-10-09_10h59.11.569,PsychoPy Exp,2023.1.2,60.06060117452972
Belief,FALSE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_2.png,Adam THINKS there are TWO cubes,2,h,b,2,0,2,1,0,1,1,0,1,B,PropTrueNoBelief,0,40,40,201,NA,NA,NA,NA,NA,0.00166120007634162,239.02140180021524,239.3964249000419,239.49655790021643,241.49654130009003,241.8964322002139,241.99854840012267,241.99854840012267,h,1,1.1816527999471873,243.19638770003803,243.19638770003803,243.19638770003803,243.19638770003803,NA,NA,NA,NA,NA,NA,NA,016,001,2024-10-09_10h59.11.569,PsychoPy Exp,2023.1.2,60.06060117452972
Knowledge,TRUE,TB-K,TD_NB,PsychoPyStudy2Stim/TD_NB_3.png,Adam KNOWS there is ONE cube,1,b,h,2,1,1,2,1,1,0,0,0,NB,-,0,41,41,227,NA,NA,NA,NA,NA,6.307999137789e-4,243.26824570004828,243.64642450003885,243.7463784001302,245.74650380015373,246.1463512000628,246.24884320003912,246.24884320003912,b,1,1.0271477000787854,247.2965247000102,247.2965247000102,247.2965247000102,247.2965247000102,NA,NA,NA,NA,NA,NA,NA,016,001,2024-10-09_10h59.11.569,PsychoPy Exp,2023.1.2,60.06060117452972
Knowledge,TRUE,TB-K-B,TD_B,PsychoPyStudy2Stim/TD_B_6.png,Adam KNOWS there is ONE cube,1,b,h,2,1,1,2,1,1,0,0,0,B,-,0,42,42,263,NA,NA,NA,NA,NA,0.00165280001237988,247.3694708000403,247.74623690010048,247.84639200009408,249.84635080001317,250.24649020005015,250.34871130017564,250.34871130017564,b,1,0.9914041999727488,251.36312420014292,251.36312420014292,251.36312420014292,251.36312420014292,NA,NA,NA,NA,NA,NA,NA,016,001,2024-10-09_10h59.11.569,PsychoPy Exp,2023.1.2,60.06060117452972
