Condition,TrueFalse,Scenario,StimType,Stimulus,Statement,StatementNum,CorAnsEven,CorAnsOdd,TotalObjects,TotalDistractors,TotalTargets,VisibleObjects,VisibleDistractors,VisibleTargets,HiddenObjects,HiddenDistractors,HiddenTargets,Barrier,WhyFalse,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpISI.started,ExpPrimerText.started,ExpPrimerText.stopped,ExpText.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndPressSPACE.keys,ExpEndPressSPACE.rt,participant,session,date,expName,psychopyVersion,frameRate
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.374570699990727,32.357605000026524,32.357605000026524,space,17.177527900086716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,043,001,2024-10-29_10h11.57.774,PsychoPy Exp,2023.1.2,60.076008184817674
Reality,TRUE,TB-K-B,TD_B,PsychoPyStudy2Stim/TD_B_3.png,"In REALITY, there is ONE cube",1,b,h,2,1,1,2,1,1,0,0,0,B,-,0,0,0,32,NA,NA,NA,NA,NA,0.20011169998906553,49.82837759994436,50.206645100028254,50.30696029996034,52.30671909998637,52.70690170000307,52.834563500015065,52.834563500015065,h,1,3.0125555999111384,55.873519300017506,55.873519300017506,55.873519300017506,55.873519300017506,NA,NA,NA,NA,NA,NA,043,001,2024-10-29_10h11.57.774,PsychoPy Exp,2023.1.2,60.076008184817674
Belief,TRUE,TB-K-B,TT_B,PsychoPyStudy2Stim/TT_B_6.png,Adam THINKS there are TWO cubes,2,b,h,2,0,2,2,0,2,0,0,0,B,-,0,1,1,139,NA,NA,NA,NA,NA,0.00167020002845674,55.96928930003196,56.34015459998045,56.44016420003027,58.44023740000557,58.840096100000665,58.94235150003806,58.94235150003806,h,1,2.688601700006984,61.656643599970266,61.656643599970266,61.656643599970266,61.656643599970266,NA,NA,NA,NA,NA,NA,043,001,2024-10-29_10h11.57.774,PsychoPy Exp,2023.1.2,60.076008184817674
Belief,FALSE,TB-K-B,TT_B,PsychoPyStudy2Stim/TT_B_5.png,Adam THINKS there are ZERO cubes,0,h,b,2,0,2,2,0,2,0,0,0,B,PropFalse,0,2,2,192,NA,NA,NA,NA,NA,0.00173480005469173,61.73469369998202,62.10679059999529,62.20673269999679,64.20695729996078,64.60774030000903,64.70898170000874,64.70898170000874,b,1,2.1620439999969676,66.89014419994783,66.89014419994783,66.89014419994783,66.89014419994783,NA,NA,NA,NA,NA,NA,043,001,2024-10-29_10h11.57.774,PsychoPy Exp,2023.1.2,60.076008184817674
Knowledge,FALSE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_1.png,Adam KNOWS there are TWO cubes,2,h,b,2,0,2,1,0,1,1,0,1,B,PropTrueNoKnowledge,0,3,3,306,NA,NA,NA,NA,NA,0.00172269996255636,66.9796006999677,67.35677840001881,67.45671800000127,69.45691549999174,69.85680409998167,69.95900359994266,69.95900359994266,b,1,2.8167189999949187,72.80680789996404,72.80680789996404,72.80680789996404,72.80680789996404,NA,NA,NA,NA,NA,NA,043,001,2024-10-29_10h11.57.774,PsychoPy Exp,2023.1.2,60.076008184817674
Belief,FALSE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_5.png,Adam THINKS there are TWO cubes,2,h,b,2,0,2,1,0,1,1,0,1,B,PropTrueNoBelief,0,4,4,210,NA,NA,NA,NA,NA,0.00170320004690438,72.89965749997646,73.27347210003063,73.37361380003858,75.37326629995368,75.7736022999743,75.87566330004483,75.87566330004483,b,1,2.9232953999890015,78.8235061999876,78.8235061999876,78.8235061999876,78.8235061999876,NA,NA,NA,NA,NA,NA,043,001,2024-10-29_10h11.57.774,PsychoPy Exp,2023.1.2,60.076008184817674
Belief,TRUE,FB-Ig,D_B_T,PsychoPyStudy2Stim/D_B_T_3.png,Adam THINKS there are ZERO cubes,0,b,h,2,1,1,1,1,0,1,0,1,B,-,0,5,5,160,NA,NA,NA,NA,NA,0.00168759992811828,78.9113601000281,79.28993500000797,79.39004450000357,81.39009520004038,81.79013710003346,81.89222419995349,81.89222419995349,h,1,1.6344450999749824,83.55666240002029,83.55666240002029,83.55666240002029,83.55666240002029,NA,NA,NA,NA,NA,NA,043,001,2024-10-29_10h11.57.774,PsychoPy Exp,2023.1.2,60.076008184817674
Knowledge,FALSE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_6.png,Adam KNOWS there are TWO cubes,2,h,b,2,0,2,1,0,1,1,0,1,B,PropTrueNoKnowledge,0,6,6,311,NA,NA,NA,NA,NA,8.7660003919154e-4,83.65123399998993,84.02339630003553,84.12353169999551,86.12332100002095,86.52350470004603,86.62557160004508,86.62557160004508,b,1,1.9252709000138568,88.57341259997338,88.57341259997338,88.57341259997338,88.57341259997338,NA,NA,NA,NA,NA,NA,043,001,2024-10-29_10h11.57.774,PsychoPy Exp,2023.1.2,60.076008184817674
Knowledge,FALSE,TB-K,D_NB,PsychoPyStudy2Stim/D_NB_1.png,Adam KNOWS there is ONE cube,1,h,b,1,1,0,1,1,0,0,0,0,NB,PropFalse,0,7,7,270,NA,NA,NA,NA,NA,0.0017231999663636,88.64937440003268,89.02334299997892,89.12347750004847,91.12348920002114,91.52350909996312,91.62585810001474,91.62585810001474,b,1,1.4846692000282928,93.13993169995956,93.13993169995956,93.13993169995956,93.13993169995956,NA,NA,NA,NA,NA,NA,043,001,2024-10-29_10h11.57.774,PsychoPy Exp,2023.1.2,60.076008184817674
Belief,FALSE,TB-K,DD_NB,PsychoPyStudy2Stim/DD_NB_2.png,Adam THINKS there are TWO cubes,2,h,b,2,2,0,2,2,0,0,0,0,NB,PropFalse,0,8,8,169,NA,NA,NA,NA,NA,6.0209992807358e-4,93.2154157999903,93.59001020004509,93.69006000005174,95.69020720000844,96.09012710000388,96.19225740002004,96.19225740002004,b,1,1.1990220000734553,97.4065045999596,97.4065045999596,97.4065045999596,97.4065045999596,NA,NA,NA,NA,NA,NA,043,001,2024-10-29_10h11.57.774,PsychoPy Exp,2023.1.2,60.076008184817674
Knowledge,FALSE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_5.png,Adam KNOWS there is ONE cube,1,h,b,2,0,2,1,0,1,1,0,1,B,PropFalse,0,9,9,304,NA,NA,NA,NA,NA,0.00172559998463839,97.4852124999743,97.85667200002354,97.9567971000215,99.95676289999392,100.35671179997736,100.45891749998556,100.45891749998556,b,1,8.323930599959567,108.80669430003036,108.80669430003036,108.80669430003036,108.80669430003036,NA,NA,NA,NA,NA,NA,043,001,2024-10-29_10h11.57.774,PsychoPy Exp,2023.1.2,60.076008184817674
Belief,TRUE,TB-K,DD_NB,PsychoPyStudy2Stim/DD_NB_1.png,Adam THINKS there are ZERO cubes,0,b,h,2,2,0,2,2,0,0,0,0,NB,-,0,10,10,114,NA,NA,NA,NA,NA,0.00171600002795457,108.8977687000297,109.27330020000228,109.37329200003296,111.37334789999296,111.77341579995118,111.87541690003128,111.87541690003128,h,1,3.5636813000310212,115.45664310001304,115.45664310001304,115.45664310001304,115.45664310001304,NA,NA,NA,NA,NA,NA,043,001,2024-10-29_10h11.57.774,PsychoPy Exp,2023.1.2,60.076008184817674
Belief,FALSE,TB-Ig,D_B,PsychoPyStudy2Stim/D_B_3.png,Adam THINKS there is ONE cube,1,h,b,1,1,0,1,1,0,0,0,0,B,PropFalse,0,11,11,182,NA,NA,NA,NA,NA,9.6360000316053e-4,115.53351199999452,115.90660460002256,116.00675459997728,118.00675850000698,118.40669670002536,118.5088549000211,118.5088549000211,b,1,2.3217848000349477,120.8566392000066,120.8566392000066,120.8566392000066,120.8566392000066,NA,NA,NA,NA,NA,NA,043,001,2024-10-29_10h11.57.774,PsychoPy Exp,2023.1.2,60.076008184817674
Knowledge,FALSE,TB-K,D_NB,PsychoPyStudy2Stim/D_NB_3.png,Adam KNOWS there are TWO cubes,2,h,b,1,1,0,1,1,0,0,0,0,NB,PropFalse,0,12,12,272,NA,NA,NA,NA,NA,0.00174140010494738,120.94350890000352,121.32327409996653,121.42339330003595,123.423270600033,123.82337749993894,123.92553230002522,123.92553230002522,b,1,2.161100000026636,126.10660259996077,126.10660259996077,126.10660259996077,126.10660259996077,NA,NA,NA,NA,NA,NA,043,001,2024-10-29_10h11.57.774,PsychoPy Exp,2023.1.2,60.076008184817674
Reality,FALSE,TB-Ig,D_B,PsychoPyStudy2Stim/D_B_1.png,"In REALITY, there are TWO cubes",2,h,b,1,1,0,1,1,0,0,0,0,B,PropFalse,0,13,13,72,NA,NA,NA,NA,NA,0.00116990006063133,126.20914950000588,126.5899249999784,126.69004509993827,128.6898662999738,129.08985640003812,129.1921333000064,129.1921333000064,b,1,2.8866915000835434,132.10659280000257,132.10659280000257,132.10659280000257,132.10659280000257,NA,NA,NA,NA,NA,NA,043,001,2024-10-29_10h11.57.774,PsychoPy Exp,2023.1.2,60.076008184817674
Reality,TRUE,TB-K,TD_NB,PsychoPyStudy2Stim/TD_NB_3.png,"In REALITY, there is ONE cube",1,b,h,2,1,1,2,1,1,0,0,0,NB,-,0,14,14,11,NA,NA,NA,NA,NA,0.00173199991695582,132.1923435999779,132.573246999993,132.67335069994442,134.67337540001608,135.07338560000062,135.17542720003985,135.17542720003985,h,1,1.647992099984549,136.8399223999586,136.8399223999586,136.8399223999586,136.8399223999586,NA,NA,NA,NA,NA,NA,043,001,2024-10-29_10h11.57.774,PsychoPy Exp,2023.1.2,60.076008184817674
