Condition,TrueFalse,Scenario,StimType,Stimulus,Statement,StatementNum,CorAnsEven,CorAnsOdd,TotalObjects,TotalDistractors,TotalTargets,VisibleObjects,VisibleDistractors,VisibleTargets,HiddenObjects,HiddenDistractors,HiddenTargets,Barrier,WhyFalse,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpISI.started,ExpPrimerText.started,ExpPrimerText.stopped,ExpText.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndPressSPACE.keys,ExpEndPressSPACE.rt,participant,session,date,expName,psychopyVersion,frameRate
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.10693240002729,28.07929969998077,28.07929969998077,space,11.519141600001603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,044,001,2024-10-29_11h34.21.717,PsychoPy Exp,2023.1.2,60.00023998881755
Reality,FALSE,TB-K,D_NB,PsychoPyStudy2Stim/D_NB_3.png,"In REALITY, there are TWO cubes",2,h,b,1,1,0,1,1,0,0,0,0,NB,PropFalse,0,0,0,56,NA,NA,NA,NA,NA,0.2069600000977516,39.901179300039075,40.27853679994587,40.37871379998978,42.378413400030695,42.77856809995137,42.90625610004645,42.90625610004645,h,1,5.820198600064032,48.74518089997582,48.74518089997582,48.74518089997582,48.74518089997582,NA,NA,NA,NA,NA,NA,044,001,2024-10-29_11h34.21.717,PsychoPy Exp,2023.1.2,60.00023998881755
Reality,FALSE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_1.png,"In REALITY, there is ONE cube",1,h,b,2,0,2,1,0,1,1,0,1,B,PropFalse,0,1,1,98,NA,NA,NA,NA,NA,0.00168949994258582,48.86321189999581,49.24511150002945,49.34511580003891,51.345287399948575,51.74516519997269,51.84729770000558,51.84729770000558,h,1,2.9841613000025973,54.86189820000436,54.86189820000436,54.86189820000436,54.86189820000436,NA,NA,NA,NA,NA,NA,044,001,2024-10-29_11h34.21.717,PsychoPy Exp,2023.1.2,60.00023998881755
Knowledge,TRUE,TB-K,TT_NB,PsychoPyStudy2Stim/TT_NB_3.png,Adam KNOWS there are TWO cubes,2,b,h,2,0,2,2,0,2,0,0,0,NB,-,0,2,2,230,NA,NA,NA,NA,NA,0.00207239994779229,54.959791900007986,55.34515559999272,55.44527130003553,57.44511059997603,57.8452011999907,57.9473505000351,57.9473505000351,b,1,10.994912600028329,68.96179189998657,68.96179189998657,68.96179189998657,68.96179189998657,NA,NA,NA,NA,NA,NA,044,001,2024-10-29_11h34.21.717,PsychoPy Exp,2023.1.2,60.00023998881755
Belief,FALSE,TB-K-B,TT_B,PsychoPyStudy2Stim/TT_B_5.png,Adam THINKS there are ZERO cubes,0,h,b,2,0,2,2,0,2,0,0,0,B,PropFalse,0,3,3,192,NA,NA,NA,NA,NA,0.00192449998576194,69.08414829999674,69.461818199954,69.56177439994644,71.56197619996965,71.9617349000182,72.06399799999781,72.06399799999781,h,1,1.1985916999401525,73.27825380000286,73.27825380000286,73.27825380000286,73.27825380000286,NA,NA,NA,NA,NA,NA,044,001,2024-10-29_11h34.21.717,PsychoPy Exp,2023.1.2,60.00023998881755
Reality,TRUE,TB-Ig,D_B_D,PsychoPyStudy2Stim/D_B_D_3.png,"In REALITY, there are ZERO cubes",0,b,h,2,2,0,1,1,0,1,1,0,B,-,0,4,4,24,NA,NA,NA,NA,NA,0.00233490008395165,73.35414609999862,73.72827359999064,73.82853339996655,75.8285368999932,76.22849220002536,76.33058800001163,76.33058800001163,b,1,1.5644200999522582,77.91166640003212,77.91166640003212,77.91166640003212,77.91166640003212,NA,NA,NA,NA,NA,NA,044,001,2024-10-29_11h34.21.717,PsychoPy Exp,2023.1.2,60.00023998881755
Knowledge,FALSE,TB-Ig,D_B,PsychoPyStudy2Stim/D_B_2.png,Adam KNOWS there are ZERO cubes,0,h,b,1,1,0,1,1,0,0,0,0,B,PropTrueNoKnowledge,0,5,5,289,NA,NA,NA,NA,NA,5.4060004185885e-4,77.98413120000623,78.36175110004842,78.46190819994081,80.4617873999523,80.86180980002973,80.964026500005275,80.964026500005275,h,1,1.2504526999546215,82.24510329996701,82.24510329996701,82.24510329996701,82.24510329996701,NA,NA,NA,NA,NA,NA,044,001,2024-10-29_11h34.21.717,PsychoPy Exp,2023.1.2,60.00023998881755
Belief,TRUE,TB-Ig,D_B_D,PsychoPyStudy2Stim/D_B_D_3.png,Adam THINKS there are ZERO cubes,0,b,h,2,2,0,1,1,0,1,1,0,B,-,0,6,6,132,NA,NA,NA,NA,NA,0.00227929989341646,82.33698280004319,82.71178300003521,82.81172390002757,84.81177829997614,85.21186769998167,85.31396249996033,85.31396249996033,b,1,4.1883202999597415,89.52844260004349,89.52844260004349,89.52844260004349,89.52844260004349,NA,NA,NA,NA,NA,NA,044,001,2024-10-29_11h34.21.717,PsychoPy Exp,2023.1.2,60.00023998881755
Belief,FALSE,FB-Ig,D_B_T,PsychoPyStudy2Stim/D_B_T_4.png,Adam THINKS there is ONE cube,1,h,b,2,1,1,1,1,0,1,0,1,B,PropTrueNoBelief,0,7,7,215,NA,NA,NA,NA,NA,0.00238369998987764,89.61198689998128,89.99505809997208,90.09507999999914,92.0951183999423,92.49521449999884,92.59707639995032,92.59707639995032,h,1,2.9051464999793097,95.5283247999614,95.5283247999614,95.5283247999614,95.5283247999614,NA,NA,NA,NA,NA,NA,044,001,2024-10-29_11h34.21.717,PsychoPy Exp,2023.1.2,60.00023998881755
Knowledge,FALSE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_1.png,Adam KNOWS there are TWO cubes,2,h,b,2,0,2,1,0,1,1,0,1,B,PropTrueNoKnowledge,0,8,8,306,NA,NA,NA,NA,NA,0.00209510000422596,95.60150270001031,95.9784171000356,96.078406500048,98.07853329996578,98.47849530004896,98.58042100002058,98.58042100002058,h,1,1.6817073998972774,100.27827380003872,100.27827380003872,100.27827380003872,100.27827380003872,NA,NA,NA,NA,NA,NA,044,001,2024-10-29_11h34.21.717,PsychoPy Exp,2023.1.2,60.00023998881755
