Condition,TrueFalse,Scenario,StimType,Stimulus,Statement,StatementNum,CorAnsEven,CorAnsOdd,TotalObjects,TotalDistractors,TotalTargets,VisibleObjects,VisibleDistractors,VisibleTargets,HiddenObjects,HiddenDistractors,HiddenTargets,Barrier,WhyFalse,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpISI.started,ExpPrimerText.started,ExpPrimerText.stopped,ExpText.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndPressSPACE.keys,ExpEndPressSPACE.rt,participant,session,date,expName,psychopyVersion,frameRate
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.357133000157773,27.33159859990701,27.33159859990701,space,12.581448100041598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,025,001,2024-10-15_11h01.48.847,PsychoPy Exp,2023.1.2,59.97576988375013
Knowledge,TRUE,TB-K-B,TT_B,PsychoPyStudy2Stim/TT_B_18.png,Adam KNOWS there are TWO cubes,2,b,h,2,0,2,2,0,2,0,0,0,B,-,0,0,0,251,NA,NA,NA,NA,NA,0.21492729987949133,40.225299099925905,40.59713520016521,40.69752850010991,42.697487799916416,43.09743969980627,43.24155770009384,43.24155770009384,h,1,1.0150967999361455,44.28046179981902,44.28046179981902,44.28046179981902,44.28046179981902,NA,NA,NA,NA,NA,NA,025,001,2024-10-15_11h01.48.847,PsychoPy Exp,2023.1.2,59.97576988375013
Knowledge,FALSE,TB-K,TT_NB,PsychoPyStudy2Stim/TT_NB_2.png,Adam KNOWS there are ZERO cubes,0,h,b,2,0,2,2,0,2,0,0,0,NB,PropFalse,0,1,1,283,NA,NA,NA,NA,NA,3.9969990029931e-4,44.35648200009018,44.73067250009626,44.83080430002883,46.83074750006199,47.23061119997874,47.33286439999938,47.33286439999938,b,1,0.9959165998734534,48.34712770022452,48.34712770022452,48.34712770022452,48.34712770022452,NA,NA,NA,NA,NA,NA,025,001,2024-10-15_11h01.48.847,PsychoPy Exp,2023.1.2,59.97576988375013
Knowledge,FALSE,FB-Ig,D_B_T,PsychoPyStudy2Stim/D_B_T_4.png,Adam KNOWS there is ONE cube,1,h,b,2,1,1,1,1,0,1,0,1,B,PropTrueNoKnowledge,0,2,2,321,NA,NA,NA,NA,NA,6.4710015431046e-4,48.42354660015553,48.79729939997196,48.897349500097334,50.89741569990292,51.29734440008178,51.39949200022966,51.39949200022966,b,1,1.8254167004488409,53.247384999878705,53.247384999878705,53.247384999878705,53.247384999878705,NA,NA,NA,NA,NA,NA,025,001,2024-10-15_11h01.48.847,PsychoPy Exp,2023.1.2,59.97576988375013
Knowledge,FALSE,TB-K,TT_NB,PsychoPyStudy2Stim/TT_NB_1.png,Adam KNOWS there are ZERO cubes,0,h,b,2,0,2,2,0,2,0,0,0,NB,PropFalse,0,3,3,282,NA,NA,NA,NA,NA,0.00238260021433234,53.34031629981473,53.71395910019055,53.814101399853826,55.813920500222594,56.21393269998953,56.316235799808055,56.316235799808055,b,1,0.7972685997374356,57.1303293001838,57.1303293001838,57.1303293001838,57.1303293001838,NA,NA,NA,NA,NA,NA,025,001,2024-10-15_11h01.48.847,PsychoPy Exp,2023.1.2,59.97576988375013
Reality,TRUE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_6.png,"In REALITY, there are TWO cubes",2,b,h,2,0,2,1,0,1,1,0,1,B,-,0,4,4,49,NA,NA,NA,NA,NA,5.514002405107e-4,57.20485439989716,57.58026590012014,57.680443400051445,59.68039450002834,60.08044990012422,60.18267189990729,60.18267189990729,h,1,1.0178061001934111,61.230447500012815,61.230447500012815,61.230447500012815,61.230447500012815,NA,NA,NA,NA,NA,NA,025,001,2024-10-15_11h01.48.847,PsychoPy Exp,2023.1.2,59.97576988375013
Knowledge,FALSE,TB-Ig,D_B_D,PsychoPyStudy2Stim/D_B_D_2.png,Adam KNOWS there are ZERO cubes,0,h,b,2,2,0,1,1,0,1,1,0,B,PropTrueNoKnowledge,0,5,5,293,NA,NA,NA,NA,NA,0.00233100028708577,61.30510970018804,61.6806410998106,61.78064619982615,63.780729399994016,64.1805920000188,64.28285450022668,64.28285450022668,b,1,2.606019000057131,66.9136295998469,66.9136295998469,66.9136295998469,66.9136295998469,NA,NA,NA,NA,NA,NA,025,001,2024-10-15_11h01.48.847,PsychoPy Exp,2023.1.2,59.97576988375013
Knowledge,TRUE,TB-K-B,TD_B,PsychoPyStudy2Stim/TD_B_11.png,Adam KNOWS there is ONE cube,1,b,h,2,1,1,2,1,1,0,0,0,B,-,0,6,6,268,NA,NA,NA,NA,NA,0.00121799996122717,66.99518790002912,67.38040840020403,67.48036890011281,69.48053660010919,69.88054590020329,69.98273980012164,69.98273980012164,h,1,0.8823540997691453,70.88049199990928,70.88049199990928,70.88049199990928,70.88049199990928,NA,NA,NA,NA,NA,NA,025,001,2024-10-15_11h01.48.847,PsychoPy Exp,2023.1.2,59.97576988375013
Belief,FALSE,FB-Ig,D_B_T,PsychoPyStudy2Stim/D_B_T_3.png,Adam THINKS there is ONE cube,1,h,b,2,1,1,1,1,0,1,0,1,B,PropTrueNoBelief,0,7,7,214,NA,NA,NA,NA,NA,0.00105099985376,70.95614140015095,71.33054730016738,71.43069559987634,73.43066120008007,73.83066560002044,73.9326502000913,73.9326502000913,b,1,2.0922482004389167,76.04726759996265,76.04726759996265,76.04726759996265,76.04726759996265,NA,NA,NA,NA,NA,NA,025,001,2024-10-15_11h01.48.847,PsychoPy Exp,2023.1.2,59.97576988375013
Belief,FALSE,TB-Ig,D_B,PsychoPyStudy2Stim/D_B_3.png,Adam THINKS there is ONE cube,1,h,b,1,1,0,1,1,0,0,0,0,B,PropFalse,0,8,8,182,NA,NA,NA,NA,NA,0.00234489981085062,76.12474879994988,76.49718229984865,76.59732329985127,78.59720609989017,78.99717989983037,79.09947959985584,79.09947959985584,b,1,0.6932932999916375,79.8138791997917,79.8138791997917,79.8138791997917,79.8138791997917,NA,NA,NA,NA,NA,NA,025,001,2024-10-15_11h01.48.847,PsychoPy Exp,2023.1.2,59.97576988375013
