Condition,TrueFalse,Scenario,StimType,Stimulus,Statement,StatementNum,CorAnsEven,CorAnsOdd,TotalObjects,TotalDistractors,TotalTargets,VisibleObjects,VisibleDistractors,VisibleTargets,HiddenObjects,HiddenDistractors,HiddenTargets,Barrier,WhyFalse,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpISI.started,ExpPrimerText.started,ExpPrimerText.stopped,ExpText.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndPressSPACE.keys,ExpEndPressSPACE.rt,participant,session,date,expName,psychopyVersion,frameRate
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.044550199992955,28.022271699970588,28.022271699970588,space,23.67534969979897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,018,001,2024-10-09_16h45.57.679,PsychoPy Exp,2023.1.2,59.98127385733183
Belief,FALSE,TB-K-B,TT_B,PsychoPyStudy2Stim/TT_B_1.png,Adam THINKS there are ZERO cubes,0,h,b,2,0,2,2,0,2,0,0,0,B,PropFalse,0,0,0,188,NA,NA,NA,NA,NA,0.19914399995468557,51.988882899982855,52.37145409989171,52.471405799966305,54.4715352000203,54.871637699892744,54.99900979991071,54.99900979991071,h,1,3.962707599857822,58.98822909989394,58.98822909989394,58.98822909989394,58.98822909989394,NA,NA,NA,NA,NA,NA,018,001,2024-10-09_16h45.57.679,PsychoPy Exp,2023.1.2,59.98127385733183
Belief,TRUE,TB-K,T_NB,PsychoPyStudy2Stim/T_NB_1.png,Adam THINKS there is ONE cube,1,b,h,1,0,1,1,0,1,0,0,0,NB,-,0,1,1,111,NA,NA,NA,NA,NA,0.00171280000358819,59.07978380005807,59.45457369997166,59.55489089991897,61.55476549989544,61.954923999961466,62.0571053000167,62.0571053000167,b,1,3.4561945002060384,65.53800900001079,65.53800900001079,65.53800900001079,65.53800900001079,NA,NA,NA,NA,NA,NA,018,001,2024-10-09_16h45.57.679,PsychoPy Exp,2023.1.2,59.98127385733183
Knowledge,TRUE,TB-K-B,TT_B,PsychoPyStudy2Stim/TT_B_14.png,Adam KNOWS there are TWO cubes,2,b,h,2,0,2,2,0,2,0,0,0,B,-,0,2,2,247,NA,NA,NA,NA,NA,4.4919992797076e-4,65.61969439988025,66.00476789986715,66.10488620004617,68.10487430007197,68.50488379993476,68.60708340001293,68.60708340001293,b,1,1.594530399888754,70.22142970003188,70.22142970003188,70.22142970003188,70.22142970003188,NA,NA,NA,NA,NA,NA,018,001,2024-10-09_16h45.57.679,PsychoPy Exp,2023.1.2,59.98127385733183
Knowledge,TRUE,TB-K-B,TD_B,PsychoPyStudy2Stim/TD_B_7.png,Adam KNOWS there is ONE cube,1,b,h,2,1,1,2,1,1,0,0,0,B,-,0,3,3,264,NA,NA,NA,NA,NA,0.00171949993818998,70.31217160006054,70.68807729985565,70.78818610007875,72.78800210007466,73.1881847998593,73.29039500001818,73.29039500001818,b,1,7.29524019989185,80.60473389993422,80.60473389993422,80.60473389993422,80.60473389993422,NA,NA,NA,NA,NA,NA,018,001,2024-10-09_16h45.57.679,PsychoPy Exp,2023.1.2,59.98127385733183
Knowledge,TRUE,TB-K-B,TT_B,PsychoPyStudy2Stim/TT_B_19.png,Adam KNOWS there are TWO cubes,2,b,h,2,0,2,2,0,2,0,0,0,B,-,0,4,4,252,NA,NA,NA,NA,NA,0.00173259992152452,80.69883899996057,81.07136159995571,81.17148100002669,83.17144379997626,83.57150639989413,83.67379390005954,83.67379390005954,b,1,2.0714629001449794,85.77122989995405,85.77122989995405,85.77122989995405,85.77122989995405,NA,NA,NA,NA,NA,NA,018,001,2024-10-09_16h45.57.679,PsychoPy Exp,2023.1.2,59.98127385733183
Belief,TRUE,TB-Ig,D_B,PsychoPyStudy2Stim/D_B_4.png,Adam THINKS there are ZERO cubes,0,b,h,1,1,0,1,1,0,0,0,0,B,-,0,5,5,129,NA,NA,NA,NA,NA,4.8879999667406e-4,85.86047110008076,86.23770789988339,86.33774119988084,88.33813979988918,88.7381096999161,88.84032429987565,88.84032429987565,b,1,3.56126970006153,92.4214031000156,92.4214031000156,92.4214031000156,92.4214031000156,NA,NA,NA,NA,NA,NA,018,001,2024-10-09_16h45.57.679,PsychoPy Exp,2023.1.2,59.98127385733183
Reality,TRUE,TB-K,T_NB,PsychoPyStudy2Stim/T_NB_3.png,"In REALITY, there is ONE cube",1,b,h,1,0,1,1,0,1,0,0,0,NB,-,0,6,6,5,NA,NA,NA,NA,NA,0.0017040001694113,92.508782699937,92.88796529988758,92.98804099997506,94.98807849991135,95.38808869989587,95.49036279995926,95.49036279995926,b,1,1.5838963999412954,97.10468039987607,97.10468039987607,97.10468039987607,97.10468039987607,NA,NA,NA,NA,NA,NA,018,001,2024-10-09_16h45.57.679,PsychoPy Exp,2023.1.2,59.98127385733183
Reality,FALSE,FB-Ig,D_B_T,PsychoPyStudy2Stim/D_B_T_3.png,"In REALITY, there are ZERO cubes",0,h,b,2,1,1,1,1,0,1,0,1,B,PropFalse,0,7,7,106,NA,NA,NA,NA,NA,0.00172020005993545,97.19306459999645,97.57130549987778,97.67129969992676,99.67122779996134,100.07126250001602,100.17361139995046,100.17361139995046,h,1,4.483986699953675,104.6877947000321,104.6877947000321,104.6877947000321,104.6877947000321,NA,NA,NA,NA,NA,NA,018,001,2024-10-09_16h45.57.679,PsychoPy Exp,2023.1.2,59.98127385733183
Reality,TRUE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_1.png,"In REALITY, there are TWO cubes",2,b,h,2,0,2,1,0,1,1,0,1,B,-,0,8,8,38,NA,NA,NA,NA,NA,4.5359996147453e-4,104.76889349985868,105.13791709998624,105.23811859986743,107.23792960005812,107.63795690005644,107.74025620007887,107.74025620007887,b,1,1.9492265000008049,109.70454970002174,109.70454970002174,109.70454970002174,109.70454970002174,NA,NA,NA,NA,NA,NA,018,001,2024-10-09_16h45.57.679,PsychoPy Exp,2023.1.2,59.98127385733183
Reality,TRUE,TB-K-B,DD_B,PsychoPyStudy2Stim/DD_B_13.png,"In REALITY, there are ZERO cubes",0,b,h,2,2,0,2,2,0,0,0,0,B,-,0,9,9,26,NA,NA,NA,NA,NA,6.0459994710981e-4,109.79717350006104,110.17124049994165,110.27141809999011,112.2713607000187,112.67133599985392,112.77348929992876,112.77348929992876,b,1,2.372026599943638,115.17131139989942,115.17131139989942,115.17131139989942,115.17131139989942,NA,NA,NA,NA,NA,NA,018,001,2024-10-09_16h45.57.679,PsychoPy Exp,2023.1.2,59.98127385733183
Reality,FALSE,TB-K-B,DD_B,PsychoPyStudy2Stim/DD_B_16.png,"In REALITY, there are TWO cubes",2,h,b,2,2,0,2,2,0,0,0,0,B,PropFalse,0,10,10,83,NA,NA,NA,NA,NA,0.00171730015426874,115.26762020005845,115.6378913000226,115.73797170002943,117.73787069995888,118.13794389995746,118.24011949985288,118.24011949985288,h,1,3.98517860006541,122.25450959987938,122.25450959987938,122.25450959987938,122.25450959987938,NA,NA,NA,NA,NA,NA,018,001,2024-10-09_16h45.57.679,PsychoPy Exp,2023.1.2,59.98127385733183
Knowledge,FALSE,TB-Ig,D_B,PsychoPyStudy2Stim/D_B_2.png,Adam KNOWS there are ZERO cubes,0,h,b,1,1,0,1,1,0,0,0,0,B,PropTrueNoKnowledge,0,11,11,289,NA,NA,NA,NA,NA,0.001630499958992,122.35096569987944,122.72120909998192,122.82134680007584,124.8213408999145,125.2211837999057,125.32354820007458,125.32354820007458,h,1,11.677979199914262,137.02120950003157,137.02120950003157,137.02120950003157,137.02120950003157,NA,NA,NA,NA,NA,NA,018,001,2024-10-09_16h45.57.679,PsychoPy Exp,2023.1.2,59.98127385733183
Belief,FALSE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_2.png,Adam THINKS there are TWO cubes,2,h,b,2,0,2,1,0,1,1,0,1,B,PropTrueNoBelief,0,12,12,207,NA,NA,NA,NA,NA,0.00173459993675351,137.10924530006014,137.48782390006818,137.58797509991564,139.58793749986216,139.98792429990135,140.0900638999883,140.0900638999883,h,1,6.966964100021869,147.08752229996026,147.08752229996026,147.08752229996026,147.08752229996026,NA,NA,NA,NA,NA,NA,018,001,2024-10-09_16h45.57.679,PsychoPy Exp,2023.1.2,59.98127385733183
Belief,FALSE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_6.png,Adam THINKS there are TWO cubes,2,h,b,2,0,2,1,0,1,1,0,1,B,PropTrueNoBelief,0,13,13,211,NA,NA,NA,NA,NA,4.0850020013749e-4,147.16046319995075,147.53751159994863,147.63761670002714,149.63766120001674,150.03763499995694,150.14035289990716,150.14035289990716,h,1,9.69259380013682,159.85420709988102,159.85420709988102,159.85420709988102,159.85420709988102,NA,NA,NA,NA,NA,NA,018,001,2024-10-09_16h45.57.679,PsychoPy Exp,2023.1.2,59.98127385733183
Knowledge,TRUE,TB-K,DD_NB,PsychoPyStudy2Stim/DD_NB_3.png,Adam KNOWS there are ZERO cubes,0,b,h,2,2,0,2,2,0,0,0,0,NB,-,0,14,14,224,NA,NA,NA,NA,NA,4.0990021079778e-4,159.93547939998098,160.32082689995875,160.42085339990444,162.42099620006047,162.8209790000692,162.92401789990254,162.92401789990254,b,1,1.5170962000265718,164.47078499989584,164.47078499989584,164.47078499989584,164.47078499989584,NA,NA,NA,NA,NA,NA,018,001,2024-10-09_16h45.57.679,PsychoPy Exp,2023.1.2,59.98127385733183
Reality,TRUE,FB-Ig,D_B_T,PsychoPyStudy2Stim/D_B_T_2.png,"In REALITY, there is ONE cube",1,b,h,2,1,1,1,1,0,1,0,1,B,-,0,15,15,51,NA,NA,NA,NA,NA,4.1110021993517e-4,164.55217869998887,164.93736250000077,165.03750950004903,167.03749400004745,167.4374754000455,167.53991899988614,167.53991899988614,b,1,1.2370063001289964,168.80414490005933,168.80414490005933,168.80414490005933,168.80414490005933,NA,NA,NA,NA,NA,NA,018,001,2024-10-09_16h45.57.679,PsychoPy Exp,2023.1.2,59.98127385733183
Reality,FALSE,TB-K,DD_NB,PsychoPyStudy2Stim/DD_NB_2.png,"In REALITY, there are TWO cubes",2,h,b,2,2,0,2,2,0,0,0,0,NB,PropFalse,0,16,16,61,NA,NA,NA,NA,NA,7.3130009695887e-4,168.89009790006094,169.27067019999961,169.37089699995704,171.3708798000589,171.7708822998684,171.87327699991874,171.87327699991874,h,1,2.7440754000563174,174.63772500003688,174.63772500003688,174.63772500003688,174.63772500003688,NA,NA,NA,NA,NA,NA,018,001,2024-10-09_16h45.57.679,PsychoPy Exp,2023.1.2,59.98127385733183
Reality,TRUE,TB-Ig,D_B,PsychoPyStudy2Stim/D_B_1.png,"In REALITY, there are ZERO cubes",0,b,h,1,1,0,1,1,0,0,0,0,B,-,0,17,17,18,NA,NA,NA,NA,NA,0.00171050010249018,174.73029450001195,175.10402940004133,175.2041396999266,177.20434039994143,177.60444639995694,177.7066450000275,177.7066450000275,b,1,2.5186136001721025,180.25439819996245,180.25439819996245,180.25439819996245,180.25439819996245,NA,NA,NA,NA,NA,NA,018,001,2024-10-09_16h45.57.679,PsychoPy Exp,2023.1.2,59.98127385733183
Knowledge,TRUE,TB-K-B,TT_B,PsychoPyStudy2Stim/TT_B_17.png,Adam KNOWS there are TWO cubes,2,b,h,2,0,2,2,0,2,0,0,0,B,-,0,18,18,250,NA,NA,NA,NA,NA,0.00174320000223815,180.3497470000293,180.7208086999599,180.82111490005627,182.82114290003665,183.22105539985932,183.32336100004613,183.32336100004613,b,1,2.853495700052008,186.20423069992103,186.20423069992103,186.20423069992103,186.20423069992103,NA,NA,NA,NA,NA,NA,018,001,2024-10-09_16h45.57.679,PsychoPy Exp,2023.1.2,59.98127385733183
Knowledge,TRUE,TB-K,DD_NB,PsychoPyStudy2Stim/DD_NB_1.png,Adam KNOWS there are ZERO cubes,0,b,h,2,2,0,2,2,0,0,0,0,NB,-,0,19,19,222,NA,NA,NA,NA,NA,7.9920003190636e-4,186.2968087999616,186.67093329993077,186.7711328999139,188.77090050000697,189.17101980000737,189.27324069989845,189.27324069989845,b,1,3.4647224999498576,192.75437860004604,192.75437860004604,192.75437860004604,192.75437860004604,NA,NA,NA,NA,NA,NA,018,001,2024-10-09_16h45.57.679,PsychoPy Exp,2023.1.2,59.98127385733183
Knowledge,FALSE,TB-Ig,D_B,PsychoPyStudy2Stim/D_B_1.png,Adam KNOWS there are ZERO cubes,0,h,b,1,1,0,1,1,0,0,0,0,B,PropTrueNoKnowledge,0,20,20,288,NA,NA,NA,NA,NA,0.00179750006645917,192.82576530007643,193.20424770005047,193.30431779986247,195.3043482999783,195.7043528999202,195.80662310007028,195.80662310007028,b,0,5.658526599872857,201.4876810000278,201.4876810000278,201.4876810000278,201.4876810000278,NA,NA,NA,NA,NA,NA,018,001,2024-10-09_16h45.57.679,PsychoPy Exp,2023.1.2,59.98127385733183
Belief,TRUE,TB-K,DD_NB,PsychoPyStudy2Stim/DD_NB_3.png,Adam THINKS there are ZERO cubes,0,b,h,2,2,0,2,2,0,0,0,0,NB,-,0,21,21,116,NA,NA,NA,NA,NA,0.00171789992600679,201.5831307999324,201.95422849990427,202.0543740000576,204.05436219996773,204.4542739999015,204.55710490001368,204.55710490001368,b,1,7.94846579991281,212.52072899998169,212.52072899998169,212.52072899998169,212.52072899998169,NA,NA,NA,NA,NA,NA,018,001,2024-10-09_16h45.57.679,PsychoPy Exp,2023.1.2,59.98127385733183
Reality,TRUE,TB-K-B,DD_B,PsychoPyStudy2Stim/DD_B_14.png,"In REALITY, there are ZERO cubes",0,b,h,2,2,0,2,2,0,0,0,0,B,-,0,22,22,27,NA,NA,NA,NA,NA,0.00177269987761974,212.59675889997743,212.970914500067,213.0708629998844,215.07098169997337,215.47093850001693,215.5732203999069,215.5732203999069,b,1,4.5645171999931335,220.15417249989696,220.15417249989696,220.15417249989696,220.15417249989696,NA,NA,NA,NA,NA,NA,018,001,2024-10-09_16h45.57.679,PsychoPy Exp,2023.1.2,59.98127385733183
