Condition,TrueFalse,Scenario,StimType,Stimulus,Statement,StatementNum,CorAnsEven,CorAnsOdd,TotalObjects,TotalDistractors,TotalTargets,VisibleObjects,VisibleDistractors,VisibleTargets,HiddenObjects,HiddenDistractors,HiddenTargets,Barrier,WhyFalse,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpISI.started,ExpPrimerText.started,ExpPrimerText.stopped,ExpText.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndText.stopped,ExpEndPressSPACE.stopped,ExpEndPressSPACE.keys,participant,session,date,expName,psychopyVersion,frameRate
Belief,FALSE,TB-K-B,TT_B,PsychoPyStudy2Stim/TT_B_11.png,Adam THINKS there are ZERO cubes,0,h,b,2,0,2,2,0,2,0,0,0,B,PropFalse,0,101,101,198,NA,NA,NA,NA,NA,7.7120005153119e-4,473.26800000015646,473.6528292000294,473.75303600006737,475.75310590001754,476.1529705000576,476.25521009997465,476.25521009997465,b,1,1.0513526001013815,477.3363324999809,477.3363324999809,477.3363324999809,477.3363324999809,NA,NA,NA,NA,NA,NA,NA,003,001,2024-10-02_12h15.34.453,PsychoPy Exp,2023.1.2,60.00510045840515
Belief,TRUE,TB-K-B,TT_B,PsychoPyStudy2Stim/TT_B_3.png,Adam THINKS there are TWO cubes,2,b,h,2,0,2,2,0,2,0,0,0,B,-,0,102,102,136,NA,NA,NA,NA,NA,0.00166309997439384,477.4305835000705,477.80289130005985,477.9029131999705,479.9030937999487,480.3030159999616,480.4052037000656,480.4052037000656,h,1,1.1335475000087172,481.5696157000493,481.5696157000493,481.5696157000493,481.5696157000493,NA,NA,NA,NA,NA,NA,NA,003,001,2024-10-02_12h15.34.453,PsychoPy Exp,2023.1.2,60.00510045840515
Belief,FALSE,TB-Ig,D_B_D,PsychoPyStudy2Stim/D_B_D_1.png,Adam THINKS there is ONE cube,1,h,b,2,2,0,1,1,0,1,1,0,B,PropFalse,0,103,103,184,NA,NA,NA,NA,NA,0.00168409990146756,481.6570894999895,482.0362110999413,482.13615180016495,484.1363129999954,484.5363151000347,484.6386111001484,484.6386111001484,b,1,1.4598142001777887,486.1195779000409,486.1195779000409,486.1195779000409,486.1195779000409,NA,NA,NA,NA,NA,NA,NA,003,001,2024-10-02_12h15.34.453,PsychoPy Exp,2023.1.2,60.00510045840515
Belief,FALSE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_6.png,Adam THINKS there are TWO cubes,2,h,b,2,0,2,1,0,1,1,0,1,B,PropTrueNoBelief,0,104,104,211,NA,NA,NA,NA,NA,0.00165580003522336,486.1922920001671,486.5695168001112,486.6697093001567,488.6696768000256,489.0697338001337,489.17185929999687,489.17185929999687,b,1,1.1503218999132514,490.352806000039,490.352806000039,490.352806000039,490.352806000039,NA,NA,NA,NA,NA,NA,NA,003,001,2024-10-02_12h15.34.453,PsychoPy Exp,2023.1.2,60.00510045840515
Reality,FALSE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_2.png,"In REALITY, there is ONE cube",1,h,b,2,0,2,1,0,1,1,0,1,B,PropFalse,0,105,105,93,NA,NA,NA,NA,NA,0.00111349998041987,490.4476016999688,490.81953930016607,490.91964550013654,492.919659400126,493.31962210009806,493.4218654001598,493.4218654001598,h,0,0.8846561000682414,494.3363051000051,494.3363051000051,494.3363051000051,494.3363051000051,NA,NA,NA,NA,NA,NA,NA,003,001,2024-10-02_12h15.34.453,PsychoPy Exp,2023.1.2,60.00510045840515
Reality,FALSE,TB-K,TD_NB,PsychoPyStudy2Stim/TD_NB_3.png,"In REALITY, there are TWO cubes",2,h,b,2,1,1,2,1,1,0,0,0,NB,PropFalse,0,106,106,65,NA,NA,NA,NA,NA,0.00168290012516081,494.4247459000908,494.8028331000823,494.9028336000629,496.9026649000589,497.30291410000063,497.40547060011886,497.40547060011886,b,1,0.4926294998731464,497.9193403001409,497.9193403001409,497.9193403001409,497.9193403001409,NA,NA,NA,NA,NA,NA,NA,003,001,2024-10-02_12h15.34.453,PsychoPy Exp,2023.1.2,60.00510045840515
Belief,TRUE,TB-K-B,TT_B,PsychoPyStudy2Stim/TT_B_6.png,Adam THINKS there are TWO cubes,2,b,h,2,0,2,2,0,2,0,0,0,B,-,0,107,107,139,NA,NA,NA,NA,NA,4.163000266999e-4,498.0016008999664,498.3859964001458,498.486321200151,500.48626719997264,500.8861589001026,500.9886636000592,500.9886636000592,b,0,3.6454990999773145,504.65265229996294,504.65265229996294,504.65265229996294,504.65265229996294,NA,NA,NA,NA,NA,NA,NA,003,001,2024-10-02_12h15.34.453,PsychoPy Exp,2023.1.2,60.00510045840515
Reality,FALSE,TB-K-B,DD_B,PsychoPyStudy2Stim/DD_B_14.png,"In REALITY, there are TWO cubes",2,h,b,2,2,0,2,2,0,0,0,0,B,PropFalse,0,108,108,81,NA,NA,NA,NA,NA,4.7539989463984e-4,504.7388253000099,505.1195611001458,505.2194390001241,507.2195193001535,507.619485600153,507.72178600006737,507.72178600006737,b,1,0.4246926000341773,508.16948630008847,508.16948630008847,508.16948630008847,508.16948630008847,NA,NA,NA,NA,NA,NA,NA,003,001,2024-10-02_12h15.34.453,PsychoPy Exp,2023.1.2,60.00510045840515
Reality,FALSE,TB-K,TD_NB,PsychoPyStudy2Stim/TD_NB_2.png,"In REALITY, there are ZERO cubes",0,h,b,2,1,1,2,1,1,0,0,0,NB,PropFalse,0,109,109,64,NA,NA,NA,NA,NA,0.0016544999089092,508.2544243000448,508.6360963000916,508.7360189999454,510.73622920014895,511.1362316999584,511.2384599000215,511.2384599000215,b,1,0.732275600079447,511.98608219996095,511.98608219996095,511.98608219996095,511.98608219996095,NA,NA,NA,NA,NA,NA,NA,003,001,2024-10-02_12h15.34.453,PsychoPy Exp,2023.1.2,60.00510045840515
Belief,TRUE,TB-Ig,D_B_D,PsychoPyStudy2Stim/D_B_D_1.png,Adam THINKS there are ZERO cubes,0,b,h,2,2,0,1,1,0,1,1,0,B,-,0,110,110,130,NA,NA,NA,NA,NA,0.00216310005635023,512.0842006001621,512.4694060001057,512.569583500037,514.5695732999593,514.9694891001564,515.0716995000839,515.0716995000839,h,1,1.3313269999343902,516.4194633001462,516.4194633001462,516.4194633001462,516.4194633001462,NA,NA,NA,NA,NA,NA,NA,003,001,2024-10-02_12h15.34.453,PsychoPy Exp,2023.1.2,60.00510045840515
