Condition,TrueFalse,Scenario,StimType,Stimulus,Statement,StatementNum,CorAnsEven,CorAnsOdd,TotalObjects,TotalDistractors,TotalTargets,VisibleObjects,VisibleDistractors,VisibleTargets,HiddenObjects,HiddenDistractors,HiddenTargets,Barrier,WhyFalse,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpISI.started,ExpPrimerText.started,ExpPrimerText.stopped,ExpText.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndText.stopped,ExpEndPressSPACE.stopped,ExpEndPressSPACE.keys,participant,session,date,expName,psychopyVersion,frameRate
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.291976099833846,16.273680799640715,16.273680799640715,space,29.918068799655885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,019,001,2024-10-14_09h45.41.523,PsychoPy Exp,2023.1.2,59.88475775912357
Knowledge,TRUE,TB-K-B,TD_B,PsychoPyStudy2Stim/TD_B_8.png,Adam KNOWS there is ONE cube,1,b,h,2,1,1,2,1,1,0,0,0,B,-,0,0,0,265,NA,NA,NA,NA,NA,0.20256710005924103,46.50976279983297,46.88905849959701,46.989497599657625,48.98948119999841,49.38938399963081,49.516711900010705,49.516711900010705,b,0,3.4511970998719335,52.98908089986071,52.98908089986071,52.98908089986071,52.98908089986071,NA,NA,NA,NA,NA,NA,NA,019,001,2024-10-14_09h45.41.523,PsychoPy Exp,2023.1.2,59.88475775912357
Belief,TRUE,TB-Ig,D_B_D,PsychoPyStudy2Stim/D_B_D_4.png,Adam THINKS there are ZERO cubes,0,b,h,2,2,0,1,1,0,1,1,0,B,-,0,1,1,133,NA,NA,NA,NA,NA,0.00179679971188306,53.062652699649334,53.43936219997704,53.53943649958819,55.53925139969215,55.93915209965781,56.041558399796486,56.041558399796486,h,1,2.358041100203991,58.42253270000219,58.42253270000219,58.42253270000219,58.42253270000219,NA,NA,NA,NA,NA,NA,NA,019,001,2024-10-14_09h45.41.523,PsychoPy Exp,2023.1.2,59.88475775912357
Reality,FALSE,TB-Ig,D_B_D,PsychoPyStudy2Stim/D_B_D_4.png,"In REALITY, there are TWO cubes",2,h,b,2,2,0,1,1,0,1,1,0,B,PropFalse,0,2,2,79,NA,NA,NA,NA,NA,0.00113789970055222,58.51184249995276,58.88902359968051,58.98943469999358,60.98942969972268,61.38942739972845,61.49123889999464,61.49123889999464,b,1,0.8762827999889851,62.389078999869525,62.389078999869525,62.389078999869525,62.389078999869525,NA,NA,NA,NA,NA,NA,NA,019,001,2024-10-14_09h45.41.523,PsychoPy Exp,2023.1.2,59.88475775912357
Belief,FALSE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_1.png,Adam THINKS there are TWO cubes,2,h,b,2,0,2,1,0,1,1,0,1,B,PropTrueNoBelief,0,3,3,200,NA,NA,NA,NA,NA,3.8350000977516e-4,62.4626814997755,62.83919549966231,62.93914689961821,64.93915720004588,65.33940259972587,65.44149159966037,65.44149159966037,b,1,2.9499593996442854,68.42254769988358,68.42254769988358,68.42254769988358,68.42254769988358,NA,NA,NA,NA,NA,NA,NA,019,001,2024-10-14_09h45.41.523,PsychoPy Exp,2023.1.2,59.88475775912357
Knowledge,TRUE,TB-K-B,TT_B,PsychoPyStudy2Stim/TT_B_22.png,Adam KNOWS there are TWO cubes,2,b,h,2,0,2,2,0,2,0,0,0,B,-,0,4,4,255,NA,NA,NA,NA,NA,9.3050021678209e-4,68.52154819993302,68.90588299976662,69.00606459984556,71.00605720002204,71.40607269993052,71.50809999974445,71.50809999974445,h,1,2.5643434999510646,74.08919139998034,74.08919139998034,74.08919139998034,74.08919139998034,NA,NA,NA,NA,NA,NA,NA,019,001,2024-10-14_09h45.41.523,PsychoPy Exp,2023.1.2,59.88475775912357
Knowledge,FALSE,FB-Ig,T_B_T,PsychoPyStudy2Stim/T_B_T_6.png,Adam KNOWS there is ONE cube,1,h,b,2,0,2,1,0,1,1,0,1,B,PropFalse,0,5,5,305,NA,NA,NA,NA,NA,0.00156679982319474,74.19055389985442,74.57256759982556,74.6725320997648,76.67268309975043,77.07266329973936,77.17502349987626,77.17502349987626,h,0,1.2646816996857524,78.45580999972299,78.45580999972299,78.45580999972299,78.45580999972299,NA,NA,NA,NA,NA,NA,NA,019,001,2024-10-14_09h45.41.523,PsychoPy Exp,2023.1.2,59.88475775912357
Reality,FALSE,TB-K,T_NB,PsychoPyStudy2Stim/T_NB_2.png,"In REALITY, there are TWO cubes",2,h,b,1,0,1,1,0,1,0,0,0,NB,PropFalse,0,6,6,58,NA,NA,NA,NA,NA,9.5030013471841e-4,78.52759919967502,78.90594489965588,79.0057594999671,81.00599289964885,81.40601699985564,81.50803859997541,81.50803859997541,b,1,0.9002355001866817,82.43894889997318,82.43894889997318,82.43894889997318,82.43894889997318,NA,NA,NA,NA,NA,NA,NA,019,001,2024-10-14_09h45.41.523,PsychoPy Exp,2023.1.2,59.88475775912357
Belief,FALSE,TB-K-B,TT_B,PsychoPyStudy2Stim/TT_B_11.png,Adam THINKS there are ZERO cubes,0,h,b,2,0,2,2,0,2,0,0,0,B,PropFalse,0,7,7,198,NA,NA,NA,NA,NA,4.0820008143782e-4,82.51591830002144,82.88921819999814,82.98934810003266,84.98933939961717,85.38935599988326,85.49141969997436,85.49141969997436,b,1,1.6679046000353992,87.18896829988807,87.18896829988807,87.18896829988807,87.18896829988807,NA,NA,NA,NA,NA,NA,NA,019,001,2024-10-14_09h45.41.523,PsychoPy Exp,2023.1.2,59.88475775912357
Knowledge,TRUE,TB-K-B,TD_B,PsychoPyStudy2Stim/TD_B_5.png,Adam KNOWS there is ONE cube,1,b,h,2,1,1,2,1,1,0,0,0,B,-,0,8,8,262,NA,NA,NA,NA,NA,3.8610026240348e-4,87.26114139985293,87.63916399981827,87.73932269960642,89.73903869977221,90.1393343997188,90.24133609980343,90.24133609980343,h,1,0.7346142996102571,91.00557599961758,91.00557599961758,91.00557599961758,91.00557599961758,NA,NA,NA,NA,NA,NA,NA,019,001,2024-10-14_09h45.41.523,PsychoPy Exp,2023.1.2,59.88475775912357
